id,old,new,
14513,ボウオブトライブ,Bow of Tribe,
14514,ボウオブトライブ,Bow of Tribe,
14515,ボウオブトライブ,Bow of Tribe,
14516,ボウオブトライブ,Bow of Tribe,
19441,ボウオブストライフ,Bow of Strife,
15808,ボウオブラディアンス,Bow of Radiance,
15809,ボウオブラディアンス,Bow of Radiance,
15810,ボウオブラディアンス,Bow of Radiance,
15811,ボウオブラディアンス,Bow of Radiance,
15812,ボウオブラディアンス,Bow of Radiance,
10346,ボウオブネメシス,Bow of Nemesis,
10347,ボウオブネメシス,Bow of Nemesis,
10348,ボウオブネメシス,Bow of Nemesis,
10349,ボウオブネメシス,Bow of Nemesis,
10350,ボウオブネメシス,Bow of Nemesis,
19904,ボウオブケントニス,Bow of Kenntnis,
25584,ボウオブガーディアン,Bow of Guardian,
20262,ボウオブフェデルタ,Bow of Fedeltà,
904,バウンティブーツ,Bounty Boots,
2516,バウンティブーツ,Bounty Boots,
3539,バウンティブーツ,Bounty Boots,
4562,バウンティブーツ,Bounty Boots,
5585,バウンティブーツ,Bounty Boots,
19463,広漠のテンペストベスト,Boundless Tempest Vest,
19459,広漠のテンペストバデット,Boundless Tempest Padding,
19462,広漠のテンペストホーズ,Boundless Tempest Hose,
19455,広漠のテンペストガウン,Boundless Tempest Gown,
19456,広漠のテンペストグローブ,Boundless Tempest Gloves,
19457,広漠のテンペストキュイス,Boundless Tempest Cuisses,
19458,広漠のテンペストボトム,Boundless Tempest Bottoms,
19461,広漠のテンペストブーツ,Boundless Tempest Boots,
19460,広漠のテンペストアーム,Boundless Tempest Arms,
19454,広漠のテンペストアーマー,Boundless Tempest Armor,
9365,迅速薬,Bottled Haste,
7883,孔雀銅のインゴット,Bornite Ingot,
21694,ボーダーニーハイソックス【赤】,Border Knee-high Socks (Red),
21692,ボーダーニーハイソックス【桃】,Border Knee-high Socks (Peach),
24929,ボーダーニーハイソックス【紅】,Border Knee-high Socks (Deep Red),
21693,ボーダーニーハイソックス【黒】,Border Knee-high Socks (Black),
15464,仁徳のブーツ,Boots of Benevolence,
15465,仁徳のブーツ,Boots of Benevolence,
15466,仁徳のブーツ,Boots of Benevolence,
15467,仁徳のブーツ,Boots of Benevolence,
15468,仁徳のブーツ,Boots of Benevolence,
13229,本棚,Bookshelves,
16110,習得の書【根性 軽】,Book of Acquisition (Willpower: Light),
16109,習得の書【宝眼 軽】,Book of Acquisition (Treasure Eye: Light),
16111,習得の書【安着 軽】,Book of Acquisition (Safe Landing: Light),
19199,習得の書【抗毒】,Book of Acquisition (Resist Poison),
19227,習得の書【縮雷】,Book of Acquisition (Reduce Thunder),
19222,習得の書【縮焼】,Book of Acquisition (Reduce Tar),
19221,習得の書【縮軟】,Book of Acquisition (Reduce Subdue),
19230,習得の書【縮攻】,Book of Acquisition (Reduce Physical Attack Down),
19234,習得の書【縮石】,Book of Acquisition (Reduce Petrify),
19233,習得の書【縮衰】,Book of Acquisition (Reduce Magick Defense Down),
19232,習得の書【縮念】,Book of Acquisition (Reduce Magick Attack Down),
19226,習得の書【縮氷】,Book of Acquisition (Reduce Ice),
19228,習得の書【縮聖】,Book of Acquisition (Reduce Holy),
19235,習得の書【縮金】,Book of Acquisition (Reduce Goldify),
19223,習得の書【縮凍】,Book of Acquisition (Reduce Freeze),
19225,習得の書【縮炎】,Book of Acquisition (Reduce Fire),
19231,習得の書【縮防】,Book of Acquisition (Reduce Defense Down),
19229,習得の書【縮闇】,Book of Acquisition (Reduce Dark),
19224,習得の書【縮霧】,Book of Acquisition (Reduce Blind),
19220,習得の書【縮封】,Book of Acquisition (Quick Seal),
19218,習得の書【速乾】,Book of Acquisition (Quick Drying),
19219,習得の書【速清】,Book of Acquisition (Quick Clean),
16101,習得の書【重歩 軽】,Book of Acquisition (Heavy Steps: Light),
16104,習得の書【探採 軽】,Book of Acquisition (Gathering: Light),
16108,習得の書【流断 軽】,Book of Acquisition (Flow: Light),
16103,習得の書【延泉 軽】,Book of Acquisition (Extended Springs: Light),
16107,習得の書【巧掘 軽】,Book of Acquisition (Expert Excavator: Light),
16105,習得の書【薬効 軽】,Book of Acquisition (Efficacy: Light),
16106,習得の書【効延 軽】,Book of Acquisition (Effect Extension: Light),
16102,習得の書【穿歩 軽】,Book of Acquisition (Deft Footing: Light),
19217,習得の書【制絶】,Book of Acquisition (Control Stun),
19215,習得の書【制遅】,Book of Acquisition (Control Slow),
19216,習得の書【制眠】,Book of Acquisition (Control Sleep),
19214,習得の書【制毒】,Book of Acquisition (Control Poison),
16100,習得の書【友癒】,Book of Acquisition (Companion Healing),
19211,習得の書【親雷】,Book of Acquisition (Close to Thunder),
19210,習得の書【親氷】,Book of Acquisition (Close to Ice),
19212,習得の書【親聖】,Book of Acquisition (Close to Holy),
19209,習得の書【親炎】,Book of Acquisition (Close to Fire),
19213,習得の書【親闇】,Book of Acquisition (Close to Dark),
19206,習得の書【抗軟】,Book of Acquisition (Anti-subdue),
19202,習得の書【抗絶】,Book of Acquisition (Anti-stun),
19200,習得の書【抗遅】,Book of Acquisition (Anti-slow),
19201,習得の書【抗眠】,Book of Acquisition (Anti-sleep),
19205,習得の書【抗封】,Book of Acquisition (Anti-seal),
19207,習得の書【抗石】,Book of Acquisition (Anti-petrify),
19204,習得の書【抗油】,Book of Acquisition (Anti-oil),
19208,習得の書【抗金】,Book of Acquisition (Anti-goldify),
19203,習得の書【抗水】,Book of Acquisition (Anti-drench),
25634,ブック,Book,
17923,ボーナスダンジョンチケット【XP】,Bonus Dungeon Ticket (XP),
23375,ボーナスダンジョンチケット【SP】,Bonus Dungeon Ticket (SP),
17924,ボーナスダンジョンチケット【リム】,Bonus Dungeon Ticket (R),
23411,ボーナスダンジョンチケット【JP】,Bonus Dungeon Ticket (JP),
23412,ボーナスダンジョンチケット【HO】,Bonus Dungeon Ticket (HO),
17926,ボーナスダンジョンチケット【ゴールド】,Bonus Dungeon Ticket (G),
17925,ボーナスダンジョンチケット【BO】,Bonus Dungeon Ticket (BO),
17881,ボーンパール,Bone Pearl,
7850,骨片砂,Bone Meal,
171,ボルドネス,Boldness,
1783,ボルドネス,Boldness,
2806,ボルドネス,Boldness,
3829,ボルドネス,Boldness,
4852,ボルドネス,Boldness,
15638,紫紺のタオル【壮健】,Bluish Purple Towel (Fine),
15644,紫紺のタオル【優美】,Bluish Purple Towel (Elegant),
14155,紫紺の水着【上】,Bluish Purple Swimsuit (Top),
14156,紫紺の水着【下】,Bluish Purple Swimsuit (Bottom),
15599,紫紺のマフラー,Bluish Purple Muffler,
15600,紫紺のマフラー,Bluish Purple Muffler,
15601,紫紺のマフラー,Bluish Purple Muffler,
15602,紫紺のマフラー,Bluish Purple Muffler,
15603,紫紺のマフラー,Bluish Purple Muffler,
7932,青灰色の竜鱗,Bluish Gray Dragonscale,
7990,ブルーカラント,Bluecurrant,
8163,ブルーエイジヘルム,Blue-edged Helm,
8164,ブルーエイジヘルム,Blue-edged Helm,
8165,ブルーエイジヘルム,Blue-edged Helm,
8166,ブルーエイジヘルム,Blue-edged Helm,
8167,ブルーエイジヘルム,Blue-edged Helm,
9417,ブルーウィスキー,Blue Whiskey,
19395,蒼嵐のミスリルワンズ,Blue Storm Mithril Wand,
19392,蒼嵐のミスリルウォール,Blue Storm Mithril Wall,
19390,蒼嵐のミスリルソード,Blue Storm Mithril Sword,
19393,蒼嵐のミスリルスタッフ,Blue Storm Mithril Staff,
19396,蒼嵐のミスリルシューター,Blue Storm Mithril Shooter,
19622,蒼嵐のミスリルシールド,Blue Storm Mithril Shield,
19624,蒼嵐のミスリルロッド,Blue Storm Mithril Rod,
19399,蒼嵐のミスリルランス,Blue Storm Mithril Lance,
19394,蒼嵐のミスリルダガー,Blue Storm Mithril Daggers,
19391,蒼嵐のミスリルボウ,Blue Storm Mithril Bow,
19397,蒼嵐のミスリルブレイド,Blue Storm Mithril Blade,
19398,蒼嵐のミスリルアーム,Blue Storm Mithril Arm,
7885,藍鉄鋼のインゴット,Blue Steel Ingot,
15999,蒼空のブルーオパール,Blue Skies Blue Opal,
15998,ブルーオパール,Blue Opal,
8981,蒼葉の指輪,Blue Leaf Ring,
251,ブルーカイト,Blue Kite,
1863,ブルーカイト,Blue Kite,
2886,ブルーカイト,Blue Kite,
3909,ブルーカイト,Blue Kite,
4932,ブルーカイト,Blue Kite,
7979,ブルーフラワー,Blue Flower,
8137,青染めの色液,Blue Dye,
81,ブルーケイン,Blue Cane,
1693,ブルーケイン,Blue Cane,
2716,ブルーケイン,Blue Cane,
3739,ブルーケイン,Blue Cane,
4762,ブルーケイン,Blue Cane,
7848,青砂金,Blue Alluvial Gold,
7942,耐撃強化布,Blow-Resistant Cloth,
22007,吹き飛ばし力＋20,Blow Power +20,
22006,吹き飛ばし力＋19,Blow Power +19,
22005,吹き飛ばし力＋18,Blow Power +18,
22004,吹き飛ばし力＋17,Blow Power +17,
22003,吹き飛ばし力＋16,Blow Power +16,
22002,吹き飛ばし力＋15,Blow Power +15,
22001,吹き飛ばし力＋14,Blow Power +14,
22000,吹き飛ばし力＋13,Blow Power +13,
21999,吹き飛ばし力＋12,Blow Power +12,
21998,吹き飛ばし力＋11,Blow Power +11,
21997,吹き飛ばし力＋10,Blow Power +10,
21996,吹き飛ばし力＋9,Blow Power +9,
21995,吹き飛ばし力＋8,Blow Power +8,
21994,吹き飛ばし力＋7,Blow Power +7,
21993,吹き飛ばし力＋6,Blow Power +6,
21992,吹き飛ばし力＋5,Blow Power +5,
21991,吹き飛ばし力＋4,Blow Power +4,
21990,吹き飛ばし力＋3,Blow Power +3,
21989,吹き飛ばし力＋2,Blow Power +2,
21988,吹き飛ばし力＋1,Blow Power +1,
12778,花輝石のチョーカー,Blossom Augite Choker,
176,ブラッディハイド,Bloody Hide,
1788,ブラッディハイド,Bloody Hide,
2811,ブラッディハイド,Bloody Hide,
3834,ブラッディハイド,Bloody Hide,
4857,ブラッディハイド,Bloody Hide,
23534,吸血姫の礼装,Bloodsucking Princess's Dress,
7946,血染めの赤布,Bloodstained Red Cloth,
15963,血なまぐさい巨大牙,Bloodied Giant Tusk,
17910,血色の螺旋貝,Blood-Colored Spiral Shell,
7795,ブラッドオーブ,Blood Orb,
7796,ブラッドオーブ,Blood Orb,
7797,ブラッドオーブ,Blood Orb,
18830,ブラッドオーブ,Blood Orb,
19511,ブラッドオーブ,Blood Orb,
11439,ブラッドグリップ,Blood Grip,
11440,ブラッドグリップ,Blood Grip,
11441,ブラッドグリップ,Blood Grip,
11442,ブラッドグリップ,Blood Grip,
11443,ブラッドグリップ,Blood Grip,
17868,血飲壺,Blood Drinking Vessel,
7734,ブロブの溶肉,Blob Flesh,
289,ブリッツダガー,Blitz Daggers,
1901,ブリッツダガー,Blitz Daggers,
2924,ブリッツダガー,Blitz Daggers,
3947,ブリッツダガー,Blitz Daggers,
4970,ブリッツダガー,Blitz Daggers,
976,ブリオー,Bliaut,
2588,ブリオー,Bliaut,
3611,ブリオー,Bliaut,
4634,ブリオー,Bliaut,
5657,ブリオー,Bliaut,
8578,ブレシングベスト,Blessing Vest,
8579,ブレシングベスト,Blessing Vest,
8580,ブレシングベスト,Blessing Vest,
8581,ブレシングベスト,Blessing Vest,
8582,ブレシングベスト,Blessing Vest,
14022,ブレッシングピアス,Blessing Earrings,
11783,祝福された長竜髭,Blessed Long Dragon Beard,
10993,ブレスド・レスタライト,Blessed Lestalite,
7831,祝福の雫,Blessed Drop,
19714,ブレスアルダシール,Blessed Ardashir,
19715,ブレスアルダシール,Blessed Ardashir,
19716,ブレスアルダシール,Blessed Ardashir,
19717,ブレスアルダシール,Blessed Ardashir,
19718,ブレスアルダシール,Blessed Ardashir,
18142,ほむら石,Blazing Ore,
21262,炎熱のトカゲ皮,Blazing Lizard Pelt,
10156,炎受のエリクシル,Blazing Elixir,
17885,火炎草,Blaze Grass,
9400,錬成発破弾,Blasting Beads,
12776,破輝石のチョーカー,Blast Augite Choker,
8002,白紙のスクロール,Blank Scroll,
996,ブレイドプルーフホーズ,Bladeproof Hose,
2608,ブレイドプルーフホーズ,Bladeproof Hose,
3631,ブレイドプルーフホーズ,Bladeproof Hose,
4654,ブレイドプルーフホーズ,Bladeproof Hose,
5677,ブレイドプルーフホーズ,Bladeproof Hose,
19794,ブレイドオブヴァーミリオン,Blade of Vermilion,
19795,ブレイドオブヴァーミリオン,Blade of Vermilion,
19796,ブレイドオブヴァーミリオン,Blade of Vermilion,
19797,ブレイドオブヴァーミリオン,Blade of Vermilion,
19798,ブレイドオブヴァーミリオン,Blade of Vermilion,
19407,ブレイドオブバンガード,Blade of Vanguard,
20170,ブレイドオブヴァンクール,Blade of Vainqueur,
12131,ブレードオブタイラント,Blade of Tyrant,
12132,ブレードオブタイラント,Blade of Tyrant,
12133,ブレードオブタイラント,Blade of Tyrant,
12134,ブレードオブタイラント,Blade of Tyrant,
12135,ブレードオブタイラント,Blade of Tyrant,
19447,ブレイドオブストライフ,Blade of Strife,
15728,ブレードオブラディアンス,Blade of Radiance,
15729,ブレードオブラディアンス,Blade of Radiance,
15730,ブレードオブラディアンス,Blade of Radiance,
15731,ブレードオブラディアンス,Blade of Radiance,
15732,ブレードオブラディアンス,Blade of Radiance,
24980,ブレイドオブレジェンド,Blade of Legend,
24979,ブレイドオブクラーケン,Blade of Kraken,
11332,ブレイドオブインサイト【紅】,Blade of Insight (Red),
11333,ブレイドオブインサイト【紅】,Blade of Insight (Red),
11334,ブレイドオブインサイト【紅】,Blade of Insight (Red),
11335,ブレイドオブインサイト【紅】,Blade of Insight (Red),
11336,ブレイドオブインサイト【紅】,Blade of Insight (Red),
11327,ブレイドオブインサイト【天】,Blade of Insight (Heaven),
11328,ブレイドオブインサイト【天】,Blade of Insight (Heaven),
11329,ブレイドオブインサイト【天】,Blade of Insight (Heaven),
11330,ブレイドオブインサイト【天】,Blade of Insight (Heaven),
11331,ブレイドオブインサイト【天】,Blade of Insight (Heaven),
11312,ブレイドオブインサイト【翠】,Blade of Insight (Green),
11313,ブレイドオブインサイト【翠】,Blade of Insight (Green),
11314,ブレイドオブインサイト【翠】,Blade of Insight (Green),
11315,ブレイドオブインサイト【翠】,Blade of Insight (Green),
11316,ブレイドオブインサイト【翠】,Blade of Insight (Green),
11317,ブレイドオブインサイト【地】,Blade of Insight (Earth),
11318,ブレイドオブインサイト【地】,Blade of Insight (Earth),
11319,ブレイドオブインサイト【地】,Blade of Insight (Earth),
11320,ブレイドオブインサイト【地】,Blade of Insight (Earth),
11321,ブレイドオブインサイト【地】,Blade of Insight (Earth),
11307,ブレイドオブインサイト【蒼】,Blade of Insight (Blue),
11308,ブレイドオブインサイト【蒼】,Blade of Insight (Blue),
11309,ブレイドオブインサイト【蒼】,Blade of Insight (Blue),
11310,ブレイドオブインサイト【蒼】,Blade of Insight (Blue),
11311,ブレイドオブインサイト【蒼】,Blade of Insight (Blue),
11322,ブレイドオブインサイト【玄】,Blade of Insight (Black),
11323,ブレイドオブインサイト【玄】,Blade of Insight (Black),
11324,ブレイドオブインサイト【玄】,Blade of Insight (Black),
11325,ブレイドオブインサイト【玄】,Blade of Insight (Black),
11326,ブレイドオブインサイト【玄】,Blade of Insight (Black),
24982,ブレイドオブアイスエイジ,Blade of Ice Age,
20147,ブレイドオブアルトゥーラ,Blade of Altura,
20148,ブレイドオブアルトゥーラ,Blade of Altura,
20149,ブレイドオブアルトゥーラ,Blade of Altura,
20150,ブレイドオブアルトゥーラ,Blade of Altura,
20151,ブレイドオブアルトゥーラ,Blade of Altura,
19812,ブレイドオブアルテッシュ,Blade of Altesch,
19678,ブレイドオブアジテイター,Blade of Agitator,
8898,黒縛のクローク,Blackbound Cloak,
8899,黒縛のクローク,Blackbound Cloak,
8900,黒縛のクローク,Blackbound Cloak,
8901,黒縛のクローク,Blackbound Cloak,
8902,黒縛のクローク,Blackbound Cloak,
7970,ブラックウッド,Black Wood,
11087,ブラックウォール,Black Wall,
11088,ブラックウォール,Black Wall,
11089,ブラックウォール,Black Wall,
11090,ブラックウォール,Black Wall,
11091,ブラックウォール,Black Wall,
18589,ブラックヴェノムウェア,Black Venom Wear,
18590,ブラックヴェノムウェア,Black Venom Wear,
18591,ブラックヴェノムウェア,Black Venom Wear,
18592,ブラックヴェノムウェア,Black Venom Wear,
18593,ブラックヴェノムウェア,Black Venom Wear,
18565,ブラックヴェノムワンズ,Black Venom Wand,
18566,ブラックヴェノムワンズ,Black Venom Wand,
18567,ブラックヴェノムワンズ,Black Venom Wand,
18568,ブラックヴェノムワンズ,Black Venom Wand,
18569,ブラックヴェノムワンズ,Black Venom Wand,
18530,ブラックヴェノムウォール,Black Venom Wall,
18531,ブラックヴェノムウォール,Black Venom Wall,
18532,ブラックヴェノムウォール,Black Venom Wall,
18533,ブラックヴェノムウォール,Black Venom Wall,
18534,ブラックヴェノムウォール,Black Venom Wall,
18515,ブラックヴェノムソード,Black Venom Sword,
18516,ブラックヴェノムソード,Black Venom Sword,
18517,ブラックヴェノムソード,Black Venom Sword,
18518,ブラックヴェノムソード,Black Venom Sword,
18519,ブラックヴェノムソード,Black Venom Sword,
18560,ブラックヴェノムスタッフ,Black Venom Staff,
18561,ブラックヴェノムスタッフ,Black Venom Staff,
18562,ブラックヴェノムスタッフ,Black Venom Staff,
18563,ブラックヴェノムスタッフ,Black Venom Staff,
18564,ブラックヴェノムスタッフ,Black Venom Staff,
18555,ブラックヴェノムスペル,Black Venom Spell,
18556,ブラックヴェノムスペル,Black Venom Spell,
18557,ブラックヴェノムスペル,Black Venom Spell,
18558,ブラックヴェノムスペル,Black Venom Spell,
18559,ブラックヴェノムスペル,Black Venom Spell,
18570,ブラックヴェノムスピア,Black Venom Spear,
18571,ブラックヴェノムスピア,Black Venom Spear,
18572,ブラックヴェノムスピア,Black Venom Spear,
18573,ブラックヴェノムスピア,Black Venom Spear,
18574,ブラックヴェノムスピア,Black Venom Spear,
18520,ブラックヴェノムシールド,Black Venom Shield,
18521,ブラックヴェノムシールド,Black Venom Shield,
18522,ブラックヴェノムシールド,Black Venom Shield,
18523,ブラックヴェノムシールド,Black Venom Shield,
18524,ブラックヴェノムシールド,Black Venom Shield,
18535,ブラックヴェノムロッド,Black Venom Rod,
18536,ブラックヴェノムロッド,Black Venom Rod,
18537,ブラックヴェノムロッド,Black Venom Rod,
18538,ブラックヴェノムロッド,Black Venom Rod,
18539,ブラックヴェノムロッド,Black Venom Rod,
18594,ブラックヴェノムレッグス,Black Venom Legs,
18595,ブラックヴェノムレッグス,Black Venom Legs,
18596,ブラックヴェノムレッグス,Black Venom Legs,
18597,ブラックヴェノムレッグス,Black Venom Legs,
18598,ブラックヴェノムレッグス,Black Venom Legs,
18550,ブラックヴェノムガントレット,Black Venom Gauntlet,
18551,ブラックヴェノムガントレット,Black Venom Gauntlet,
18552,ブラックヴェノムガントレット,Black Venom Gauntlet,
18553,ブラックヴェノムガントレット,Black Venom Gauntlet,
18554,ブラックヴェノムガントレット,Black Venom Gauntlet,
18540,ブラックヴェノムダガー,Black Venom Daggers,
18541,ブラックヴェノムダガー,Black Venom Daggers,
18542,ブラックヴェノムダガー,Black Venom Daggers,
18543,ブラックヴェノムダガー,Black Venom Daggers,
18544,ブラックヴェノムダガー,Black Venom Daggers,
18545,ブラックヴェノムボウ,Black Venom Bow,
18546,ブラックヴェノムボウ,Black Venom Bow,
18547,ブラックヴェノムボウ,Black Venom Bow,
18548,ブラックヴェノムボウ,Black Venom Bow,
18549,ブラックヴェノムボウ,Black Venom Bow,
18584,ブラックヴェノムブーツ,Black Venom Boots,
18585,ブラックヴェノムブーツ,Black Venom Boots,
18586,ブラックヴェノムブーツ,Black Venom Boots,
18587,ブラックヴェノムブーツ,Black Venom Boots,
18588,ブラックヴェノムブーツ,Black Venom Boots,
18525,ブラックヴェノムブレード,Black Venom Blade,
18526,ブラックヴェノムブレード,Black Venom Blade,
18527,ブラックヴェノムブレード,Black Venom Blade,
18528,ブラックヴェノムブレード,Black Venom Blade,
18529,ブラックヴェノムブレード,Black Venom Blade,
18579,ブラックヴェノムアーマー,Black Venom Armor,
18580,ブラックヴェノムアーマー,Black Venom Armor,
18581,ブラックヴェノムアーマー,Black Venom Armor,
18582,ブラックヴェノムアーマー,Black Venom Armor,
18583,ブラックヴェノムアーマー,Black Venom Armor,
7841,ブラックタール,Black Tar,
7769,黒ドクロ,Black Skull,
14727,ブラックスコージ,Black Scourge,
14728,ブラックスコージ,Black Scourge,
14729,ブラックスコージ,Black Scourge,
14730,ブラックスコージ,Black Scourge,
14731,ブラックスコージ,Black Scourge,
15339,黒豹のスリーブ,Black Panther Sleeves,
15340,黒豹のスリーブ,Black Panther Sleeves,
15341,黒豹のスリーブ,Black Panther Sleeves,
15342,黒豹のスリーブ,Black Panther Sleeves,
15343,黒豹のスリーブ,Black Panther Sleeves,
15128,黒豹のバデッド,Black Panther Padding,
15129,黒豹のバデッド,Black Panther Padding,
15130,黒豹のバデッド,Black Panther Padding,
15131,黒豹のバデッド,Black Panther Padding,
15132,黒豹のバデッド,Black Panther Padding,
14968,黒豹のマスク,Black Panther Mask,
14969,黒豹のマスク,Black Panther Mask,
14970,黒豹のマスク,Black Panther Mask,
14971,黒豹のマスク,Black Panther Mask,
14972,黒豹のマスク,Black Panther Mask,
15499,黒豹のレッグガード,Black Panther Leg Guards,
15500,黒豹のレッグガード,Black Panther Leg Guards,
15501,黒豹のレッグガード,Black Panther Leg Guards,
15502,黒豹のレッグガード,Black Panther Leg Guards,
15503,黒豹のレッグガード,Black Panther Leg Guards,
7860,黒鉱石,Black Ore,
381,ブラックマター,Black Matter,
1993,ブラックマター,Black Matter,
3016,ブラックマター,Black Matter,
4039,ブラックマター,Black Matter,
5062,ブラックマター,Black Matter,
968,黒革のオーバーニー,Black Leather Over-Knee Boots,
2580,黒革のオーバーニー,Black Leather Over-Knee Boots,
3603,黒革のオーバーニー,Black Leather Over-Knee Boots,
4626,黒革のオーバーニー,Black Leather Over-Knee Boots,
5649,黒革のオーバーニー,Black Leather Over-Knee Boots,
950,黒革のサークレット,Black Leather Circlet,
2562,黒革のサークレット,Black Leather Circlet,
3585,黒革のサークレット,Black Leather Circlet,
4608,黒革のサークレット,Black Leather Circlet,
5631,黒革のサークレット,Black Leather Circlet,
16698,黒騎士の思念,Black Knight's Thoughts,
7878,黒鉄のインゴット,Black Iron Ingot,
11509,黒色火薬,Black Gunpowder,
677,ブラックゲートル,Black Gaiters,
2289,ブラックゲートル,Black Gaiters,
3312,ブラックゲートル,Black Gaiters,
4335,ブラックゲートル,Black Gaiters,
5358,ブラックゲートル,Black Gaiters,
8140,黒染めの色液,Black Dye,
15996,災厄を招く黒爪,Black Claw of Misfortune,
17861,黒刃の破片,Black Blade Fragment,
695,ブラックバートレッグス,Black Bart's Legs,
2307,ブラックバートレッグス,Black Bart's Legs,
3330,ブラックバートレッグス,Black Bart's Legs,
4353,ブラックバートレッグス,Black Bart's Legs,
5376,ブラックバートレッグス,Black Bart's Legs,
666,ブラックバートジャケット,Black Bart's Jacket,
2278,ブラックバートジャケット,Black Bart's Jacket,
3301,ブラックバートジャケット,Black Bart's Jacket,
4324,ブラックバートジャケット,Black Bart's Jacket,
5347,ブラックバートジャケット,Black Bart's Jacket,
640,ブラックバートキャップ,Black Bart's Cap,
2252,ブラックバートキャップ,Black Bart's Cap,
3275,ブラックバートキャップ,Black Bart's Cap,
4298,ブラックバートキャップ,Black Bart's Cap,
5321,ブラックバートキャップ,Black Bart's Cap,
720,ブラックバートアーム,Black Bart's Arms,
2332,ブラックバートアーム,Black Bart's Arms,
3355,ブラックバートアーム,Black Bart's Arms,
4378,ブラックバートアーム,Black Bart's Arms,
5401,ブラックバートアーム,Black Bart's Arms,
13148,ブラックバンデージ,Black Bandages,
13149,ブラックバンデージ,Black Bandages,
13150,ブラックバンデージ,Black Bandages,
13151,ブラックバンデージ,Black Bandages,
13152,ブラックバンデージ,Black Bandages,
271,ブラックアイギス,Black Aegis,
1883,ブラックアイギス,Black Aegis,
2906,ブラックアイギス,Black Aegis,
3929,ブラックアイギス,Black Aegis,
4952,ブラックアイギス,Black Aegis,
17831,ビヤーバーンタイツ,Biyabaan Tights,
17832,ビヤーバーンタイツ,Biyabaan Tights,
17833,ビヤーバーンタイツ,Biyabaan Tights,
17834,ビヤーバーンタイツ,Biyabaan Tights,
17835,ビヤーバーンタイツ,Biyabaan Tights,
17816,ビヤーバーンメイル,Biyabaan Mail,
17817,ビヤーバーンメイル,Biyabaan Mail,
17818,ビヤーバーンメイル,Biyabaan Mail,
17819,ビヤーバーンメイル,Biyabaan Mail,
17820,ビヤーバーンメイル,Biyabaan Mail,
23364,黒呪のオーブ,Bitterblack Orb,
23122,黒呪の迷宮リセット券,Bitterblack Maze Reset Ticket,
21630,黒呪のディードボックス,Bitterblack Deed Box,
21651,黒呪の腕輪,Bitterblack Bracelet,
145,バイティングクラブ,Biting Club,
1757,バイティングクラブ,Biting Club,
2780,バイティングクラブ,Biting Club,
3803,バイティングクラブ,Biting Club,
4826,バイティングクラブ,Biting Club,
12953,ビショップシューズ,Bishop Shoes,
12954,ビショップシューズ,Bishop Shoes,
12955,ビショップシューズ,Bishop Shoes,
12956,ビショップシューズ,Bishop Shoes,
12957,ビショップシューズ,Bishop Shoes,
12696,ビショップローブ,Bishop Robe,
12697,ビショップローブ,Bishop Robe,
12698,ビショップローブ,Bishop Robe,
12699,ビショップローブ,Bishop Robe,
12700,ビショップローブ,Bishop Robe,
12576,ビショップフード,Bishop Hood,
12577,ビショップフード,Bishop Hood,
12578,ビショップフード,Bishop Hood,
12579,ビショップフード,Bishop Hood,
12580,ビショップフード,Bishop Hood,
12833,ビショップグローブ,Bishop Gloves,
12834,ビショップグローブ,Bishop Gloves,
12835,ビショップグローブ,Bishop Gloves,
12836,ビショップグローブ,Bishop Gloves,
12837,ビショップグローブ,Bishop Gloves,
7811,鳥の羽根,Bird Feather,
181,ビッグボウ,Big Bow,
1793,ビッグボウ,Big Bow,
2816,ビッグボウ,Big Bow,
3839,ビッグボウ,Big Bow,
4862,ビッグボウ,Big Bow,
182,ベゼルリュウズ,Bezel Crown,
1794,ベゼルリュウズ,Bezel Crown,
2817,ベゼルリュウズ,Bezel Crown,
3840,ベゼルリュウズ,Bezel Crown,
4863,ベゼルリュウズ,Bezel Crown,
11005,バートランド印記章,Betland Medal,
8523,ベルセルカ,Berserker,
8524,ベルセルカ,Berserker,
8525,ベルセルカ,Berserker,
8526,ベルセルカ,Berserker,
8527,ベルセルカ,Berserker,
496,ベネフィットウェアS,Benefit Wear S,
2108,ベネフィットウェアS,Benefit Wear S,
3131,ベネフィットウェアS,Benefit Wear S,
4154,ベネフィットウェアS,Benefit Wear S,
5177,ベネフィットウェアS,Benefit Wear S,
1025,ベネフィットウェアR,Benefit Wear R,
2637,ベネフィットウェアR,Benefit Wear R,
3660,ベネフィットウェアR,Benefit Wear R,
4683,ベネフィットウェアR,Benefit Wear R,
5706,ベネフィットウェアR,Benefit Wear R,
518,ベネフィットウェアM,Benefit Wear M,
2130,ベネフィットウェアM,Benefit Wear M,
3153,ベネフィットウェアM,Benefit Wear M,
4176,ベネフィットウェアM,Benefit Wear M,
5199,ベネフィットウェアM,Benefit Wear M,
9900,ベネフィットウェア,Benefit Wear,
9876,ベネフィットウォール,Benefit Wall,
9873,ベネフィットソード,Benefit Sword,
9882,ベネフィットスタッフ,Benefit Staff,
9894,ベネフィットシューズ,Benefit Shoes,
9874,ベネフィットシールド,Benefit Shield,
9877,ベネフィットロッド,Benefit Rod,
9893,ベネフィットバデッド,Benefit Padding,
486,ベネフィットマフラー,Benefit Muffler,
2098,ベネフィットマフラー,Benefit Muffler,
3121,ベネフィットマフラー,Benefit Muffler,
4144,ベネフィットマフラー,Benefit Muffler,
