0,,"それでは宝珠の力を解放しよう
――心を静かに、目を閉じるがよい","Now let us release the power of the Orb
--Quiet your mind and close your eyes.",ui\00_message\npc\base\n0004.gmd,\npc\n0004.arc,n0004.arc,212,Joseph
0,,"戦術を指南してほしいのか？
ならば実戦に勝る教えはないぞ","You want me to teach you tactics? Then there's no
better way to learn than through combat.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,28,Vanessa
0,,"戦いは勝つためにするのだ
そのための努力、怠るな","We fight in order to win. Do not neglect the
effort required for that.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,29,Vanessa
0,,"すまないな
世間話というものが苦手なんだ","I'm sorry,
but I'm not good at small talk",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,30,Vanessa
0,,"集中だ！
戦闘態勢は寝所でも解くな！","Concentration! Don't let your guard down even in
your sleeping quarters!",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,31,Vanessa
0,,"覚者とは何か――
いろいろな考えがあるだろうが
自分は、戦人（いくさびと）だと信じている","What is an Arisen? There may be various thoughts,
but I believe I am a warrior.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,32,Vanessa
0,,"こう戦闘続きでは疲れもたまるな――
キノザでゆっくりしたいものだ","I'm getting tired after all these battles-- I'd
like to relax in Kinoza.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,33,Vanessa
0,,"魔物より恐ろしい敵の名を教えてやろう
それは――油断、慢心、怠慢だ","I will teach you the name of an enemy more
frightening than monsters. It is--carelessness,
complacency, and negligence.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,34,Vanessa
0,,"どれほどの敵を倒せば
この地に平穏が訪れるのか――
こんなことを思うとは――老いたか","How many enemies must I defeat for peace to come
to this land? To think such a thing... have I
grown old?",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,35,Vanessa
0,,"勝利の秘策？
そんなものがあるなら、そもそも戦争など起こらない","The secret strategy for victory? If such a thing
exists, wars wouldn't happen in the first place.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,36,Vanessa
0,,"価値を問う前に、黙って守れ
失って後悔したくなければな","Before you question the value, shut up and
protect unless you want to lose it and regret it.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,37,Vanessa
0,,何？　拠点防衛に関する提案？,What? A proposal regarding base defense?,ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,38,Vanessa
0,,"オークどもをぶっ倒し、追いだしても
臭いはしばらく残るんだ
たまらん――くそっ！","Even if you knock the orcs off and drive them out
the smell lingers for a while. I can't stand it --
damn it!",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,39,Vanessa
0,,魔物掃除に来たのか？,Did you come to exterminate the enemy?,ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,40,Vanessa
0,,"だったら遠慮はいらない
砦の外でひと暴れしてきてくれ","Then you should at least become a 《Fighter》 and
have at least 18 job levels of experience.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,41,Vanessa
0,,"アルヴァーと会ったらしいな
だったら、こんなところにいないで
さっさと契約をすませたらどうだ？","I heard you met Alvar. If that's the case, why
don't you finish the contract quickly? You
shouldn't be here instead.",ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,42,Vanessa
0,,"どうした？
レオの話し相手は退屈か？",What's the matter? Bored of talking to Leo?,ui\00_message\npc\base\n0011.gmd,\npc\n0011.arc,n0011.arc,43,Vanessa
