5,q21000072_00_1229,新たに現れた魔物を即時討伐して危機を回避,Eliminate the newly emerged monster right away to prevent the crisis.,ui\00_message\quest_info\q21000072_00.gmd,\quest\q21000072.arc,q21000072.arc,5,
5,q21014015_00_1175,遭遇した魔物を討伐する,Defeat the encountered demons,ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,5,Dirith
6,q21014015_00_1176,依頼者へ経緯を報告する,Report back to the requester,ui\00_message\quest_info\q21014015_00.gmd,\quest\q21014015.arc,q21014015.arc,6,Dirith
0,q21014016_00_603,類猿の血族,Simian Relatives,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,0,The White Dragon
1,q21014016_00_603,"【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【Chance Encounter: Subjugation Quest】
Track down the dangerous enemy
that has appeared and defeat it.",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,1,
2,q21014016_00_603,"不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","Although the information is uncertain,
there have been reports of damage
believed to be caused by violent creatures
in <NAME AREA>.
",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,2,
3,q21014016_00_603,"最近、森の魔物を討伐すると
突然強力な魔物の集団が姿を現し
襲われるという事案が増えています
目撃、遭遇した方は速やかに戦士へ相談し
魔物の新動向解析にご協力お願いします","In recent times, incidents have risen 
where powerful groups of monsters appear 
and attack following the defeat of forest beasts. 
If you see or encounter these occurrences, 
please report to a warrior immediately 
and aid in the analysis of the new monster activity.",ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,3,
4,q21014016_00_1254,出現した魔物を討伐する,Defeat the appeared demons,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,4,
5,q21014016_00_1255,逃亡した魔物が残した痕跡を調べる,Look into the signs left by the fleeing beast.,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,5,
6,q21014016_00_1256,魔物の行方を追う,Track down the demons,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,6,
7,q21014016_00_1257,危険な魔物を追い詰め、止めを刺す,Hunt down and stop the dangerous monsters,ui\00_message\quest_info\q21014016_00.gmd,\quest\q21014016.arc,q21014016.arc,7,
0,q21014017_00_604,密林に輝く純白,Snow-White Gleam in the Deep Woods,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,0,Dirith
1,q21014017_00_604,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【Enemy Horde Extermination Quest】
Listen to the client's request.
Exterminate the horde of enemies.",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,1,Dirith
2,q21014017_00_604,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","According to reports from <NAME AREA>, 
enemy forces have temporarily increased, 
and the situation is quite dangerous.",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,2,Dirith
3,q21014017_00_604,"この間、森の少し深い所まで足を踏み入れたら
密林に似つかわしくない、巨大な白い影が――
どうりで最近小型の魔物たちが大人しいと思ったよ
エリアマスターには報告したから
変に結束する前に、誰かが行ってくれるといいな","Not long ago, I went a bit further 
into the forest and spotted a huge 
white figure that felt wrong in the dense jungle. 
That explains why the smaller monsters have been 
so calm lately. I've informed the area master, 
and I hope someone checks it out before 
things start to get out of hand.",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,3,Dirith
10,q21014017_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,10,Dirith
4,q21014017_00_1222,指定された場所で魔物の群れを探す(残り３),"Search for a group of monsters
at the designated location (3 left)",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,4,Dirith
6,q21014017_00_1223,残る魔物の群れを探す(残り２),"Search for the remaining groups of monsters
(2 left)",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,6,Dirith
8,q21014017_00_1224,残る魔物の群れを探す(残り１),"Find the group of monsters that remain
(1 left)",ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,8,Dirith
5,q21014017_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,5,Dirith
7,q21014017_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,7,Dirith
9,q21014017_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q21014017_00.gmd,\quest\q21014017.arc,q21014017.arc,9,Dirith
0,q21014018_00_605,エラニック・コントラスト,Elanic Contrast,ui\00_message\quest_info\q21014018_00.gmd,\quest\q21014018.arc,q21014018.arc,0,The White Dragon
