"#Index","Key","MsgJp","MsgEn","GmdPath","ArcPath","ArcName","ReadIndex"
"2","q21017023_00_619","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","The Area Master of <NAME AREA>
would like to seek counsel from the Arisen.","ui\00_message\quest_info\q21017023_00.gmd","\quest\q21017023.arc","q21017023.arc","2"
"0","q40000021_00_21","ハンティング競争","A Hunting Competition","ui\00_message\quest_info\q40000021_00.gmd","\quest\q40000021.arc","q40000021.arc","0"
"1","q40000021_00_21","よぉ！　砦内で剣を振ってても身体がなまるだろ？
どうだい、<LQEM>を<LQVA>匹、どっちが先に倒せるか競争しないか？
先に仕留めた者がこの報酬を総取りだ！","Hey there! Even swinging a sword in the fort
makes you rusty, right?
How about a contest to see who can take down
<LQVA> <LQEM> first? 
The winner takes all the reward!","ui\00_message\quest_info\q40000021_00.gmd","\quest\q40000021.arc","q40000021.arc","1"
"0","q40000022_00_22","周囲定期警戒","Travel Safety","ui\00_message\quest_info\q40000022_00.gmd","\quest\q40000022.arc","q40000022.arc","0"
"1","q40000022_00_22","そろそろ、定期警戒のタイミングだ
今回は<LQEM>の分布状況を確認の上、規定数である<LQVA>体以上を討伐して報告するように
強制ではないが、自主的な参加を求める。手当支給あり","The regular patrol is due.
Check the distribution of <LQEM> 
and defeat <LQVA> or more before reporting in.
Participation is optional but encouraged,
and an allowance shall be provided.","ui\00_message\quest_info\q40000022_00.gmd","\quest\q40000022.arc","q40000022.arc","1"
"0","q40000023_00_23","腹の具合が――","Sick in the Stomach","ui\00_message\quest_info\q40000023_00.gmd","\quest\q40000023.arc","q40000023.arc","0"
"1","q40000023_00_23","あー、誰か。俺のノルマ代わってくれないか？
内容は『<LQEM>、<LQVA>体の討伐』だ
ここ数日、腹の調子が悪くて遠出しにくいんだ
埋め合わせはするから、頼む！","Someone, please swap quotas with me!
The task is to “defeat <LQVA> of 
<LQEM>.”
I’ve been having stomach troubles and can’t
travel far. I’ll make up for it, help me out!","ui\00_message\quest_info\q40000023_00.gmd","\quest\q40000023.arc","q40000023.arc","1"
"0","q40000024_00_24","内緒の儲け話","Rags to Riches","ui\00_message\quest_info\q40000024_00.gmd","\quest\q40000024.arc","q40000024.arc","0"
"1","q40000024_00_24","<LQEM>に襲われて怪我をした知人に討伐を頼まれてさ
それを引き受けてほしいってわけだ。倒して連絡くれたら謝礼の半分を渡すよ
俺がもう２体倒したから残り<LQVA>体をよろしく","A friend hurt by <LQEM> 
asked me to do the job.
That's what I'd like you to take on.
If you manage to defeat them,
inform me and I’ll give you half the reward.
I’ve already defeated 2, so please deal with
the remaining <LQVA>.","ui\00_message\quest_info\q40000024_00.gmd","\quest\q40000024.arc","q40000024.arc","1"
"0","q40000025_00_25","武者震い","Trembling with Joy","ui\00_message\quest_info\q40000025_00.gmd","\quest\q40000025.arc","q40000025.arc","0"
"1","q40000025_00_25","やっぱよ、強敵と面と向かった時はゾワゾワくるよな！
最近だと<LQEM>だな
――ま、分が悪くなって撤退しちまったんだけどな
ヤツを<LQVA>体倒せたら、拍手とチップを送るぜ！","Facing tough enemies always gives you the chills!
Recently, it was <LQEM>.
— Well, I had to retreat after things turned
against me. If you can defeat <LQVA>,
I’ll send you applause and a tip!","ui\00_message\quest_info\q40000025_00.gmd","\quest\q40000025.arc","q40000025.arc","1"
"0","q40000026_00_26","他地域への侵入阻止","The Hidden Land","ui\00_message\quest_info\q40000026_00.gmd","\quest\q40000026.arc","q40000026.arc","0"
"1","q40000026_00_26","昨日の巡回時、<LQEM>が妙な動きをしていた。この砦を回避し、ダウ渓谷の方から他地区へ侵入しようとしていたのかもしれん
――私も警戒を続けるが、対象と遭遇したら<LQVA>体の討伐を頼む","During the patrol yesterday, 
<LQEM> acted strangely. 
They might be trying to bypass the fortress
and enter other regions from the Dowe Valley.
— I’ll stay alert, but if you encounter them, 
please eliminate <LQVA>.","ui\00_message\quest_info\q40000026_00.gmd","\quest\q40000026.arc","q40000026.arc","1"
"0","q40000027_00_27","貴様の腕を見せてみろ","Sparring Contest","ui\00_message\quest_info\q40000027_00.gmd","\quest\q40000027.arc","q40000027.arc","0"
"1","q40000027_00_27","おまえ達の鍛え方を試してやろう
十分な力を付けていると自負するなら<LQEM>を<LQVA>体自力で倒してこい
討伐報告を楽しみにしているぞ
達成者ゼロの場合は訓練しなおしてやる。覚悟しておけ","Let’s test your training.
If you truly believe you're strong enough,
defeat <LQVA> <LQEM> by yourself.
I’ll be waiting for your report.
If no one succeeds, you’ll have to train again.
Steel yourselves, Arisen!","ui\00_message\quest_info\q40000027_00.gmd","\quest\q40000027.arc","q40000027.arc","1"
"0","q40000028_00_28","グリッテン砦・協力要請","Gritten Fort: Cooperation","ui\00_message\quest_info\q40000028_00.gmd","\quest\q40000028.arc","q40000028.arc","0"
"1","q40000028_00_28","<LQEM>退治協力要請
上記対象の目撃情報があった
危険度はそれほど高くないものの、ハイデル平原方面への侵入も懸念されるため、<LQVA>体の討伐協力を頼む","Request for cooperation
in <LQEM> extermination.
There have been sightings of the target.
While the danger is not very high, there are concerns
about intrusion into the Hidell Plains. 
Please assist in the extermination of <LQVA> of them.","ui\00_message\quest_info\q40000028_00.gmd","\quest\q40000028.arc","q40000028.arc","1"
"0","q40000029_00_29","グリッテン砦・討伐任務","Gritten Fort: Elimination","ui\00_message\quest_info\q40000029_00.gmd","\quest\q40000029.arc","q40000029.arc","0"
"1","q40000029_00_29","<LQEM>討伐任務
上記対象の出現報告があった
オーク軍と合流の危機もあるため、優先的に見つけ出し<LQVA>体を討伐されたし","<LQEM> extermination mission.
Reports of the target's appearance have been received.
There is a risk of merging with the Orc army,
so prioritize locating and felling <LQVA> of them.","ui\00_message\quest_info\q40000029_00.gmd","\quest\q40000029.arc","q40000029.arc","1"
"0","q40000030_00_30","＜エリアオーダー＞砦の征伐任務","Area Order: Fort Subjugation Mission","ui\00_message\quest_info\q40000030_00.gmd","\quest\q40000030.arc","q40000030.arc","0"
"1","q40000030_00_30","エリアマスターとしての<LQEM>討伐要請だ
守備区域で上記対象が多数確認されたと報告があった
神殿、近隣への甚大な被害に発展する前に砦をあげて掃討する。各自<LQVA>体の討伐にかかってくれ","Extermination request from the Area Master
for <LQEM>.
Numerous targets have been reported 
in the defense area.
To avoid severe damage to the Temple
and nearby areas, the fort must act. 
Each person is to focus on taking down <LQVA> of them.","ui\00_message\quest_info\q40000030_00.gmd","\quest\q40000030.arc","q40000030.arc","1"
"0","q40000031_00_31","提出命令","Deadlines","ui\00_message\quest_info\q40000031_00.gmd","\quest\q40000031.arc","q40000031.arc","0"
"1","q40000031_00_31","ヴァネッサだ。今必要な素材があってな
<LQIM>なのだが、持っている者がいれば<LQVA>個をわたしの所に持ってこい。以上だ","Vanessa here. 
I am in need of <LQIM> urgently.
If you have it, bring <LQVA> of them to me.
That's all.","ui\00_message\quest_info\q40000031_00.gmd","\quest\q40000031.arc","q40000031.arc","1"
"0","q40000032_00_32","調達を手伝ってくれ","Resupplying Help","ui\00_message\quest_info\q40000032_00.gmd","\quest\q40000032.arc","q40000032.arc","0"
"1","q40000032_00_32","物資の在庫管理をしてるんだが、不足がちの<LQIM>を<LQVA>個調達してくれないか？
隊長にも報告はしたんだが、スケルツォから伝達がまだ来てないみたいでな。よろしく頼む","I’m managing the inventory and we’re short on
<LQIM>.
Could you procure <LQVA> of them? 
I’ve reported it to the captain,
but we haven't yet received word from Scherzo.
Thanks in advance.","ui\00_message\quest_info\q40000032_00.gmd","\quest\q40000032.arc","q40000032.arc","1"
"0","q40000033_00_33","内緒の小金稼ぎ","The Side Job","ui\00_message\quest_info\q40000033_00.gmd","\quest\q40000033.arc","q40000033.arc","0"
"1","q40000033_00_33","バートランドの素材は、商人もそう仕入れられないから結構な値で売れるんだ
でだ、注文があったんだが誰か<LQIM>を<LQVA>個採ってきてくれないか？
取り分は提示の内容だ。副隊長には内緒だぞ！","Materials from Betland are difficult
for merchants to stock, so they’re worth a lot.
I’ve got an order; <LQIM>—
<LQVA> pieces.
The reward for these is as written.
Keep this between us. Don’t tell the vice-captain!","ui\00_message\quest_info\q40000033_00.gmd","\quest\q40000033.arc","q40000033.arc","1"
"0","q40000034_00_34","知り合いの頼み","From an Acquaintance","ui\00_message\quest_info\q40000034_00.gmd","\quest\q40000034.arc","q40000034.arc","0"
"1","q40000034_00_34","知り合いに頼まれたんだけど、<LQIM>を<LQVA>個、持ってるやつはいないか？
クラフトに要るそうなんだ
多少の礼金は預かってるから、送ってくれたら渡すよ","A friend asked me to find 
<LQVA> pieces of <LQIM>.
Does anyone have some? They need it for crafting.
I have a small reward set aside,
so I’ll give it to you if you send it over.","ui\00_message\quest_info\q40000034_00.gmd","\quest\q40000034.arc","q40000034.arc","1"
"0","q40000035_00_35","私的依頼","A Personal Request","ui\00_message\quest_info\q40000035_00.gmd","\quest\q40000035.arc","q40000035.arc","0"
"1","q40000035_00_35","ヴァネッサだ。折り入って調達してもらいたいものがある
<LQIM>なのだが、ここでは手に入れづらくてな
<LQVA>個ほど頼めるか？
引き受けてくれた者にはそれなりの礼をしよう","Vanessa here.
I need to get <LQIM>,
which is difficult to obtain in this area.
Will you gather <LQVA> pieces for me?
I’ll be sure to offer a good reward
in exchange for your aid.","ui\00_message\quest_info\q40000035_00.gmd","\quest\q40000035.arc","q40000035.arc","1"
"0","q40000036_00_36","郷里への土産に","Souvenirs","ui\00_message\quest_info\q40000036_00.gmd","\quest\q40000036.arc","q40000036.arc","0"
"1","q40000036_00_36","土産がわりに故郷の家族に<LQIM>を<LQVA>個送ろうかと思ってるんだ
しかし、私はしばらく砦の守りで手が空きそうもない
すまないが持っている者がいたら、分けてほしいのだ","I’m thinking of sending 
<LQIM> to my family back home
as a souvenir, <LQVA> pieces to be exact.
However, I’m tied up with fort duties
and can’t get them myself.
If anyone has some, I’d appreciate a share.","ui\00_message\quest_info\q40000036_00.gmd","\quest\q40000036.arc","q40000036.arc","1"
"0","q40000037_00_37","バートランド名産品の入手依頼","Betland Materials Request","ui\00_message\quest_info\q40000037_00.gmd","\quest\q40000037.arc","q40000037.arc","0"
"1","q40000037_00_37","行商をやってる者だが、バートランド平原ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I’m a traveling merchant, and good-quality 
<LQIM>
is hard to come by in the Betland Plains.
With high demand from other regions,
stock is running low. If you could supply <LQVA> pieces,
I’ll offer a fair compensation.","ui\00_message\quest_info\q40000037_00.gmd","\quest\q40000037.arc","q40000037.arc","1"
"0","q40000038_00_38","グリッテン砦・物資調達","Gritten Fort: Collection","ui\00_message\quest_info\q40000038_00.gmd","\quest\q40000038.arc","q40000038.arc","0"
"1","q40000038_00_38","<LQIM>調達依頼
現在、戦闘での消費が激しく医薬品材料の在庫が少なくなっている
手が空いている者は<LQVA>個の調達に協力願いたい","Request for <LQIM> procurement.
We are experiencing a shortage of medical
supplies due to high consumption in combat.
If you are free, please help by procuring
<LQVA> pieces.","ui\00_message\quest_info\q40000038_00.gmd","\quest\q40000038.arc","q40000038.arc","1"
"0","q40000039_00_39","グリッテン砦・補給手配","Gritten Fort: Delivery","ui\00_message\quest_info\q40000039_00.gmd","\quest\q40000039.arc","q40000039.arc","0"
"1","q40000039_00_39","<LQIM>手配依頼
砦の補強に使用する建材が不足しがちの状況にある
対応が可能な者は、<LQVA>個の手配に協力願いたい","<LQIM> procurement request:
we are currently experiencing a shortage
of building materials for fortification.
Those able to assist, please help procure
<LQVA> pieces.","ui\00_message\quest_info\q40000039_00.gmd","\quest\q40000039.arc","q40000039.arc","1"
"0","q40000040_00_40","＜エリアオーダー＞グリッテン砦補給","Area Order: Gritten Fort Resupply","ui\00_message\quest_info\q40000040_00.gmd","\quest\q40000040.arc","q40000040.arc","0"
"1","q40000040_00_40","庶務のスケルツォから、覚者隊各員への連絡だ
グリッテン砦の物資なんだが、<LQIM>がそろそろ無くなりそうでな
次の戦いに備えて<LQVA>個確保し、納品してくれ。頼んだぞ！","Message from Scherzo in Administration
to all Arisen Corps Members:
Gritten Fort is nearing a shortage
of <LQIM>. 
For the next battle,
please secure and deliver <LQVA> pieces.","ui\00_message\quest_info\q40000040_00.gmd","\quest\q40000040.arc","q40000040.arc","1"
"0","q40000041_00_41","怪しい視線","A Suspicious Glance","ui\00_message\quest_info\q40000041_00.gmd","\quest\q40000041.arc","q40000041.arc","0"
"1","q40000041_00_41","この間、野良仕事中に視線を感じてハッと振り返ったんだ
すると、<LQEM>が<LQVA>体、じっとこっちの様子を伺ってるじゃないか！
もう肝が冷えて仕事どころじゃなかったよ
頼む、何とかしてくれ！","While working the other day,
I felt a gaze upon me and turned around.
I saw <LQEM> 
watching me, <LQVA> of them!
I was so frightened I couldn’t continue working.
Please do something about it!","ui\00_message\quest_info\q40000041_00.gmd","\quest\q40000041.arc","q40000041.arc","1"
"0","q40000042_00_42","往来の悩み","A Traveler's Lament","ui\00_message\quest_info\q40000042_00.gmd","\quest\q40000042.arc","q40000042.arc","0"
"1","q40000042_00_42","品物を収めに神殿へ向かう途中、街道であやうく<LQEM>に襲われかけたんです
無事で良かったのですが次を考えると不安で――
どうか覚者様、<LQVA>体で結構です
退治して頂けないでしょうか","On my way to the Temple with supplies,
I almost got attacked by
<LQEM> on the road.
With much relief, I'm safe,
but who knows about the next time...?
Could you please take care of <LQVA> of them?","ui\00_message\quest_info\q40000042_00.gmd","\quest\q40000042.arc","q40000042.arc","1"
"0","q40000043_00_43","水汲みもできやしない","Out of Water","ui\00_message\quest_info\q40000043_00.gmd","\quest\q40000043.arc","q40000043.arc","0"
"1","q40000043_00_43","井戸から嫌な臭いがしたんで、川へ水汲みにいったんだよ
そしたら<LQEM>に追っかけられちまって！　<LQVA>体いたかねぇ
おっかないったらありゃしない
もうあんな思いはしたくないよ、誰か退治しておくれ","I noticed an offensive smell from the well,
so I went to the river for water and got chased
by some <LQEM>.
There were <LQVA> of them! It was so scary.
I don’t want to go through that again...
Please handle them for me.","ui\00_message\quest_info\q40000043_00.gmd","\quest\q40000043.arc","q40000043.arc","1"
"0","q40000044_00_44","退治するはずだったんだが","To Be Rid of Them","ui\00_message\quest_info\q40000044_00.gmd","\quest\q40000044.arc","q40000044.arc","0"
"1","q40000044_00_44","この間、巡回中に村近くで<LQEM>を見かけたのだが、退治してやろうと剣を抜いたところ一目散に逃げられてな！　むむ、実に惜しい！
――あぁ、そのだな。誰か暇な者がいれば代わりに<LQVA>体退治してくれ。神殿への報告は代わりにしておくぞ","During my patrol near the village,
I saw <LQEM>
and drew my sword to deal with them,
but they ran away instantly! What a pity!
If anyone is available, please handle <LQVA> of them.
I’ll report to the Temple in your place.","ui\00_message\quest_info\q40000044_00.gmd","\quest\q40000044.arc","q40000044.arc","1"
"0","q40000045_00_45","ブタの仇をとって！","Vengeance for the Pig!","ui\00_message\quest_info\q40000045_00.gmd","\quest\q40000045.arc","q40000045.arc","0"
"1","q40000045_00_45","うちの可愛いブタが、こないだまた<LQEM>に攫われたんですよ！
せっかく太ってきたのにもう悲しくて悲しくて――
どうか<LQVA>体やっつけて、あの子の仇を取ってやって下さい","The other day, my beloved pig was stolen
by <LQEM> again! 
It had been eating well and growing so big.
Naturally, I'm devastated.
Please avenge us by taking down <LQVA> of them.","ui\00_message\quest_info\q40000045_00.gmd","\quest\q40000045.arc","q40000045.arc","1"
"0","q40000046_00_46","病気の原因","The Cause of Illness","ui\00_message\quest_info\q40000046_00.gmd","\quest\q40000046.arc","q40000046.arc","0"
"1","q40000046_00_46","疫病の原因をあれこれ考えてみたんだが、村付近にちょくちょく姿を現す<LQEM>が原因じゃないかって気がするんだ。いや、きっとそうだ！
奴らを倒せば病人も減るに違いない
どうか誰でもいい、<LQVA>体倒してそれを証明してくれ！","I think I figured out the cause of the plague:
it’s <LQEM>, 
which keeps appearing near the village.
I'm sure of it!
If we kill them, the sickness will abate.
Anyone out there, defeat <LQVA> of them
and prove my theory!","ui\00_message\quest_info\q40000046_00.gmd","\quest\q40000046.arc","q40000046.arc","1"
"0","q40000047_00_47","塔から見たら――","A Sight from the Tower","ui\00_message\quest_info\q40000047_00.gmd","\quest\q40000047.arc","q40000047.arc","0"
"1","q40000047_00_47","見張り塔から周囲を見渡して、恐ろしいことに気がついたんだ。大したことはないと思ってた<LQEM>が、あっちにもこっちにもいるじゃないか！
さすがにヒヤっとしたね。なるべく多く――そうだな、<LQVA>体倒せば連中の勢力も抑えられると思うんだが","From the watchtower, I scanned the area
and realized something terrifying. 
<LQEM>, who I thought
were no big deal, are everywhere!
It gave me quite a chill.
If we take down <LQVA> of them,
we can weaken their numbers.","ui\00_message\quest_info\q40000047_00.gmd","\quest\q40000047.arc","q40000047.arc","1"
"0","q40000048_00_48","白翼覚者隊・協力要請　ハイデル平原","White Wings: Cooperation (Hidell Plains)","ui\00_message\quest_info\q40000048_00.gmd","\quest\q40000048.arc","q40000048.arc","0"
"1","q40000048_00_48","ハイデル平原滞在中の覚者様に、神殿より通達です
近年任地にて<LQEM>が増えつつあるとの報告が上がっております。可能であれば任務の合間で構いませんので、<LQVA>体ほどの討伐にご協力をお願いします","To Arisen staying in Hidell Plains,
a message from the Temple:
Reports about <LQEM>
indicate they are increasing in number.
If possible, between missions,
please assist by slaying <LQVA> of them.","ui\00_message\quest_info\q40000048_00.gmd","\quest\q40000048.arc","q40000048.arc","1"
"0","q40000049_00_49","白翼覚者隊・討伐任務　ハイデル平原","White Wings: Elimination (Hidell Plains)","ui\00_message\quest_info\q40000049_00.gmd","\quest\q40000049.arc","q40000049.arc","0"
"1","q40000049_00_49","ハイデル平原滞在中の覚者様に、神殿より通達です
任地にて<LQEM>を確認した場合、地域安全維持のため各自<LQVA>体以上の討伐を願いします","To Arisen staying in Hidell Plains,
a message from the Temple:
If you should encounter
<LQEM> in your area,
please slay at least <LQVA> of them
for the sake of the region's safety.","ui\00_message\quest_info\q40000049_00.gmd","\quest\q40000049.arc","q40000049.arc","1"
"0","q40000050_00_50","＜エリアオーダー＞ハイデル魔物征伐","Area Order: Hidell Demon Extermination","ui\00_message\quest_info\q40000050_00.gmd","\quest\q40000050.arc","q40000050.arc","0"
"1","q40000050_00_50","エリアマスターのアルフレドだ
ハイデルに出没する<LQEM>による被害が相次ぎ、対応が急がれている
対応可能な覚者がいれば、<LQVA>体の討伐を願えぬだろうか","Area Master Alfred here.
Damage from <LQEM> 
in Hidell has increased. Swift action is needed.
To any available Arisen, will you slay <LQVA> of them?","ui\00_message\quest_info\q40000050_00.gmd","\quest\q40000050.arc","q40000050.arc","1"
"0","q40000051_00_51","薬の材料を届けてください","Remedy Ingredients","ui\00_message\quest_info\q40000051_00.gmd","\quest\q40000051.arc","q40000051.arc","0"
"1","q40000051_00_51","流行り病の対策に、新しい薬の調合を考えています
そのために、<LQIM>を<LQVA>個届けてもらえないでしょうか
試せることはしてみたいと思うのです、お願いします","I'm developing a new cure for the current illness.
Can you bring me
<LQVA> <LQIM>?
I'll try anything that might work, please.","ui\00_message\quest_info\q40000051_00.gmd","\quest\q40000051.arc","q40000051.arc","1"
"0","q40000052_00_52","装具修理に","Equipment Repairs","ui\00_message\quest_info\q40000052_00.gmd","\quest\q40000052.arc","q40000052.arc","0"
"1","q40000052_00_52","うちで扱ってる装具の修理と調整に、<LQIM>が必要でね
<LQVA>個ばかり手配してくれるとありがたいんだけど
もちろん礼はさせてもらうよ","I need <LQIM> 
for repairing and adjusting our gear.
Could you arrange <LQVA> of them?
Of course, you'll be rewarded.","ui\00_message\quest_info\q40000052_00.gmd","\quest\q40000052.arc","q40000052.arc","1"
"0","q40000053_00_53","酒の具材","Drinking Necessities","ui\00_message\quest_info\q40000053_00.gmd","\quest\q40000053.arc","q40000053.arc","0"
"1","q40000053_00_53","今年のワインはイマイチだ
そういう時は色々漬け込んで風味をつけるっきゃねぇ！
そこでだ、すり潰す具の材料に<LQIM>を<LQVA>個持ってきてくれ
――へへ、どんな味になるか楽しみだぜ","The wine this year is lacking.
Gotta soak some things to improve the flavor!
As for the ingredients, can you get me
<LQVA> <LQIM>?
Hehe, I'm excited to see how it'll turn out!","ui\00_message\quest_info\q40000053_00.gmd","\quest\q40000053.arc","q40000053.arc","1"
"0","q40000054_00_54","肥料の材料","Fertilizer Ingredients","ui\00_message\quest_info\q40000054_00.gmd","\quest\q40000054.arc","q40000054.arc","0"
"1","q40000054_00_54","ここしばらく、どうも畑の状態が良くない
フェデルコに相談したら、土を良くする必要がありそうだと言われたんで肥料を変えようと思う
<LQIM>を<LQVA>個、細かく砕いて入れようと思うんだが融通してくれないか","Lately, the state of the field hasn't been great.
Federico said I need better soil, so I'll switch fertilizers.
I plan to grind up and mix in
<LQVA> of <LQIM>.
Can you spare some?","ui\00_message\quest_info\q40000054_00.gmd","\quest\q40000054.arc","q40000054.arc","1"
"0","q40000055_00_55","誰かアレ持ってない？","Does Anyone Have This?","ui\00_message\quest_info\q40000055_00.gmd","\quest\q40000055.arc","q40000055.arc","0"
"1","q40000055_00_55","ほらアレ、<LQIM>持ってない？
ええとね、<LQVA>コくらい手に入れておきたいんだ。噂によるとね、コレの価値がそろそろ上がるんじゃないかって言われてるの。内緒よ
お礼もちゃんとするから！","Hey, do you have any 
<LQIM>?
I’d like to get about <LQVA> of them.
Rumor has it their value might go up soon.
It’s a secret, though.
I’ll make sure to thank you properly!","ui\00_message\quest_info\q40000055_00.gmd","\quest\q40000055.arc","q40000055.arc","1"
"0","q40000056_00_56","希少資材の提供依頼","In Search of Rarities","ui\00_message\quest_info\q40000056_00.gmd","\quest\q40000056.arc","q40000056.arc","0"
"1","q40000056_00_56","テルのため、どなたか<LQIM>を<LQVA>個提供いただけないでしょうか。貴重な物ですので、品物は村の者で大切に使わせていただきます
もちろん、報酬もご用意いたします","For Tel, could someone provide 
<LQVA> of <LQIM>?
It’s a rare item, so the villagers
will use it with care.
Of course, a reward will be given.","ui\00_message\quest_info\q40000056_00.gmd","\quest\q40000056.arc","q40000056.arc","1"
"0","q40000057_00_57","ハイデル名産品の入手依頼","Hidell Materials Request","ui\00_message\quest_info\q40000057_00.gmd","\quest\q40000057.arc","q40000057.arc","0"
"1","q40000057_00_57","行商をやってる者だが、ハイデル平原ではなかなか良質の<LQIM>が採れるのだ
他方からも問い合わせが多くて品薄になっている
<LQVA>個ほど納品してくれれば、相応の対価を支払おう","I’m a traveling merchant, and good-quality
<LQIM> 
is hard to find in Hidell Plains.
With high demand from other places,
it's becoming scarce.
If you could deliver <LQVA> pieces,
I'll offer fair compensation.","ui\00_message\quest_info\q40000057_00.gmd","\quest\q40000057.arc","q40000057.arc","1"
"0","q40000058_00_58","白翼覚者隊・収集依頼　ハイデル平原","White Wings: Collection (Hidell Plains)","ui\00_message\quest_info\q40000058_00.gmd","\quest\q40000058.arc","q40000058.arc","0"
"1","q40000058_00_58","テル滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","To the Arisen staying in Tel,
a notice from the Temple:
If possible, please deliver
<LQVA> pieces of <LQIM>
to the Temple from your location.
If you currently have other missions,
please prioritize those.","ui\00_message\quest_info\q40000058_00.gmd","\quest\q40000058.arc","q40000058.arc","1"
"0","q40000059_00_59","白翼覚者隊・納品依頼　ハイデル平原","White Wings: Delivery (Hidell Plains)","ui\00_message\quest_info\q40000059_00.gmd","\quest\q40000059.arc","q40000059.arc","0"
"1","q40000059_00_59","テル滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
現在神殿でも備蓄が少なくなっているため、よろしくお願いします","To the Arisen staying in Tel,
a notice from the Temple:
Please provide <LQVA> <LQIM>
from your area to the Temple.
We are running low on supplies,
so your help is needed.","ui\00_message\quest_info\q40000059_00.gmd","\quest\q40000059.arc","q40000059.arc","1"
"0","q40000060_00_60","＜エリアオーダー＞ハイデル補給","Area Order: Hidell Resupply","ui\00_message\quest_info\q40000060_00.gmd","\quest\q40000060.arc","q40000060.arc","0"
"1","q40000060_00_60","エリアマスターのアルフレドだ
テルでこのほど、<LQIM>を50個確保する必要が出たのだが、ある分をかき集めても<LQVA>個足りないのだ
どうか、不足分の補給に協力いただけないだろうか","This is Area Master Alfred.
We needed to secure 50 pieces
of <LQIM> in Tel,
but we are short by <LQVA>
despite gathering what we could.
Please help us cover the difference.","ui\00_message\quest_info\q40000060_00.gmd","\quest\q40000060.arc","q40000060.arc","1"
"0","q40000061_00_61","言いにくいのですが――","The Hard Truth","ui\00_message\quest_info\q40000061_00.gmd","\quest\q40000061.arc","q40000061.arc","0"
"1","q40000061_00_61","じ、実はですね。数日前<LQEM>らしい影を<LQVA>体視認したのです。何とかせねばと応援を呼ぼうとした所、その間に見失ってしまったのです！
どうか誰か、副団長に内緒でなんとかしてください！","Actually, a few days ago, I saw what looked
like <LQEM> shadows,
about <LQVA> in number.
I tried to call for help, but during that time,
I lost sight of them! Please, someone,
handle this quietly without letting 
the vice commander know!","ui\00_message\quest_info\q40000061_00.gmd","\quest\q40000061.arc","q40000061.arc","1"
"0","q40000062_00_62","散歩の不安","An Uneasy Stroll","ui\00_message\quest_info\q40000062_00.gmd","\quest\q40000062.arc","q40000062.arc","0"
"1","q40000062_00_62","海辺に<LQEM>がいて、砂浜散歩がしにくいの
確か<LQVA>匹くらいいたわ
怖いから何とかしてほしいなぁ","There are <LQEM> on the beach,
making it difficult to walk along the sand.
I think there were about <LQVA> of them.
They're scary, so I'd appreciate it
if someone could take care of them.","ui\00_message\quest_info\q40000062_00.gmd","\quest\q40000062.arc","q40000062.arc","1"
"0","q40000063_00_63","警備が心配だ！","The Guard's Concern","ui\00_message\quest_info\q40000063_00.gmd","\quest\q40000063.arc","q40000063.arc","0"
"1","q40000063_00_63","警備が心配だ！　む、村の近くで<LQEM>が<LQVA>体いるのを見たんだ！
あいつらがどっかいかないと、心配で心配で
フロイトは良い奴なんだがちょっと頼りないし――","I'm worried about security!
I saw <LQEM>
near the village, <LQVA> of them! 
I worry excessively if they don't leave. 
Freud is a good guy, but he's a bit unreliable.","ui\00_message\quest_info\q40000063_00.gmd","\quest\q40000063.arc","q40000063.arc","1"
"0","q40000064_00_64","あんなのが出たんだよ！！","Where'd That Come From?!","ui\00_message\quest_info\q40000064_00.gmd","\quest\q40000064.arc","q40000064.arc","0"
"1","q40000064_00_64","この間さぁ、びっくりしたよ。あれが出たんだもの！
ほら、<LQEM>！
もしローテスに来たら大変だよ
<LQVA>体いたからやっつけてよ！","I was really surprised the other day.
That thing appeared! 
You know, <LQEM>! 
It would be a disaster if they come to Rotes. 
There were <LQVA> of them, 
so please take care of them!","ui\00_message\quest_info\q40000064_00.gmd","\quest\q40000064.arc","q40000064.arc","1"
"0","q40000065_00_65","何とかせぃ","A Demand","ui\00_message\quest_info\q40000065_00.gmd","\quest\q40000065.arc","q40000065.arc","0"
"1","q40000065_00_65","どうなっとる！　治安維持がなっとらん
また、ここそこに<LQEM>がのさばっとるではないか。騎士でも覚者でも自警団でも構わん
さっさと<LQVA>体排除せぃ！","What's happening to our public order!
<LQEM> 
are all over the place again.
Knights, pawns, or militia, it doesn’t matter.
Eliminate <LQVA> of them right away!","ui\00_message\quest_info\q40000065_00.gmd","\quest\q40000065.arc","q40000065.arc","1"
"0","q40000066_00_66","商売仇","Business Rivals","ui\00_message\quest_info\q40000066_00.gmd","\quest\q40000066.arc","q40000066.arc","0"
