0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう","In the <COL ffdc78> ""Limit Breaking Arms"" </COL> at the Custom-Made Workshop, you can perform it as many times as you want by obtaining the following two things:

① Weapons and armor enhanced up to ★4
② Required costs such as materials and Rift Crystals

Also, the <COL ffdc78>granted abilities are overwritten every time you attempt the Limit Break</COL>, so let's proceed while confirming examples of granted abilities upon success.",ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
332,syslog_action_ikai_07,残り半分の魂を捧げれば、扉は開かれる――,The door will open after you offer some more souls,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,332
333,syslog_action_ikai_08,残りわずかな魂で、異界の扉が開く――,The door will open after just a few more souls,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,333
334,syslog_bbi_item_embody,<VAL>に<NAME ITEM>を<VAL>個、持ち帰りました,Brought back into <VAL> is <NAME ITEM> x<VAL>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,334
335,syslog_kt_possession_max,<UNTN KT>が最大まで補充されました,<UNTN KT> has been replenished to the maximum.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,335
336,syslog_content_buff_get,“<VAL>”の効果が付与されました,"""<VAL>"" effect has been applied.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,336
337,syslog_content_buff_lost,“<VAL>”の効果が解除されました,"""<VAL>"" effect has been removed.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,337
338,syslog_action_ikai_09,異界に飛ばされた――,Teleported to a different world,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,338
339,syslog_action_em_escape,周囲から <NAME TARGET> の気配が消えた,The sign of <NAME TARGET> has disappeared from the surroundings.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,339
340,syslog_action_ikai_10,残っている“怨塊”を、すべて破壊せよ――,"Destroy all of the remaining ""Grudge Pillars""",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,340
341,syslog_item_lockset,アイテムをセーフティ設定しました,Item safety setting enabled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,341
342,syslog_item_lockset_off,アイテムのセーフティ設定を解除しました,Item safety setting disabled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,342
343,syslog_action_staff_of_wise_break,“竜角の杖”を破壊せよ――,"Destroy the ""Dragon Horn Staff.""",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,343
344,syslog_action_ikai_11,怨塊 残り“<VAL>個”――,"""<VAL>"" Grudge Pillars left",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,344
345,syslog_action_ikai_12,"<NAME TARGET> が凶骨の祭壇へ運ばれた
助けなければ、全員に厄災が降りかかる――","<NAME TARGET> was taken to the Bone Altar.
If you don't rescue them, everyone will meet with disaster",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,345
346,syslog_action_ikai_13,"生贄として、<NAME TARGET> が祭壇に捧げられ
全員に厄災が降りかかった――","<NAME TARGET> was sacrificed at the Altar.
Everyone has met with disaster",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,346
347,syslog_auto_cancel_navigate,"冒険ガイドにクエストが存在しないため
現在のナビゲート設定を解除しました","Because there is no quest in the Adventure Guide,
I have now canceled the current navigation settings.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,347
348,syslog_action_evildra_01,マグマから炎の力を吸収しようとしている――,Trying to absorb the power of flames from magma.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,348
349,syslog_action_evildra_02,悪しき竜は“火焔の竜晶”を召喚しようとしている――,"The Evil Dragon is about to summon a
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,349
350,syslog_action_evildra_03,"“火焔の竜晶”の出現により
マグマが溜まっていく――","Magma is rising because of the ""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,350
351,syslog_action_evildra_04,"大量のマグマが溜まってきている
悪しき竜が炎の力を吸収する時が近付く――","There is a large amount of magma built up, the time
the Evil Dragon absorbs the flames power draws near.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,351
352,syslog_action_evildra_05,死力を尽くした咆哮に、火垂れ山が揺れている――,The fire dripping mountain is shaken by the frantic roar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,352
353,syslog_action_evildra_06,マグマが上昇し始めた――,Magma has begun to rise.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,353
354,syslog_action_evildra_07,ここから、山頂へ脱出せよ――,"From here, escape to the summit.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,354
355,syslog_action_evildra_08,"“火焔の竜晶”の出現により
マグマの滝が流れ出した――","Magma is flowing out from the waterfall because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,355
356,syslog_action_evildra_09,"火口内にある“火焔の竜晶”を破壊したことで
マグマの量が減り、戦闘エリアが広がった――","Destroying the ""Dragon Crystals of Flame"" in the crater
reduces the amount of magma, expanding your foothold.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,356
357,syslog_action_evildra_10,"火口内にある“火焔の竜晶”をすべて破壊したことで
マグマの量が減り、戦闘エリアが大きく広がった――","Destroying all ""Dragon Crystals of Flame"" in the crater has
reduced the amount of magma, greatly expanding the battle area.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,357
358,syslog_action_evildra_11,"“魔炎の竜晶”の出現により
地表からマグマが噴き上がる――","Magma is flowing out from the surface because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,358
359,syslog_action_evildra_12,"“魔岩の竜晶”の出現により
空から火山弾が降り注ぐ――","Meteors are falling down because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,359
360,syslog_action_evildra_13,"“魔風の竜晶”の出現により
熱風が吹き荒れている――","Hot steam of airs is blowing out because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,360
361,syslog_action_evildra_14,悪しき竜が最後の命を燃やそうとしている――,The Evil Dragon is trying to burn its last fragment of life.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,361
362,syslog_gdm_get_ex,<UNTN GDM>を<VAL>(+<VAL>)<UNIT GDM>、入手しました,Obtained <VAL> (+<VAL>) <UNIT GDM> of <UNTN GDM>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,362
363,syslog_sdm_get_ex,<UNTN SDM>を<VAL>(+<VAL>)<UNIT SDM>、入手しました,Retrieved <VAL>(+<VAL>)<UNIT SDM> at <UNTN SDM>,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,363
364,syslog_rdm_get_ex,<UNTN RDM>を<VAL>(+<VAL>)<UNIT RDM>、入手しました,<VAL>(+<VAL>)<UNIT RDM> obtained from <UNTN RDM>,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,364
365,syslog_ds_info_enemy_01,敵が闇の炎をまとった！,The enemy is shrouded in dark flame!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,365
366,syslog_ds_info_enemy_02,敵の魔法攻撃力が上昇した！,Magick attack of the enemy has increased!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,366
367,syslog_ds_info_enemy_03,敵の物理攻撃力が上昇した！,Physical attack of the enemy has increased!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,367
368,syslog_ds_info_enemy_04,敵の鎧が硬化した！,The armor of enemy has hardened!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,368
369,syslog_ds_support_ana_01,竜の祝福により報酬が強化された,Blessing of the Dragons have improved the reward.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,369
370,syslog_ds_support_ana_02,敵の部位を破壊しやすくなった,It is now easier to break destructible parts.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,370
371,syslog_ds_support_ana_03,敵の防御を破り、プレイヤーの攻撃力が強化された,Break through their defense to enhance your offensive power.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,371
372,syslog_pp_possession_max,プレイポイントが最大に達したため、これ以上獲得できません,You have reached the maximum amount of PP and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,372
373,syslog_g_possession_max,<UNTN G>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN G> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,373
374,syslog_r_possession_max,<UNTN R>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN R> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,374
375,syslog_bo_possession_max,<UNTN BO>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN BO> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,375
376,syslog_ho_possession_max,<UNTN HB>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN HB> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,376
377,syslog_rp_possession_max,<UNTN RP>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN RP> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,377
378,syslog_ms_possession_max,<UNTN MS>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN MS> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,378
379,syslog_darkgauge_rise,"“破滅の力”の高まりを感じる――
ゲージが十分に溜まるとすべてが滅びる！","The Power of Destruction is growing...
When it reaches maximum power, all life will perish!",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,379
380,syslog_darkgauge_growup,“破滅の力”のゲージが徐々に上昇してゆく！,The Power of Destruction is rising!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,380
381,syslog_darkgauge_spdown,“黄金竜の一撃”によって“破滅の力”のゲージが減少した！,The attack of Golden Dragon has reduced the Power of Destruction!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,381
0,,地,Earth,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
0,,空,Sky,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
0,,天,Heaven,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
0,NORMAL_SKILL_NAME_03_40,弓構え,Steady Stance,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,NORMAL_SKILL_NAME_03_41,弓射ち,Loose,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,NORMAL_SKILL_NAME_03_42,速弓の型,Quick Bow Style,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,NORMAL_SKILL_NAME_03_46,しじま射ち,Keen Sight,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,NORMAL_SKILL_NAME_03_43,<PADM>爆矢構え<KEYM>構え変更,<PADM>Explosive Stance<KEYM>Change Stance,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,NORMAL_SKILL_NAME_03_44,仕込み爆矢射ち,Prepare Explosive Arrow,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,NORMAL_SKILL_NAME_03_45,<PADM>速仕込みの型<KEYM>速構え変更,<PADM>Quick Charge Style<KEYM>Fast Change Stance,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,NORMAL_SKILL_NAME_03_47,前蹴り,Front Kick,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,NORMAL_SKILL_NAME_03_48,矢の装填,Reload Arrows,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,NORMAL_SKILL_NAME_03_49,達人装填,Adept Reload,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,NORMAL_SKILL_NAME_03_50,矢の切替え,Switch Arrows,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,NORMAL_SKILL_NAME_03_60,矢じり斬り,Arrowhead Strike,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
0,,剛化,Harden,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
0,,重化,Heavy,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
0,,癒活,Restoration,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
0,,守護,Protection,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
0,,柔化,Weaken,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
0,,集視,Attention,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
0,,無恐,Fearless,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
0,,集中,Concentration,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
0,,蘇生,Resurrection,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
0,CHAT_COM_313,炎が弱点だ！,Fire is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_314,弱点は炎！,Its weakness is fire!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_315,氷が弱点だ！,Ice is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_316,弱点は氷！,Its weakness is ice!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_317,雷が弱点だ！,Lightning is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_318,弱点は雷！,Its weakness is lightning!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_319,聖が弱点だ！,Holy is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_320,弱点は聖！,Its weakness is holy!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_321,闇が弱点だ！,Dark is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_322,弱点は闇！,Its weakness is dark!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_323,毒が有効だ！,Poison is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_324,毒が有効よ！,Poison is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_325,睡眠が有効だ！,Sleep is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_326,睡眠が有効よ！,Sleep is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_327,遅延が有効だ！,Torpor is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_328,遅延が有効よ！,Torpor is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_329,気絶が有効だ！,Stun is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_330,気絶が有効よ！,Stun is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_331,封印が有効だ！,Skill seal is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_332,封印が有効よ！,Skill seal is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_333,石化が有効だ！,Petrification is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_334,石化が有効よ！,Petrification is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_335,黄金化が有効だ！,Gilding is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_336,黄金化が有効よ！,Gilding is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_337,装甲をこわそう！,Let's break the armor!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_338,装甲をこわしましょう！,Let us break the armor!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_339,ブレイクを狙おう！,Let's aim to break!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
27,CHAT_COM_340,ブレイクを狙いましょう！,Let us aim to break!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,CHAT_COM_341,吹き飛ばし力の高い技が有効だ！,High blow-power skills are effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
29,CHAT_COM_342,吹き飛ばし力の高い技が有効よ！,High blow-power skills are effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
30,CHAT_COM_343,侵食核を潰そう！,Let's destroy the infected growths!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,30
31,CHAT_COM_344,侵食核を潰しましょう！,Let us destroy the infected growths!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,31
32,CHAT_COM_345,胞子を止める！,Stop the spores!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,32
33,CHAT_COM_346,胞子を止めます！,Stop the spores!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,33
34,CHAT_COM_347,コアを出す！,Core reveal!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,34
35,CHAT_COM_348,コア、出します！,I will reveal the core!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,35
36,CHAT_COM_349,コアを叩こう！,Let's attack the core!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,36
37,CHAT_COM_350,コアを叩きましょう！,Let us attack the core!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,37
38,CHAT_COM_351,バリア張ります！,Form a barrier!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,38
39,CHAT_COM_352,まとめて回復する！,Gather around and heal!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,39
40,CHAT_COM_353,大技、キメる！,"A big technique, nail it!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,40
41,CHAT_COM_354,大技、キメるわ！,"A big technique, nail it!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,41
42,CHAT_COM_355,大魔法いくぞ！,Here comes the great magick!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,42
43,CHAT_COM_356,大魔法いくわよ！,Here comes the great magick!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,43
44,CHAT_COM_357,っしゃあ、いくぞ！,"Well, let's go!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,44
45,CHAT_COM_358,さあ、いくわよ！,"Well, let's go!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,45
46,CHAT_COM_359,そろそろ本気出す！,Time to get serious!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,46
47,CHAT_COM_360,絶対に許さん,I will not allow it!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,47
48,CHAT_COM_361,大ピンチ！,Big pinch!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,48
49,CHAT_COM_362,はっ、余裕だな！,"Hah, I can afford it!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,49
50,CHAT_COM_363,ま、余裕ね！,"Well, I can afford it!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,50
51,CHAT_COM_364,大型、沈黙！,Large silence!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,51
52,CHAT_COM_365,ナイスバリア！,Nice barrier!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,52
53,CHAT_COM_366,ナイスヒール！,Nice heal!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,53
54,CHAT_COM_367,ナイスダウン！,Nice down!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,54
55,CHAT_COM_368,ナイスブレイク！,Nice break!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,55
56,CHAT_COM_369,オーク相手に情けは無用！,No mercy for orcs!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,56
57,CHAT_COM_370,これより生死の検分に入る！,I'm at a life and death situation!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,57
58,CHAT_COM_371,果たせぬ夢などない！,There is no dream that cannot be realized!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,58
59,CHAT_COM_372,攻城兵器、来たぞ！,"Siege weapons, here I come!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,59
60,CHAT_COM_373,攻城兵器、来たわ！,"Siege weapons, here I come!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,60
61,CHAT_COM_374,大砲を使え！,Use the cannon!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,61
62,CHAT_COM_375,大砲を使おう！,Use the cannon!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,62
63,CHAT_COM_376,大砲を潰せ！,Destroy the cannons!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,63
64,CHAT_COM_377,大砲をこわそう！,Let's break the cannons!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,64
65,CHAT_COM_378,突入成功！,Successfuly charged into!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,65
66,CHAT_COM_379,開門した！　全員突撃！,"Gate opened, everyone charge!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,66
67,CHAT_COM_380,開門したわ！　全員突撃！,"Gate opened, everyone charge!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,67
68,CHAT_COM_381,部隊を分けて攻略しよう！,Let's divide our troops and capture it!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,68
69,CHAT_COM_389,必ず生きて帰る！,We will live and go home!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,69
70,CHAT_COM_390,必ず生きて帰ろう！,We will live and go home!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,70
71,CHAT_COM_382,敵将を倒して帰るぞ！,Let's defeat the general and go home!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,71
72,CHAT_COM_383,敵将、倒して帰りましょう！,Let's defeat the general and go home!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,72
73,CHAT_COM_384,流れが悪い、押し返す！,"They hold the advantage, fall back!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,73
74,CHAT_COM_385,流れが悪い、反撃！,"We are at the disadvantage, counterattack!",ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,74
