19,CUSTOM_SKILL_COMMAND_03_198,セットボタンで構え後、<KC SHOOT>で発射,"While holding the assigned button, <KC SHOOT> to
shoot.",ui\00_message\skill\custom_skill_command_03.gmd,\skill\custom_skill_data_03.arc,custom_skill_data_03.arc,19
1,NORMAL_SKILL_COMMAND_01_5,<KC ATTACK1>後、少し遅らせて<KC ATTACK1>を連続して押す,"After <KC ATTACK1>, delay a moment then
repeatedly press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,1
2,NORMAL_SKILL_COMMAND_01_13,<KC ATTACK2>長押し後、離すと発動,Hold <KC ATTACK2> for a moment then release.,ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,2
3,NORMAL_SKILL_COMMAND_01_14,<KC ATTACK2>長押し後、離すと発動,Hold <KC ATTACK2> for a moment then release.,ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,3
4,NORMAL_SKILL_COMMAND_01_18,空中で<KC ATTACK1>を押す,"While in the air, press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,4
5,NORMAL_SKILL_COMMAND_01_19,空中で<KC ATTACK2>を押す,"While in the air, press <KC ATTACK2>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,5
6,NORMAL_SKILL_COMMAND_01_15,<KC WEAPON_SUB>を押す,Press <KC WEAPON_SUB>.,ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,6
7,NORMAL_SKILL_COMMAND_01_16,敵の攻撃を引きつけて<KC WEAPON_SUB>を押す,"Just as an enemy attacks,
press <KC WEAPON_SUB>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,7
8,NORMAL_SKILL_COMMAND_01_17,<KC CATAPULT>を押す,Press <KC CATAPULT>.,ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,8
9,NORMAL_SKILL_COMMAND_01_22,吹き飛ばされ中に<KC JUMP>を押す,"While being knocked away, press <KC JUMP>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,9
10,NORMAL_SKILL_COMMAND_01_23,しがみつき中に<KC ATTACK1>を押す,"While climbing an enemy,
press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_01.gmd,\skill\normal_skill_data_01.arc,normal_skill_data_01.arc,10
0,NORMAL_SKILL_INFO_02_24,ダガーによる連撃を繰り出す,Perform consecutive dagger attacks.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,0
1,NORMAL_SKILL_INFO_02_25,攻撃範囲の広い回し蹴りを連続して繰り出す,Perform a wide range of consecutive kicks.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,1
2,NORMAL_SKILL_INFO_02_26,"ダガーによる素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UPでより攻撃回数が増加する
＜阿修羅斬り＞に進化</COL>","Perform a series of quick dagger slashes.
The number of attacks rises with consecutive
button presses.
<COL ffdc78>LV UP: Further increases the number
of attacks.
Evolves into (Hundred Kisses).</COL>",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,2
3,NORMAL_SKILL_INFO_02_27,"ダガーによるさらに高速の連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する","Perform a faster series of quick dagger slashes.
The number of attacks rises with consecutive
button presses.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,3
4,NORMAL_SKILL_INFO_02_32,空中でダガーによる連撃を繰り出す,"Perform consecutive dagger slashes while in the
air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,4
5,NORMAL_SKILL_INFO_02_33,"空中でダガーによる回転攻撃を繰り出す
高所から行うことで威力が上昇し気絶させやすくなる","Perform a continuous somersault in the air with
daggers
extended. When performed from a high place, the
damage increases and it is
easier to stagger enemies.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,5
6,NORMAL_SKILL_INFO_02_28,"シーカーロープを構えて狙いをつける
空中でも発動可能","Hold the Seeker Rope and take aim.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,6
7,NORMAL_SKILL_INFO_02_29,"構えたシーカーロープを狙った対象に放つ
空中でも発動可能","Throw the seeker rope towards the target aimed at.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,7
8,NORMAL_SKILL_INFO_02_30,身を跳び退かせ、敵の攻撃を避ける,Duck and roll to avoid an enemy attack.,ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,8
9,NORMAL_SKILL_INFO_02_31,"腰を落とした姿勢で構え、
近接してきた仲間を上方に放りあげる","Hold yourself in a crouched position, and toss
nearby allies into the air.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,9
10,NORMAL_SKILL_INFO_02_36,空中で壁蹴りを行い、より遠方にジャンプする,"Kick off the wall while airbone, propelling
yourself
to further distances.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,10
11,NORMAL_SKILL_INFO_02_37,ジャンプ中、再度ジャンプを行う,"While jumping, perform a double jump.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,11
12,NORMAL_SKILL_INFO_02_38,"しがみついた状態から、素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する
<COL ffdc78>LV UPでより攻撃回数が増加する
＜大乱斬り＞に進化</COL>","While climbing an enemy, perform a series of
quick dagger slashes.
The number of attacks rises with consecutive
button presses.
<COL ffdc78>LV UP: Further increases the number
of attacks.
Evolves into (Hundred Kisses).</COL>",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,12
13,NORMAL_SKILL_INFO_02_39,"しがみついた状態から、
より素早い連続斬りを繰り出す
ボタンの連打で攻撃回数が増加する","While climbing an enemy, perform a series of
quick dagger slashes.
The number of attacks rises with consecutive
button presses.",ui\00_message\skill\normal_skill_info_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,13
0,NORMAL_SKILL_COMMAND_02_24,<KC ATTACK1>を連続して押す,Repeatedly press <KC ATTACK1>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,0
1,NORMAL_SKILL_COMMAND_02_25,<KC ATTACK1>後、少し遅らせて<KC ATTACK1>を連続して押す,"After <KC ATTACK1>, delay a moment then
repeatedly press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,1
2,NORMAL_SKILL_COMMAND_02_26,<KC ATTACK2>を連続して押す,Repeatedly press <KC ATTACK2>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,2
3,NORMAL_SKILL_COMMAND_02_27,<KC ATTACK2>を連続して押す,Repeatedly press <KC ATTACK2>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,3
4,NORMAL_SKILL_COMMAND_02_32,空中で<KC ATTACK1>を連続して押す,Press <KC ATTACK1> while in the air.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,4
5,NORMAL_SKILL_COMMAND_02_33,空中で<KC ATTACK2>を押す,"While in the air, press <KC ATTACK2>.",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,5
6,NORMAL_SKILL_COMMAND_02_28,<KC WEAPON_SUB>を押す,Press <KC WEAPON_SUB>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,6
7,NORMAL_SKILL_COMMAND_02_29,<KC WEAPON_SUB>を押しながら<KC THROW_ROPE>を押す,"Hold <KC WEAPON_SUB>, then press <KC THROW_ROPE>.",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,7
8,NORMAL_SKILL_COMMAND_02_30,<KC ROLLING>を押す,Press <KC ROLLING>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,8
9,NORMAL_SKILL_COMMAND_02_31,<KC CATAPULT>を押す,Press <KC CATAPULT>.,ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,9
10,NORMAL_SKILL_COMMAND_02_36,<PADM>空中で壁に対して逆に左スティックを倒しながら<KC JUMP>を押す<KEYM>空中で壁に対して逆に移動キーを押しながら<KC JUMP>を押す,"Press <PADM><KC JUMP><KEYM><KC JUMP></KEYM> while
holding the <PADM>left stick<KEYM>movement
key</KEYM>
opposite a wall while in the air.",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,10
11,NORMAL_SKILL_COMMAND_02_37,空中で<KC JUMP>を押す,"While in the air, press <KC JUMP>.",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,11
12,NORMAL_SKILL_COMMAND_02_38,しがみつき中に<KC ATTACK1>を連続して押す,"While climbing an enemy,
repeatedly press <KC ATTACK1>",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,12
13,NORMAL_SKILL_COMMAND_02_39,しがみつき中に<KC ATTACK1>を連続して押す,"While climbing an enemy,
repeatedly press <KC ATTACK1>",ui\00_message\skill\normal_skill_command_02.gmd,\skill\normal_skill_data_02.arc,normal_skill_data_02.arc,13
0,NORMAL_SKILL_INFO_03_40,"前方に向け弓を構える
空中でも発動可能","Hold the bow forward.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,0
1,NORMAL_SKILL_INFO_03_41,"弓構えの状態から矢を放つ
空中でも発動可能","Loose arrows while in a bow stance.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,1
2,NORMAL_SKILL_INFO_03_42,"矢を放った後、次の矢をつがえる速度が速くなる
空中でも発動可能","After landing a hit with an arrow, the speed
of the next arrow is increased.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,2
3,NORMAL_SKILL_INFO_03_46,狙撃照準に切り替わり、正確に敵を狙い射てる,"Hone your sight, and precisely aim at the enemy.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,3
4,NORMAL_SKILL_INFO_03_43,"<PADM>爆薬矢をつがえ弓を上方に構える<KEYM>通常の弓構えか、上方に向ける
爆矢構えかを選択する</KEYM>
空中でも発動可能","<PADM>Hold an explosive arrow, and keep the bow
pointed upwards.
<KEYM>Point the bow upwards while in a normal bow
stance,
and decide the destination of the explosive
arrows.</KEYM>
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,4
5,NORMAL_SKILL_INFO_03_44,"爆薬矢を上方に放つ
爆薬矢は一定時間で自動起爆するが
攻撃により起爆させるとダメージが上昇する
空中でも発動可能","Loose an explosive arrow upwards.
The explosive arrow will detonate automatically
after a period of time,
but the damage increases by detonating when
struck by an attack.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,5
6,NORMAL_SKILL_INFO_03_45,"爆薬矢の準備動作が高速化される
空中でも発動可能","Speed up the time it takes to prepare an
explosive arrow.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,6
7,NORMAL_SKILL_INFO_03_47,"前方に蹴りを放つ
空中でも発動可能","Kick forward.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,7
8,NORMAL_SKILL_INFO_03_48,矢筒に矢を補充する,Replenish the quiver with arrows.,ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,8
9,NORMAL_SKILL_INFO_03_49,矢筒に矢を高速補充する,Quickly replenish the quiver with arrows.,ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,9
10,NORMAL_SKILL_INFO_03_50,"矢の種類を切り替える
空中でも発動可能","Switch the type of arrow.
Can be activated even while in the air.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,10
11,NORMAL_SKILL_INFO_03_60,"しがみついた状態から
装備中の矢の先端で突き刺す
ボタン連打で攻撃回数が増加する","While climbing an enemy, stab into them with
the tip of the arrow that is equipped.
The number of attacks rises with repeated button
presses.",ui\00_message\skill\normal_skill_info_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,11
0,NORMAL_SKILL_COMMAND_03_40,<KC HOLD_BOW>を押す,Press <KC HOLD_BOW>.,ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,0
1,NORMAL_SKILL_COMMAND_03_41,弓構え中に<KC SHOOT>を押す,"While aiming, press <KC SHOOT>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,1
2,NORMAL_SKILL_COMMAND_03_42,<KC HOLD_BOW>を押す,Press <KC HOLD_BOW>.,ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,2
3,NORMAL_SKILL_COMMAND_03_46,弓構え中に<KC CHANGE_MODE>を押す,"While aiming, press <KC CHANGE_MODE>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,3
4,NORMAL_SKILL_COMMAND_03_43,<PADM><KC WEAPON_MAIN>を押す<KEYM>構え中に<ICON MOUSE_WHL_4>前後で選択（初期設定の場合）,"<PADM>Press <KC WEAPON_MAIN><KEYM>While aiming,
select with <ICON MOUSE_WHL_4> (default
setting)</KEYM>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,4
5,NORMAL_SKILL_COMMAND_03_44,<PADM><KC WEAPON_MAIN>を押しながら<KC SHOOT>を押す<KEYM>爆矢構え中に<KC SHOOT>を押す,"<PADM>Hold <KC WEAPON_MAIN>, then press <KC
SHOOT><KEYM>During Explosive Stance, press <KC
SHOOT></KEYM>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,5
6,NORMAL_SKILL_COMMAND_03_45,<PADM><KC WEAPON_MAIN>を押す<KEYM>構え中に<ICON MOUSE_WHL_4>前後で選択（初期設定の場合）,"<PADM>Press <KC WEAPON_MAIN><KEYM>While aiming,
select with <ICON MOUSE_WHL_4> (default
setting)</KEYM>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,6
7,NORMAL_SKILL_COMMAND_03_47,<KC ATTACK1>を押す,Press <KC ATTACK1>.,ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,7
8,NORMAL_SKILL_COMMAND_03_48,<KC RELOAD>を押す,Press <KC RELOAD>.,ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,8
9,NORMAL_SKILL_COMMAND_03_49,<PADM>矢の装填中、特定のタイミングで<KC TOUCH>を押す<KEYM>矢の装填中、特定のタイミングで<KC RELOAD>を押す,"While reloading arrows, press <PADM><KC
TOUCH><KEYM><KC RELOAD></KEYM>
with perfect timing.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,9
10,NORMAL_SKILL_COMMAND_03_50,<KC CHANGE_ARROW>を押す,Press <KC CHANGE_ARROW>.,ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,10
11,NORMAL_SKILL_COMMAND_03_60,しがみつき中に<KC ATTACK1>を押す,"While climbing an enemy,
press <KC ATTACK1>.",ui\00_message\skill\normal_skill_command_03.gmd,\skill\normal_skill_data_03.arc,normal_skill_data_03.arc,11
0,NORMAL_SKILL_INFO_04_61,"杖から魔法球を放つ
ボタンの長押しで弾数、威力が上昇する
空中でも発動可能（ボタン長押しは地上のみ）","Fire magickal bolts from the tip of the cane.
Holding the button down will increase the number
and damage of bolts.
Can be activated even while in the air, but can
only charge on the ground.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,0
1,NORMAL_SKILL_INFO_04_62,"自身を中心に体力回復効果のある魔法エリアを
展開する（最大回復量は治癒上限値）
空中でも発動可能、フィールドシフトに対応
<COL ffdc78>LV UPで回復力が上昇し、より広範囲に
エリア展開する＜ヒールオーラエクス＞に進化</COL>","Release a magickal aura around yourself that
recovers
the health of those within it. (Maximum recovery
amount scales with healing power.)
Can be activated even while in the air, and works
with Field Shift.
<COL ffdc78>LV UP: Increases healing power, and
becomes a larger radius
form (Great Heal Aura).</COL>",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,1
2,NORMAL_SKILL_INFO_04_63,"自身を中心に体力回復効果のある
魔法エリアを広範囲に展開する
空中でも発動可能、フィールドシフトに対応","Release a magical aura around yourself that
recovers
the health of those within it.
Can be activated even while in the air, and works
with Field Shift.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,2
3,NORMAL_SKILL_INFO_04_64,"自身を中心に聖属性を帯びた攻撃魔法エリアを
展開する
空中でも発動可能、フィールドシフトに対応
<COL ffdc78>LV UPで攻撃威力が上昇し、より広範囲に
エリア展開する＜セイントオーラエクス＞に進化</COL>","Release a damaging Holy aura around yourself.
Can be activated even while in the air, and works
with Field Shift.
<COL ffdc78>LV UP: Increases damage of the skill,
and becomes
a larger radius form (Greater Holy Aura).</COL>",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,3
4,NORMAL_SKILL_INFO_04_65,"自身を中心に聖属性を帯びた攻撃魔法エリアを
広範囲に展開する
空中でも発動可能、フィールドシフトに対応","Release a damaging Holy aura around yourself.
Can be activated even while in the air, and works
with Field Shift.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,4
5,NORMAL_SKILL_INFO_04_66,"自身が展開している魔法エリアを
味方全員に移し付与する",Transfer an active magickal aura to an ally.,ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,5
6,NORMAL_SKILL_INFO_04_68,"ジャンプ中の落下速度を抑制し
滞空時間を延長する","Slow your descent while falling, and
extend the duration you stay in the air.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,6
7,NORMAL_SKILL_INFO_04_69,"しがみついた状態から、癒しの魔法陣を展開させる
魔法陣の内部は味方の体力が回復する","While climbing an enemy, form a healing aura
around yourself
that recovers the health of allies inside of it.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,7
8,NORMAL_SKILL_INFO_04_146,"しがみついた状態から、自身を中心に
聖属性の攻撃魔法エリアを展開する","While climbing an enemy, form a damaging holy
aura around yourself.",ui\00_message\skill\normal_skill_info_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,8
0,NORMAL_SKILL_COMMAND_04_61,<KC ATTACK2>を押す,Press <KC ATTACK2>.,ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,0
1,NORMAL_SKILL_COMMAND_04_62,<KC ATTACK1>を押す、再度押すと解除,"Press <KC ATTACK1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,1
2,NORMAL_SKILL_COMMAND_04_63,<KC ATTACK1>を押す、再度押すと解除,"Press <KC ATTACK1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,2
3,NORMAL_SKILL_COMMAND_04_64,<KC SKILL_NORMAL1>を押す、再度押すと解除,"Press <KC SKILL_NORMAL1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,3
4,NORMAL_SKILL_COMMAND_04_65,<KC SKILL_NORMAL1>を押す、再度押すと解除,"Press <KC SKILL_NORMAL1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,4
5,NORMAL_SKILL_COMMAND_04_66,<KC SKILL_NORMAL2>を押す,Press <KC SKILL_NORMAL2>.,ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,5
6,NORMAL_SKILL_COMMAND_04_68,空中で<KC JUMP>を押す,"While in the air, press <KC JUMP>.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,6
7,NORMAL_SKILL_COMMAND_04_69,しがみつき中に<KC ATTACK1>を押す、再度押すと解除,"While climbing an enemy,
press <KC ATTACK1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,7
8,NORMAL_SKILL_COMMAND_04_146,しがみつき中に<KC SKILL_NORMAL1>を押す、再度押すと解除,"While climbing an enemy,
press <KC SKILL_NORMAL1>, press again to cancel.",ui\00_message\skill\normal_skill_command_04.gmd,\skill\normal_skill_data_04.arc,normal_skill_data_04.arc,8
0,NORMAL_SKILL_INFO_05_70,大盾で殴りつける,Attack with your greatshield.,ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,0
1,NORMAL_SKILL_INFO_05_83,空中から大盾で殴りつける,Attack with your greatshield in the air.,ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,1
2,NORMAL_SKILL_INFO_05_72,"ロッドに属性効果を付与する
（炎・氷・雷のいずれか）
空中でも発動可能
<COL ffdc78>LV UPで選択可能属性が聖・闇を含む
５属性の＜ペンタエレメントチェンジ＞に進化</COL>","Change the elemental attribute on your rod.
(Ice/Fire/Thunder)
Can be activated in the air.
<COL ffdc78>LV UP: Add the elements of Light and
Darkness
to the elements you can change to.</COL>",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,2
3,NORMAL_SKILL_INFO_05_73,"ロッドに属性効果を付与する
（炎・氷・雷・聖・闇のいずれか）
空中でも発動可能","Change the elemental attribute on your rod.
(Ice/Fire/Thunder/Light/Darkness)
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,3
4,NORMAL_SKILL_INFO_05_74,"大盾で敵の攻撃を自動的に防ぎ、攻力を吸収する
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Block the enemy's attack with your greatshield to
charge the gauge with the current element on your
rod.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,4
5,NORMAL_SKILL_INFO_05_75,"大盾を構え、防御方向を固定する
固定中は攻力吸収量が上がり、スキが減少
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Affix your greatshield towards the enemy,
increasing
the rate of gauge gain. Gauge increase is larger
if the attack matches the element on your rod.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,5
6,NORMAL_SKILL_INFO_05_76,"大盾で敵の攻撃をタイミングよく直前防御する
多量の攻力を吸収し、スタミナ消費もゼロになる
ロッドの選択属性と受けた攻撃が同属性だと
吸収量増加。空中でも発動可能","Activate the greatshield as an enemy strikes you
to
increase the gauge by a large amount. Gauge
increase
is larger if the attack matches the element on
your rod. Consumes no Stamina on block.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,6
7,NORMAL_SKILL_INFO_05_77,"大盾に蓄積した攻力を敵に放つ
空中でも発動可能
フォースゲージ１本消費で発動可能","Fire a ball of elemental energy at the enemy.
The element is the same as the current selected.
Consumes 1 bar of Force Gauge.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,7
8,NORMAL_SKILL_INFO_05_78,"ロッドの閃光で敵の注目を集め、自身を狙わせる
注目を集めている間、フォースゲージがやや増加する
空中でも発動可能
<COL ffdc78>LV UPで敵の注目を奪う効果がより大きい
＜モアアトラクト＞に進化</COL>","Attract the attention of the enemies.
Increases Force Gauge slightly during execution.
<COL ffdc78>LV UP Increases the amount of
attraction.</COL>",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,8
9,NORMAL_SKILL_INFO_05_79,"ロッドの閃光で敵の注目をより集め、自身を狙わせる
注目を集めている間、フォースゲージがやや増加する
空中でも発動可能","Attract the attention of enemies by a large
amount.
Increases Force Gauge slightly during execution.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,9
10,NORMAL_SKILL_INFO_05_80,"大盾に蓄積した攻力（炎・氷・雷・聖・闇いずれか）
を属性化し味方に付与する。空中でも発動可能
フォースゲージ１本消費で発動可能","Consumes 1 bar of Force Gauge to enchant ally
weapons with the currently selected rod element.
Can be activated in the air.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,10
11,NORMAL_SKILL_INFO_05_81,"敵の攻撃を大盾で防いだ直後、敵の注意を引く
属性攻撃をするか、素早く後方に身を逸らす
攻撃時フォースゲージ1本以上なら消費し技性能上昇","Immediately after blocking, either attack
the enemy to increase enmity or dodge backwards.
Will consume 1 Force Gauge to increase effects if
available.",ui\00_message\skill\normal_skill_info_05.gmd,\skill\normal_skill_data_05.arc,normal_skill_data_05.arc,11
