#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
246,ABILITY_INFO_197,風圧の影響を受けなくなる,You are unaffected by wind pressure.,ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,246
362,ABILITY_INFO_337,"攻撃時に、より敵の注目を集めるようになる
<COL ffdc78>LV UP毎に敵からの注目度がより増加</COL>","Increases threat generation when attacking.
<COL ffdc78>LV UP: Further increases threat
generation.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,362
362,ABILITY_INFO_337,"攻撃時に、より敵の注目を集めるようになる
<COL ffdc78>LV UP毎に敵からの注目度がより増加</COL>","Increases threat generation when attacking.
<COL ffdc78>LV UP: Further increases threat
generation.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,362
362,ABILITY_INFO_337,"攻撃時に、より敵の注目を集めるようになる
<COL ffdc78>LV UP毎に敵からの注目度がより増加</COL>","Increases threat generation when attacking.
<COL ffdc78>LV UP: Further increases threat
generation.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,362
362,ABILITY_INFO_337,"攻撃時に、より敵の注目を集めるようになる
<COL ffdc78>LV UP毎に敵からの注目度がより増加</COL>","Increases threat generation when attacking.
<COL ffdc78>LV UP: Further increases threat
generation.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,362
362,ABILITY_INFO_337,"攻撃時に、より敵の注目を集めるようになる
<COL ffdc78>LV UP毎に敵からの注目度がより増加</COL>","Increases threat generation when attacking.
<COL ffdc78>LV UP: Further increases threat
generation.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,362
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,374
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,374
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,374
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,374
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,374
374,ABILITY_INFO_338,"シールドブロウのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the amount of damage dealt by shield
blow.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,374
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,386
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,386
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,386
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,386
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,386
386,ABILITY_INFO_339,"ウィークライトのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Weak Light.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increase chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,386
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,410
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,410
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,410
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,410
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,410
410,ABILITY_INFO_340,"盾での攻撃時に敵の体勢を崩しやすくなる
<COL ffdc78>LV UP毎に吹き飛ばし力がより増加</COL>","Enemies are staggered more easily when
attacking with the shield.
<COL ffdc78>LV UP: Further increases blow
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,410
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,422
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,422
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,422
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,422
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,422
422,ABILITY_INFO_341,"シールドシーケンスのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases damage of Shield Sequence.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases chance and exhaust attack.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,422
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,398
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,398
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,398
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,398
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,398
398,ABILITY_INFO_342,"フォースバーストのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Force Burst.
<COL ffdc78>LV UP: Further increases damage dealt.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,398
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,434
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,434
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,434
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,434
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,434
434,ABILITY_INFO_343,"アトラクト/モアアトラクトの
スタミナ消費量が軽減される
<COL ffdc78>LV UP毎にスタミナ消費がさらに減少</COL>","Reduces stamina consumption of Attract/More
Attract.
<COL ffdc78>LV UP: Further reduces stamina
consumption.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,434
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,303
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,303
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,303
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,303
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,303
303,ABILITY_INFO_344,"連斬のダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Carve.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,303
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,315
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,315
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,315
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,315
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,315
315,ABILITY_INFO_345,"百裂斬り/阿修羅斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Scarlet Kisses/Hundred
Kisses.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases stagger power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,315
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,339
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,339
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,339
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,339
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,339
339,ABILITY_INFO_346,"ダッシュ中、ダッシュジャンプ中の
物理防御力と魔法防御力が増加するとともに
攻撃を受けても体勢を崩されにくくなる
<COL ffdc78>LV UP毎に物理/魔法防御力がより増加
より体勢を崩されにくくなる</COL>","Increases physical and magic defense and makes
you harder to stagger while dashing/dash jumping.
<COL ffdc78>LV UP: Further increases
defense/stagger resist.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,339
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,351
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,351
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,351
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,351
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,351
351,ABILITY_INFO_347,"回し蹴りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6で吹き飛ばし力が増加</COL>","Increases the damage of Roundhouse Kick.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases blow power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopSkillInfo.arc,uGUIPopSkillInfo.arc,351
327,ABILITY_INFO_348,"乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred
Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUICharacter.arc,uGUICharacter.arc,327
327,ABILITY_INFO_348,"乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred
Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIDogmaOrb.arc,uGUIDogmaOrb.arc,327
327,ABILITY_INFO_348,"乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred
Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobMaster.arc,uGUIJobMaster.arc,327
327,ABILITY_INFO_348,"乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred
Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIJobOrbTree.arc,uGUIJobOrbTree.arc,327
327,ABILITY_INFO_348,"乱斬り/大乱斬りのダメージ量が増加する
<COL ffdc78>LV UP毎にダメージがより増加
LV5～6でチャンス攻力と疲労攻力が増加</COL>","Increases the damage of Scarlet Slashes/Hundred
Slashes.
<COL ffdc78>LV UP: Further increases damage.
LV5~6: Increases chance attack and exhaust attack
power.</COL>",ui\00_message\skill\ability_info.gmd,\ui\uGUIPopDetail01.arc,uGUIPopDetail01.arc,327
