0,,"おっと、商品をみたいかい？
申し訳ない、今は準備しきれて
いないものも多くてね","Oh, do you want to see the goods? I'm sorry,
there are many things that haven't been fully
prepared yet.",ui\00_message\npc\base\n0509.gmd,\npc\n0509.arc,n0509.arc,2,Peddler
0,,"おかしいなぁ――
今日はちょっと調子が悪いらしい！","Hmm, that's strange... It seems like I'm feeling
a little unwell today!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,18,Sonel
0,,"おかしいなぁ――
今日はちょっと調子が悪いらしい！","Hmm, that's strange...
It seems like I'm feeling a little unwell today!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,19,Sonel
0,,ほら、僕の思った通りだろう？,"See, it's just as I thought, isn't it?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,20,Sonel
0,,"はっはっは！
たまにはこんなこともあるさ！",Hahaha! Sometimes things like this happen!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,21,Sonel
0,,"はっはっは！
たまにはこんなこともあるさ！","Hahaha!
Sometimes things like this happen!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,22,Sonel
0,,あー、キミキミ,"Oh, you, you.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,23,Sonel
0,,あー、キミキミ,"Oh, you, you",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,24,Sonel
0,,ちょっといいかな？　隊長,Can I have a word with you?　Captain.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,25,Sonel
0,,ちょっといいかな？　隊長,Can I have a word with you?　Captain.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,26,Sonel
0,,おかしいなぁ――,"Hmm, something is strange.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,27,Sonel
0,,やはり僕は、天才だね！,"I am a genius, after all!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,28,Sonel
0,,それじゃあ行こう！,Let's go then!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,29,Sonel
0,,ここにはもう何もなさそうだ,There doesn't seem to be anything here anymore.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,30,Sonel
0,,さて、帰るとしよう！,"Now, let's go home!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,31,Sonel
0,,ああ、もう――だめだ――,"Oh, no—it's no use—",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,32,Sonel
0,,アハハハ！,Ahahaha!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,33,Sonel
0,,アハハハ！,Ahahaha!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,34,Sonel
0,,んんっ！？,Huh?!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,35,Sonel
0,,んんっ！？,Huh?!,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,36,Sonel
0,,えぇっと――,Um...,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,37,Sonel
0,,はぁ～,Ha～,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,38,Sonel
0,,はぁ～,Ha～,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,39,Sonel
0,,あれ――,That—,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,40,Sonel
0,,"ここにはもう何もなさそうだ
僕の勘がそう囁いているのでね
さて、帰るとしよう！","There doesn't seem to be anything else here.
That's what my instincts are whispering to me, you
know. Well, let's go home!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,41,Sonel
0,,"やったね！
僕らがいれば敵無しなんじゃないか！？","Great job! If we're together, we have no enemies,
don't we?!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,42,Sonel
0,,"あー、ごめん
今ちょっと考えなきゃいけないことが
あってね、忙しいんだ","Oh, sorry. There's something I need to think
about right now. I'm busy.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,43,Sonel
0,,"ありがとう！　助かったよ！
よしよしこれで――",Thank you! I'm saved! Good job—,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,44,Sonel
0,,"もう終わったの？
さすが、頼りになるね！","Is it already over? As expected, you're
dependable!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,45,Sonel
0,,さて、何をする？,"Now, what to do?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,46,Sonel
0,,さて、何をする？,"Now, what to do?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,47,Sonel
0,,やあ,Hey,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,48,Sonel
0,,やあ,Hey,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,49,Sonel
0,,よく来たね,Nice to see you,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,50,Sonel
0,,よく来たね,Nice to see you,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,51,Sonel
0,,はあはあ、久しぶりの戦は体に応えるなぁ,"Ha ha! It's been a while since the last battle,
it's taking a toll on my body",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,52,Sonel
0,,ちょっと待った、少し休憩させてくれ,"Wait a moment, please let me take a short break.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,53,Sonel
0,,あれ、体が重いぞ、こんなはずじゃあ,"Oh, my body feels heavy. This is not how it
should be.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,54,Sonel
0,,や、やっぱり僕は室内で策を練ってる方が――,"I think I'd rather be indoors, planning...",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,55,Sonel
0,,少しは、動けるようになってきたぞ――,I've become a little more mobile.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,56,Sonel
0,,ああ、でもまだ苦しい、ちょっと休憩,"Ah, but I'm still hurting, I need a little break.",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,57,Sonel
0,,キミから見て、今の僕ってどうかな？,How do I look now from your point of view?,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,58,Sonel
0,,もうちょっと頑張れそうな気も――ううん,I think I can do a little more -- no.,ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,59,Sonel
0,,あははは、どうだい僕の動き、軽やかだろう？,"Ha-ha-ha, how's my movement, light, isn't it?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,60,Sonel
0,,風のように走り、雷のように刺す！,"Running like the wind, piercing like thunder!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,61,Sonel
0,,なに、前はちょっと腕が鈍ってただけさ！,"No, I was just a little rusty before!",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,62,Sonel
0,,ふふ、戦える参謀官っていいよね,"Hehe, having a capable staff officer who can
fight is nice, isn't it?",ui\00_message\npc\base\n0582.gmd,\npc\n0582.arc,n0582.arc,63,Sonel
