"0","","閉じられていた壁が無くなった！","閉じられていた壁が無くなった！","ui\00_message\examine_message\quest\quest_examine_q29999999.gmd","\quest\q29999999.arc","q29999999.arc","2"
"0","0","今回は仕方ねぇな","今回は仕方ねぇな","ui\00_message\quest_info\q40200033_00.gmd","\quest\q40200033.arc","q40200033.arc","0"
"1","eqenhance_title_sub","俺が確保しておいた<LQIM>を勝手に持っていったヤツは誰だ？
アレは売り物じゃねぇんだぞ
今回はまぁ許すが、次は一声かけろ
てことで、<LQIM>があったら<LQVA>個買い取るからよ","俺が確保しておいた<LQIM>を勝手に持っていったヤツは誰だ？
アレは売り物じゃねぇんだぞ
今回はまぁ許すが、次は一声かけろ
てことで、<LQIM>があったら<LQVA>個買い取るからよ","ui\00_message\quest_info\q40200033_00.gmd","\quest\q40200033.arc","q40200033.arc","1"
"0","0","報告に添えるサンプル分","報告に添えるサンプル分","ui\00_message\quest_info\q40200034_00.gmd","\quest\q40200034.arc","q40200034.arc","0"
"1","eqenhance_title_sub","神殿へサンプルとして送ろうとしていた<LQIM>が、荷物の中で潰されていた
急ぎとはいえ、潰れたものを送るわけにはいかん
誰か<LQVA>個持っていないか？","神殿へサンプルとして送ろうとしていた<LQIM>が、荷物の中で潰されていた
急ぎとはいえ、潰れたものを送るわけにはいかん
誰か<LQVA>個持っていないか？","ui\00_message\quest_info\q40200034_00.gmd","\quest\q40200034.arc","q40200034.arc","1"
"0","0","湿布の代用品","湿布の代用品","ui\00_message\quest_info\q40200035_00.gmd","\quest\q40200035.arc","q40200035.arc","0"
"1","eqenhance_title_sub","最近、怪我をして帰ってくる隊員が多くて湿布が足りないわ
軟膏に<LQIM>をすり潰したものを加えて代用品を作るから
<LQVA>個ほど調達してきてもらえない？","最近、怪我をして帰ってくる隊員が多くて湿布が足りないわ
軟膏に<LQIM>をすり潰したものを加えて代用品を作るから
<LQVA>個ほど調達してきてもらえない？","ui\00_message\quest_info\q40200035_00.gmd","\quest\q40200035.arc","q40200035.arc","1"
"0","0","買い取り強化中","買い取り強化中","ui\00_message\quest_info\q40200036_00.gmd","\quest\q40200036.arc","q40200036.arc","0"
"1","eqenhance_title_sub","魔赤島での生活も何かとご入り用でしょう
心ばかりのご支援として、<LQIM>を<LQVA>個買い取らせていただけませんか
レスタニアに送っていただければすぐにお代をお支払いたします","魔赤島での生活も何かとご入り用でしょう
心ばかりのご支援として、<LQIM>を<LQVA>個買い取らせていただけませんか
レスタニアに送っていただければすぐにお代をお支払いたします","ui\00_message\quest_info\q40200036_00.gmd","\quest\q40200036.arc","q40200036.arc","1"
"0","0","魔赤島での楽しみ","魔赤島での楽しみ","ui\00_message\quest_info\q40200037_00.gmd","\quest\q40200037.arc","q40200037.arc","0"
"1","eqenhance_title_sub","ここらへんで採れる物を漬け込んだ酒で一杯やるのが最近の楽しみでな
他のやつらに分けてやることもあるが、中々好評だぜ
<LQIM>が<LQVA>つほどあれば予備を作れるんだがな","ここらへんで採れる物を漬け込んだ酒で一杯やるのが最近の楽しみでな
他のやつらに分けてやることもあるが、中々好評だぜ
<LQIM>が<LQVA>つほどあれば予備を作れるんだがな","ui\00_message\quest_info\q40200037_00.gmd","\quest\q40200037.arc","q40200037.arc","1"
"0","0","クセになる味","クセになる味","ui\00_message\quest_info\q40200038_00.gmd","\quest\q40200038.arc","q40200038.arc","0"
"1","eqenhance_title_sub","以前、とあるルートで送ってもらった<LQIM>の味が忘れられんのだ――
もう一度、あの複雑な風味を味わいたい！
今度は<LQVA>つほど手に入れて、別の調理法も試してみたい！
さて、私の言いたいことはわかったな？　なるべく急いで頼むぞ","以前、とあるルートで送ってもらった<LQIM>の味が忘れられんのだ――
もう一度、あの複雑な風味を味わいたい！
今度は<LQVA>つほど手に入れて、別の調理法も試してみたい！
さて、私の言いたいことはわかったな？　なるべく急いで頼むぞ","ui\00_message\quest_info\q40200038_00.gmd","\quest\q40200038.arc","q40200038.arc","1"
"0","0","内密に調達してほしい","内密に調達してほしい","ui\00_message\quest_info\q40200039_00.gmd","\quest\q40200039.arc","q40200039.arc","0"
"1","eqenhance_title_sub","これを見た君へ――
サンプルとして神殿に送られてきた<LQIM>、あれは興味深いものだね
個人的にも調べてみたいから<LQVA>個くらい送ってくれないかな
できればジョゼフ様のお耳に入らないように、こっそりお願いするよ","これを見た君へ――
サンプルとして神殿に送られてきた<LQIM>、あれは興味深いものだね
個人的にも調べてみたいから<LQVA>個くらい送ってくれないかな
できればジョゼフ様のお耳に入らないように、こっそりお願いするよ","ui\00_message\quest_info\q40200039_00.gmd","\quest\q40200039.arc","q40200039.arc","1"
"0","0","＜エリアオーダー＞魔赤島補給","Area Order: Bloodbane Isle Resupply","ui\00_message\quest_info\q40200040_00.gmd","\quest\q40200040.arc","q40200040.arc","0"
"1","eqenhance_title_sub","魔赤島調査隊隊長として<LQIM>収集令を出す！
隊の備蓄を確認していて気付いたのだが、かなり蓄えが少なくなってきているようだ
調査中に目についたら採取を頼む！
<LQVA>個あればひとまず十分だろう","魔赤島調査隊隊長として<LQIM>収集令を出す！
隊の備蓄を確認していて気付いたのだが、かなり蓄えが少なくなってきているようだ
調査中に目についたら採取を頼む！
<LQVA>個あればひとまず十分だろう","ui\00_message\quest_info\q40200040_00.gmd","\quest\q40200040.arc","q40200040.arc","1"
"0","0","旅人たちへの注意勧告","旅人たちへの注意勧告","ui\00_message\quest_info\q40200041_00.gmd","\quest\q40200041.arc","q40200041.arc","0"
"1","eqenhance_title_sub","最近<LQEM>が増えている気がします
また<LQVA>体ほど見かけました
これ以上増えるなら、旅人たちへも注意するよう言わなくちゃいけませんね","最近<LQEM>が増えている気がします
また<LQVA>体ほど見かけました
これ以上増えるなら、旅人たちへも注意するよう言わなくちゃいけませんね","ui\00_message\quest_info\q40200041_00.gmd","\quest\q40200041.arc","q40200041.arc","1"
"0","0","洗濯物泥棒","洗濯物泥棒","ui\00_message\quest_info\q40200042_00.gmd","\quest\q40200042.arc","q40200042.arc","0"
"1","eqenhance_title_sub","川で洗濯をしていたら、<LQEM>が
お姉様のストールを盗んでいったの！
<LQVA>匹、懲らしめないと気が済まないわ","川で洗濯をしていたら、<LQEM>が
お姉様のストールを盗んでいったの！
<LQVA>匹、懲らしめないと気が済まないわ","ui\00_message\quest_info\q40200042_00.gmd","\quest\q40200042.arc","q40200042.arc","1"
"0","0","ちょっと気になってさ","ちょっと気になってさ","ui\00_message\quest_info\q40200043_00.gmd","\quest\q40200043.arc","q40200043.arc","0"
"1","eqenhance_title_sub","ミューセルへ
この前言っていた<LQEM>についてだけど、どうなった？
そっちに寄る時にまだウロついていたら
私が<LQVA>匹ほど始末するよ","ミューセルへ
この前言っていた<LQEM>についてだけど、どうなった？
そっちに寄る時にまだウロついていたら
私が<LQVA>匹ほど始末するよ","ui\00_message\quest_info\q40200043_00.gmd","\quest\q40200043.arc","q40200043.arc","1"
"0","0","住まいを追われて","住まいを追われて","ui\00_message\quest_info\q40200044_00.gmd","\quest\q40200044.arc","q40200044.arc","0"
"1","eqenhance_title_sub","近くで<LQEM>を見かけたよ
ここもいつか、住めなくなっちまうのかね――
たしか<LQVA>匹くらいの群れだったけど――","近くで<LQEM>を見かけたよ
ここもいつか、住めなくなっちまうのかね――
たしか<LQVA>匹くらいの群れだったけど――","ui\00_message\quest_info\q40200044_00.gmd","\quest\q40200044.arc","q40200044.arc","1"
"0","0","木陰から飛び出すもの","木陰から飛び出すもの","ui\00_message\quest_info\q40200045_00.gmd","\quest\q40200045.arc","q40200045.arc","0"
"1","eqenhance_title_sub","先日、ディリスが<LQEM>に追われて帰ってきました
今回は何とか逃げ切れましたが、危険性が高まっていることは確かです
<LQVA>体の討伐をお願いします","先日、ディリスが<LQEM>に追われて帰ってきました
今回は何とか逃げ切れましたが、危険性が高まっていることは確かです
<LQVA>体の討伐をお願いします","ui\00_message\quest_info\q40200045_00.gmd","\quest\q40200045.arc","q40200045.arc","1"
"0","0","手負いの魔物","手負いの魔物","ui\00_message\quest_info\q40200046_00.gmd","\quest\q40200046.arc","q40200046.arc","0"
"1","eqenhance_title_sub","すまない、<LQEM><LQVA>匹と遭遇したんだが
仕留める前に逃げられてしまった
気が立っているだろうから、くれぐれも気を付けて","すまない、<LQEM><LQVA>匹と遭遇したんだが
仕留める前に逃げられてしまった
気が立っているだろうから、くれぐれも気を付けて","ui\00_message\quest_info\q40200046_00.gmd","\quest\q40200046.arc","q40200046.arc","1"
"0","0","不穏な視線","不穏な視線","ui\00_message\quest_info\q40200047_00.gmd","\quest\q40200047.arc","q40200047.arc","0"
"1","eqenhance_title_sub","何だか視線を感じたからさ、後ろを振り返ってみたら
裏手に<LQEM>が隠れるのが見えたんだ！
<LQVA>匹いたはずだよ
なんとかしないと、ここも住めなくなっちゃうよ！","何だか視線を感じたからさ、後ろを振り返ってみたら
裏手に<LQEM>が隠れるのが見えたんだ！
<LQVA>匹いたはずだよ
なんとかしないと、ここも住めなくなっちゃうよ！","ui\00_message\quest_info\q40200047_00.gmd","\quest\q40200047.arc","q40200047.arc","1"
"0","0","書物荒らしを懲らしめて","書物荒らしを懲らしめて","ui\00_message\quest_info\q40200048_00.gmd","\quest\q40200048.arc","q40200048.arc","0"
"1","eqenhance_title_sub","書物を虫干ししていたら<LQEM>に踏み荒らされてしまいました
足跡から見て<LQVA>体いたようですね
ずっと見張っている訳にも行きませんから、困ったものです","書物を虫干ししていたら<LQEM>に踏み荒らされてしまいました
足跡から見て<LQVA>体いたようですね
ずっと見張っている訳にも行きませんから、困ったものです","ui\00_message\quest_info\q40200048_00.gmd","\quest\q40200048.arc","q40200048.arc","1"
"0","0","風の噂で","風の噂で","ui\00_message\quest_info\q40200049_00.gmd","\quest\q40200049.arc","q40200049.arc","0"
"1","eqenhance_title_sub","風の噂で耳にしたが、最近<LQEM>に凶暴な個体が出ているらしい
そちらは大丈夫だろうか？
たまには<LQVA>体ほど駆除しておくのをすすめるよ","風の噂で耳にしたが、最近<LQEM>に凶暴な個体が出ているらしい
そちらは大丈夫だろうか？
たまには<LQVA>体ほど駆除しておくのをすすめるよ","ui\00_message\quest_info\q40200049_00.gmd","\quest\q40200049.arc","q40200049.arc","1"
"0","0","＜エリアオーダー＞エラン魔物征伐","Area Order: Elan Demon Extermination","ui\00_message\quest_info\q40200050_00.gmd","\quest\q40200050.arc","q40200050.arc","0"
"1","eqenhance_title_sub","この庵の主として、そしてエラン水林の管理者としてお願いいたします
最近増えすぎた傾向にある<LQEM>について――
生態系のバランスを守るため、<LQVA>体ほど討伐していただける方を募集しています","この庵の主として、そしてエラン水林の管理者としてお願いいたします
最近増えすぎた傾向にある<LQEM>について――
生態系のバランスを守るため、<LQVA>体ほど討伐していただける方を募集しています","ui\00_message\quest_info\q40200050_00.gmd","\quest\q40200050.arc","q40200050.arc","1"
"0","0","次回買い物メモ","次回買い物メモ","ui\00_message\quest_info\q40200051_00.gmd","\quest\q40200051.arc","q40200051.arc","0"
"1","eqenhance_title_sub","メモ――次に商人が来たら<LQIM>を<LQVA>個お願いしましょう
用途は伏せておくこと","メモ――次に商人が来たら<LQIM>を<LQVA>個お願いしましょう
用途は伏せておくこと","ui\00_message\quest_info\q40200051_00.gmd","\quest\q40200051.arc","q40200051.arc","1"
"0","0","特製の装具","特製の装具","ui\00_message\quest_info\q40200052_00.gmd","\quest\q40200052.arc","q40200052.arc","0"
"1","eqenhance_title_sub","少しでもここの役に立とうと思って装具を編んでるんだよ
<LQIM>があと<LQVA>つあれば、１つ完成するんだけど
どこかで手に入らないものかね","少しでもここの役に立とうと思って装具を編んでるんだよ
<LQIM>があと<LQVA>つあれば、１つ完成するんだけど
どこかで手に入らないものかね","ui\00_message\quest_info\q40200052_00.gmd","\quest\q40200052.arc","q40200052.arc","1"
"0","0","困らせたくないのに","困らせたくないのに","ui\00_message\quest_info\q40200053_00.gmd","\quest\q40200053.arc","q40200053.arc","0"
"1","eqenhance_title_sub","ミューセルお姉様に手配を頼まれた
<LQIM>が中々手に入らないの
いつもなら<LQVA>個くらいすぐに手配できるのに――","ミューセルお姉様に手配を頼まれた
<LQIM>が中々手に入らないの
いつもなら<LQVA>個くらいすぐに手配できるのに――","ui\00_message\quest_info\q40200053_00.gmd","\quest\q40200053.arc","q40200053.arc","1"
"0","0","庵の修理品","庵の修理品","ui\00_message\quest_info\q40200054_00.gmd","\quest\q40200054.arc","q40200054.arc","0"
"1","eqenhance_title_sub","庵の修理に使う<LQIM>を<LQVA>個探しているの
譲ってくださる方はディリスまでご連絡を","庵の修理に使う<LQIM>を<LQVA>個探しているの
譲ってくださる方はディリスまでご連絡を","ui\00_message\quest_info\q40200054_00.gmd","\quest\q40200054.arc","q40200054.arc","1"
"0","0","鹿狩りの罠","鹿狩りの罠","ui\00_message\quest_info\q40200055_00.gmd","\quest\q40200055.arc","q40200055.arc","0"
"1","eqenhance_title_sub","鹿狩りのための罠作りに欠かせない<LQIM>を<LQVA>個探している
代金はディリスに預けてあるから受け取ってくれ
モノは次に庵に寄った時に貰っていくよ","鹿狩りのための罠作りに欠かせない<LQIM>を<LQVA>個探している
代金はディリスに預けてあるから受け取ってくれ
モノは次に庵に寄った時に貰っていくよ","ui\00_message\quest_info\q40200055_00.gmd","\quest\q40200055.arc","q40200055.arc","1"
"0","0","燻製の隠し味","燻製の隠し味","ui\00_message\quest_info\q40200056_00.gmd","\quest\q40200056.arc","q40200056.arc","0"
"1","eqenhance_title_sub","意外かも知れんが、実は料理が好きでね！
<LQIM>で燻したイノシシの肉なんて美味そうだと思わないか？
<LQVA>個都合してくれれば、いつかとびっきりのを味見させてやるぞ","意外かも知れんが、実は料理が好きでね！
<LQIM>で燻したイノシシの肉なんて美味そうだと思わないか？
<LQVA>個都合してくれれば、いつかとびっきりのを味見させてやるぞ","ui\00_message\quest_info\q40200056_00.gmd","\quest\q40200056.arc","q40200056.arc","1"
"0","0","磨いてビーズに","磨いてビーズに","ui\00_message\quest_info\q40200057_00.gmd","\quest\q40200057.arc","q40200057.arc","0"
"1","eqenhance_title_sub","<LQIM>を磨き上げると、キレイなビーズができるんだ
少しずつ集めて、いつかおばあちゃんにネックレスをあげたいな
今は<LQVA>個くらい欲しいんだ","<LQIM>を磨き上げると、キレイなビーズができるんだ
少しずつ集めて、いつかおばあちゃんにネックレスをあげたいな
今は<LQVA>個くらい欲しいんだ","ui\00_message\quest_info\q40200057_00.gmd","\quest\q40200057.arc","q40200057.arc","1"
"0","0","新たな試作物","新たな試作物","ui\00_message\quest_info\q40200058_00.gmd","\quest\q40200058.arc","q40200058.arc","0"
"1","eqenhance_title_sub","ううん、アレを試すためには
<LQIM>が<LQVA>つほど必要みたいですね
新たな発見のために、早めに試したいものです","ううん、アレを試すためには
<LQIM>が<LQVA>つほど必要みたいですね
新たな発見のために、早めに試したいものです","ui\00_message\quest_info\q40200058_00.gmd","\quest\q40200058.arc","q40200058.arc","1"
"0","0","安請け合いしたみたい","安請け合いしたみたい","ui\00_message\quest_info\q40200059_00.gmd","\quest\q40200059.arc","q40200059.arc","0"
"1","eqenhance_title_sub","ごめん、頼まれてた<LQIM><LQVA>個だけど
このままじゃ集まりそうにないよ
報酬は返すから別の人に頼んでみて","ごめん、頼まれてた<LQIM><LQVA>個だけど
このままじゃ集まりそうにないよ
報酬は返すから別の人に頼んでみて","ui\00_message\quest_info\q40200059_00.gmd","\quest\q40200059.arc","q40200059.arc","1"
"0","0","＜エリアオーダー＞エラン補給","Area Order: Elan Resupply","ui\00_message\quest_info\q40200060_00.gmd","\quest\q40200060.arc","q40200060.arc","0"
"1","eqenhance_title_sub","エラン水林を管理・研究する者としてお願いいたします
まとまった<LQIM>が手に入らず、現在手掛けている調査が進みません
この際どのようなルートでも構いませんので<LQVA>個、用意していただけないでしょうか","エラン水林を管理・研究する者としてお願いいたします
まとまった<LQIM>が手に入らず、現在手掛けている調査が進みません
この際どのようなルートでも構いませんので<LQVA>個、用意していただけないでしょうか","ui\00_message\quest_info\q40200060_00.gmd","\quest\q40200060.arc","q40200060.arc","1"
"0","0","本日の記録","本日の記録","ui\00_message\quest_info\q40200061_00.gmd","\quest\q40200061.arc","q40200061.arc","0"
"1","eqenhance_title_sub","<LQEM><LQVA>匹を一人で叩きのめしてきたぜ
どうだ、俺の記録を破れるヤツはいるか？
――ただし、叔父貴たちは除く","<LQEM><LQVA>匹を一人で叩きのめしてきたぜ
どうだ、俺の記録を破れるヤツはいるか？
――ただし、叔父貴たちは除く","ui\00_message\quest_info\q40200061_00.gmd","\quest\q40200061.arc","q40200061.arc","1"
"0","0","万が一のための駆除","万が一のための駆除","ui\00_message\quest_info\q40200062_00.gmd","\quest\q40200062.arc","q40200062.arc","0"
"1","eqenhance_title_sub","この前、村の外を歩いていたら<LQEM>が攻撃してきたのさ
武器を持っていなかったから石を投げて追い払ったんだけど
子供が襲われでもしたら危険だろ？
<LQVA>匹くらい討伐しておいてくれないかい？","この前、村の外を歩いていたら<LQEM>が攻撃してきたのさ
武器を持っていなかったから石を投げて追い払ったんだけど
子供が襲われでもしたら危険だろ？
<LQVA>匹くらい討伐しておいてくれないかい？","ui\00_message\quest_info\q40200062_00.gmd","\quest\q40200062.arc","q40200062.arc","1"
"0","0","食糧庫を守れ！","食糧庫を守れ！","ui\00_message\quest_info\q40200063_00.gmd","\quest\q40200063.arc","q40200063.arc","0"
"1","eqenhance_title_sub","何日か前から村の近くを<LQEM>が<LQVA>匹ほど
ウロウロしてるのが気になってね
村に入りこんで、食糧庫を荒らす気かもしれないよ","何日か前から村の近くを<LQEM>が<LQVA>匹ほど
ウロウロしてるのが気になってね
村に入りこんで、食糧庫を荒らす気かもしれないよ","ui\00_message\quest_info\q40200063_00.gmd","\quest\q40200063.arc","q40200063.arc","1"
"0","0","仕入れの邪魔者","仕入れの邪魔者","ui\00_message\quest_info\q40200064_00.gmd","\quest\q40200064.arc","q40200064.arc","0"
"1","eqenhance_title_sub","ここのところ<LQEM>に仕入れの邪魔をされるのよ
<LQVA>匹くらい追い払っておいてもらえると
何かと助かるわ","ここのところ<LQEM>に仕入れの邪魔をされるのよ
<LQVA>匹くらい追い払っておいてもらえると
何かと助かるわ","ui\00_message\quest_info\q40200064_00.gmd","\quest\q40200064.arc","q40200064.arc","1"
"0","0","食材調達の邪魔者","食材調達の邪魔者","ui\00_message\quest_info\q40200065_00.gmd","\quest\q40200065.arc","q40200065.arc","0"
"1","eqenhance_title_sub","いつも食材を調達しに行くのに使っている道に
<LQEM>が出るようになって困ってるんだ
よかったら<LQVA>体討伐してくれないかなぁ","いつも食材を調達しに行くのに使っている道に
<LQEM>が出るようになって困ってるんだ
よかったら<LQVA>体討伐してくれないかなぁ","ui\00_message\quest_info\q40200065_00.gmd","\quest\q40200065.arc","q40200065.arc","1"
"0","0","思惑が外れて","思惑が外れて","ui\00_message\quest_info\q40200066_00.gmd","\quest\q40200066.arc","q40200066.arc","0"
"1","eqenhance_title_sub","<LQEM>の群れを見つけたんだが
<LQVA>匹ほど逃がしてしまったんだ――
いいところ見せようと思ったのにな、ちぇっ
誰か見かけたら討伐しといてくれないか？","<LQEM>の群れを見つけたんだが
<LQVA>匹ほど逃がしてしまったんだ――
いいところ見せようと思ったのにな、ちぇっ
誰か見かけたら討伐しといてくれないか？","ui\00_message\quest_info\q40200066_00.gmd","\quest\q40200066.arc","q40200066.arc","1"
"0","0","小さな監視人","小さな監視人","ui\00_message\quest_info\q40200067_00.gmd","\quest\q40200067.arc","q40200067.arc","0"
"1","eqenhance_title_sub","物見台から景色を眺めてたら<LQEM>が村の周りで
コソコソ何かやってるのが見えたんだ！
全部で<LQVA>匹いたよ","物見台から景色を眺めてたら<LQEM>が村の周りで
コソコソ何かやってるのが見えたんだ！
全部で<LQVA>匹いたよ","ui\00_message\quest_info\q40200067_00.gmd","\quest\q40200067.arc","q40200067.arc","1"
"0","0","古兵の主張","古兵の主張","ui\00_message\quest_info\q40200068_00.gmd","\quest\q40200068.arc","q40200068.arc","0"
"1","eqenhance_title_sub","村の近くを<LQEM>がウロついとるぞ！
あんな小物にバカにされては戦士の村・ダナの名折れだ
<LQVA>匹ほど始末してヤツらを震え上がらせてやれ
わしが若い頃は、小物なんぞダナに近寄りもしなかったものだ","村の近くを<LQEM>がウロついとるぞ！
あんな小物にバカにされては戦士の村・ダナの名折れだ
<LQVA>匹ほど始末してヤツらを震え上がらせてやれ
わしが若い頃は、小物なんぞダナに近寄りもしなかったものだ","ui\00_message\quest_info\q40200068_00.gmd","\quest\q40200068.arc","q40200068.arc","1"
"0","0","鹿が減った理由","鹿が減った理由","ui\00_message\quest_info\q40200069_00.gmd","\quest\q40200069.arc","q40200069.arc","0"
"1","eqenhance_title_sub","最近鹿の数が減っているのは<LQEM>のせいらしい
このダナの付近で勝手な真似をしているのは
<LQVA>匹規模の群れだ","最近鹿の数が減っているのは<LQEM>のせいらしい
このダナの付近で勝手な真似をしているのは
<LQVA>匹規模の群れだ","ui\00_message\quest_info\q40200069_00.gmd","\quest\q40200069.arc","q40200069.arc","1"
"0","0","＜エリアオーダー＞ファーラナ魔物征伐","Area Order: Farana Demon Extermination","ui\00_message\quest_info\q40200070_00.gmd","\quest\q40200070.arc","q40200070.arc","0"
"1","eqenhance_title_sub","ダナを預かるエリアマスターとして言おうじゃないか
最近<LQEM>が村の周りをうろついてるみたいだよ
あんな小物どもにナメられるほど、ダナの武勇は地に落ちちまったのかい！？
周辺の安全のためにも<LQVA>匹くらい軽く討伐してきてやりな！","ダナを預かるエリアマスターとして言おうじゃないか
最近<LQEM>が村の周りをうろついてるみたいだよ
あんな小物どもにナメられるほど、ダナの武勇は地に落ちちまったのかい！？
周辺の安全のためにも<LQVA>匹くらい軽く討伐してきてやりな！","ui\00_message\quest_info\q40200070_00.gmd","\quest\q40200070.arc","q40200070.arc","1"
"0","0","ついでのおつかい","ついでのおつかい","ui\00_message\quest_info\q40200071_00.gmd","\quest\q40200071.arc","q40200071.arc","0"
"1","eqenhance_title_sub","もし<LQIM>を見かけたら<LQVA>個
持って帰ってきてくれないかしら？
わざわざ取りに行くものでもないから
これだけのために外に出るのも、ね","もし<LQIM>を見かけたら<LQVA>個
持って帰ってきてくれないかしら？
わざわざ取りに行くものでもないから
これだけのために外に出るのも、ね","ui\00_message\quest_info\q40200071_00.gmd","\quest\q40200071.arc","q40200071.arc","1"
"0","0","負けが込んでな","負けが込んでな","ui\00_message\quest_info\q40200072_00.gmd","\quest\q40200072.arc","q40200072.arc","0"
"1","eqenhance_title_sub","しまった、<LQIM>が<LQVA>個も無いぞ
この前賭けに負けた時に根こそぎ持っていかれたのを
すっかり忘れてこのザマだ！
誰か分けてくれないか？","しまった、<LQIM>が<LQVA>個も無いぞ
この前賭けに負けた時に根こそぎ持っていかれたのを
すっかり忘れてこのザマだ！
誰か分けてくれないか？","ui\00_message\quest_info\q40200072_00.gmd","\quest\q40200072.arc","q40200072.arc","1"
"0","0","少女の探究心","少女の探究心","ui\00_message\quest_info\q40200073_00.gmd","\quest\q40200073.arc","q40200073.arc","0"
"1","eqenhance_title_sub","<LQIM>を調べたいんだけど、誰か持ってない？
身近なもののこと、もっと詳しく知っておくべきなのよ
そうね、まずは<LQVA>個でいいわ","<LQIM>を調べたいんだけど、誰か持ってない？
身近なもののこと、もっと詳しく知っておくべきなのよ
そうね、まずは<LQVA>個でいいわ","ui\00_message\quest_info\q40200073_00.gmd","\quest\q40200073.arc","q40200073.arc","1"
"0","0","美味し酒を求めて","美味し酒を求めて","ui\00_message\quest_info\q40200074_00.gmd","\quest\q40200074.arc","q40200074.arc","0"
"1","eqenhance_title_sub","<LQIM>を酒に漬けると風味が増すって
聞いたんだけど本当かな――
一度試してみたいから、<LQVA>個手に入れたいんだ
誰か持ってないか？","<LQIM>を酒に漬けると風味が増すって
聞いたんだけど本当かな――
一度試してみたいから、<LQVA>個手に入れたいんだ
誰か持ってないか？","ui\00_message\quest_info\q40200074_00.gmd","\quest\q40200074.arc","q40200074.arc","1"
"0","0","取扱いの無い品","取扱いの無い品","ui\00_message\quest_info\q40200075_00.gmd","\quest\q40200075.arc","q40200075.arc","0"
"1","eqenhance_title_sub","<LQIM>を<LQVA>個譲ってくれる人、いないかしら？
うちの店じゃ取り扱ってないのよ
お礼は用意してあるから、誰かよろしくね","<LQIM>を<LQVA>個譲ってくれる人、いないかしら？
うちの店じゃ取り扱ってないのよ
お礼は用意してあるから、誰かよろしくね","ui\00_message\quest_info\q40200075_00.gmd","\quest\q40200075.arc","q40200075.arc","1"
"0","0","突然の入り用","突然の入り用","ui\00_message\quest_info\q40200076_00.gmd","\quest\q40200076.arc","q40200076.arc","0"
"1","eqenhance_title_sub","<LQIM><LQVA>個
すまないが急いでいる
早めに都合できるなら買い取らせてくれ","<LQIM><LQVA>個
すまないが急いでいる
早めに都合できるなら買い取らせてくれ","ui\00_message\quest_info\q40200076_00.gmd","\quest\q40200076.arc","q40200076.arc","1"
"0","0","遠出準備","遠出準備","ui\00_message\quest_info\q40200077_00.gmd","\quest\q40200077.arc","q40200077.arc","0"
"1","eqenhance_title_sub","万が一の遠出に備えて準備をしているんだが
<LQIM>の手持ちがこころもとなくてな
<LQVA>個ほど探しているのだ","万が一の遠出に備えて準備をしているんだが
<LQIM>の手持ちがこころもとなくてな
<LQVA>個ほど探しているのだ","ui\00_message\quest_info\q40200077_00.gmd","\quest\q40200077.arc","q40200077.arc","1"
"0","0","すぐに棚が空になってね","すぐに棚が空になってね","ui\00_message\quest_info\q40200078_00.gmd","\quest\q40200078.arc","q40200078.arc","0"
"1","eqenhance_title_sub","育ち盛りの子が多いと何かと消費が早くてね
<LQIM>を持ってたら<LQVA>個ほど分けてくれないかい？
お礼はするからさ！","育ち盛りの子が多いと何かと消費が早くてね
<LQIM>を持ってたら<LQVA>個ほど分けてくれないかい？
お礼はするからさ！","ui\00_message\quest_info\q40200078_00.gmd","\quest\q40200078.arc","q40200078.arc","1"
"0","0","魔物避けのお香","魔物避けのお香","ui\00_message\quest_info\q40200079_00.gmd","\quest\q40200079.arc","q40200079.arc","0"
"1","eqenhance_title_sub","<LQIM>を使って、魔物が嫌がる匂いのお香を作れないか試してるの
完成のために<LQVA>個くらいあるといいんだけど――
戦わなくても追い払えたら、わたしみたいな子供でも
魔物を気にせず散歩できるようになるでしょ！","<LQIM>を使って、魔物が嫌がる匂いのお香を作れないか試してるの
完成のために<LQVA>個くらいあるといいんだけど――
戦わなくても追い払えたら、わたしみたいな子供でも
魔物を気にせず散歩できるようになるでしょ！","ui\00_message\quest_info\q40200079_00.gmd","\quest\q40200079.arc","q40200079.arc","1"
"0","0","＜エリアオーダー＞ファーラナ補給","Area Order: Farana Resupply","ui\00_message\quest_info\q40200080_00.gmd","\quest\q40200080.arc","q40200080.arc","0"
"1","eqenhance_title_sub","ダナの村を預かるエリアマスターとして言うよ
みんな、<LQIM>が減ってきてるみたいじゃないか
いつ戦いに出ることになってもいいように<LQVA>個程度は常に持っておきたいもんだね
きっちり揃えて持ってこられたら、それなりに礼も弾むよ","ダナの村を預かるエリアマスターとして言うよ
みんな、<LQIM>が減ってきてるみたいじゃないか
いつ戦いに出ることになってもいいように<LQVA>個程度は常に持っておきたいもんだね
きっちり揃えて持ってこられたら、それなりに礼も弾むよ","ui\00_message\quest_info\q40200080_00.gmd","\quest\q40200080.arc","q40200080.arc","1"
"0","0","毎日の疲労度調査","毎日の疲労度調査","ui\00_message\quest_info\q40200081_00.gmd","\quest\q40200081.arc","q40200081.arc","0"
