"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"16","eqenhance_order_header_item","大隊長を撃破し、防衛を完遂せよ","大隊長を撃破し、防衛を完遂せよ","ui\00_message\quest_info\q50300000_00.gmd","\quest\q50300000.arc","q50300000.arc","16"
"0","0","敵勢力の一部制圧に成功
次の目標地点を目指せ","敵勢力の一部制圧に成功
次の目標地点を目指せ","ui\00_message\examine_message\quest\quest_examine_q50300000.gmd","\quest\q50300000.arc","q50300000.arc","0"
"0","0","敵勢力の一部制圧に成功
次の目標地点を目指せ","敵勢力の一部制圧に成功
次の目標地点を目指せ","ui\00_message\examine_message\quest\quest_examine_q50300000.gmd","\quest\q50300000.arc","q50300000.arc","1"
"0","0","強襲部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ","強襲部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ","ui\00_message\examine_message\quest\quest_examine_q50300000.gmd","\quest\q50300000.arc","q50300000.arc","2"
"0","0","特攻部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ","特攻部隊の撃破に成功
引き続き敵勢力の殲滅を続行せよ","ui\00_message\examine_message\quest\quest_examine_q50300000.gmd","\quest\q50300000.arc","q50300000.arc","3"
"0","0","油断するな","油断するな","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","0"
"0","0","悪くない――その調子だ","悪くない――その調子だ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","1"
"0","0","目の前の敵に集中するんだ","目の前の敵に集中するんだ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","2"
"0","0","切り込むぞ！","切り込むぞ！","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","3"
"0","0","よし、ここは制圧した","よし、ここは制圧した","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","4"
"0","0","それで良い、次に向かうぞ！","それで良い、次に向かうぞ！","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","5"
"0","0","新手の敵だ、注意しろ！","新手の敵だ、注意しろ！","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","6"
"0","0","今こそ名をあげる時だ――","今こそ名をあげる時だ――","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","7"
"0","0","相変わらずの臭いだな","相変わらずの臭いだな","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","8"
"0","0","今日こそ決着を付けてくれる！","今日こそ決着を付けてくれる！","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","9"
"0","0","逃がしたか――","逃がしたか――","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","10"
"0","0","覚者の命、全て狩り取ってくれるわ","覚者の命、全て狩り取ってくれるわ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","11"
"0","0","これは楽しめそうだな、褐色の女戦士よ","これは楽しめそうだな、褐色の女戦士よ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","12"
"0","0","覚者の命は値千金！　奪え！","覚者の命は値千金！　奪え！","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","13"
"0","0","ほう――その細腕でやるな","ほう――その細腕でやるな","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","14"
"0","0","今日はここまでだ","今日はここまでだ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","15"
"0","0","おまえの力では俺は倒せぬわ","おまえの力では俺は倒せぬわ","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","16"
"0","0","まさか――この――俺が――","まさか――この――俺が――","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","17"
"0","0","うがあぁぁぁぁぁぁ――","うがあぁぁぁぁぁぁ――","ui\00_message\quest\q50300000.gmd","\quest\q50300000.arc","q50300000.arc","18"
"0","0","太古の強者","Ancient Warrior","ui\00_message\quest_info\q50300001_00.gmd","\quest\q50300001.arc","q50300001.arc","0"
"1","eqenhance_title_sub","レスタニアの地に災いを為す存在、魔物たち――
やつらの勢力が強まる背景には、何があるのか？
《古の祭祀場》に襲い来る、異界を渡るとされる
強敵の存在がその疑問への答えになるかも知れない
白竜の子らよ、畏れを忘れず脅威に立ち向かえ
やつらの進撃をこれ以上許してはならない","In the land of Lestania, exist the creatures that bring calamity — the enemies, the monsters. What lies behind their growing power? The answer may lie in the formidable presence that crosses over from the ""Ancient Place of Rituals,"" said to connect to a different realm. Sons and daughters of the White Dragon, confront the threat without forgetting to fear it. We cannot allow the further advance of these creatures.","ui\00_message\quest_info\q50300001_00.gmd","\quest\q50300001.arc","q50300001.arc","1"
"2","eqrecycle_title","弱点部位を攻撃し、グランエントを討伐せよ","弱点部位を攻撃し、グランエントを討伐せよ","ui\00_message\quest_info\q50300001_00.gmd","\quest\q50300001.arc","q50300001.arc","2"
"0","0","グリッテン砦攻防戦　戦況：怪戦","Battle for Gritten Fort: Mystery Battle","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","0"
"1","eqenhance_title_sub","不気味な魔物が砦のいたるところに出現する
奇々怪々な大規模戦闘だ
オーク軍ではない謎の勢力のようだが、敵の正体や
詳しい状況は何も分かっていない
戦技極めし覚者であっても、得体のしれない魔物からの
攻撃に油断は禁物だ","不気味な魔物が砦のいたるところに出現する
奇々怪々な大規模戦闘だ
オーク軍ではない謎の勢力のようだが、敵の正体や
詳しい状況は何も分かっていない
戦技極めし覚者であっても、得体のしれない魔物からの
攻撃に油断は禁物だ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","1"
"2","eqrecycle_title","リズを護衛し、呪われた敵を排除せよ","Escort Lise and defeat the cursed enemy","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","2"
"3","eqrecycle_title_sub","22000pt以上の獲得を目指せ","Aim to aquire 22000pt or more","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","3"
"4","eqenhance_weapon","どこかで呪われた骸の気配がする――","どこかで呪われた骸の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","4"
"5","eqenhance_armor","発見した骸を撃破で戦功ボーナス","発見した骸を撃破で戦功ボーナス","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","5"
"6","eqenhance_pack_set_00","どこかで呪われた魔鳥の気配がする――","どこかで呪われた魔鳥の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","6"
"7","eqenhance_pack_set_01","発見した魔鳥を討ち払い戦功ボーナスを得よ","発見した魔鳥を討ち払い戦功ボーナスを得よ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","7"
"8","eqenhance_pack_set_02","どこかで呪われた魔女の気配がする――","どこかで呪われた魔女の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","8"
"9","eqenhance_start_evolution","発見した魔女を撃破し戦功ボーナスを得よ","発見した魔女を撃破し戦功ボーナスを得よ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","9"
"10","eqenhance_success_example","どこかで霊体騎士群の気配がする――","どこかで霊体騎士群の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","10"
"11","eqenhance_err_enhance_num","発見した霊体騎士群を撃破し戦功ボーナスを得よ","発見した霊体騎士群を撃破し戦功ボーナスを得よ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","11"
"12","eqenhance_err_not_enough_money","どこかで呪われた女帝の気配がする――","どこかで呪われた女帝の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","12"
"13","eqenhance_err_not_enough_item","発見した女帝を撃破し戦功ボーナスを得よ","発見した女帝を撃破し戦功ボーナスを得よ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","13"
"14","eqenhance_header_pack_list","どこかで呪われた巨鳥の気配がする――","どこかで呪われた巨鳥の気配がする――","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","14"
"15","eqenhance_header_pack_detail","砦に巣食う瘴気を討ち払い戦功ボーナスを得よ","砦に巣食う瘴気を討ち払い戦功ボーナスを得よ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","15"
"16","eqenhance_order_header_item","瘴気の魔獣を撃破し、砦を浄化せよ","瘴気の魔獣を撃破し、砦を浄化せよ","ui\00_message\quest_info\q50300002_00.gmd","\quest\q50300002.arc","q50300002.arc","16"
"0","0","砦の各所に正体不明の敵が出現―！","砦の各所に正体不明の敵が出現―！","ui\00_message\examine_message\quest\quest_examine_q50300002.gmd","\quest\q50300002.arc","q50300002.arc","0"
"0","0","呪われた魔鳥を討ち払った
引き続き呪われた敵を捜索せよ","呪われた魔鳥を討ち払った
引き続き呪われた敵を捜索せよ","ui\00_message\examine_message\quest\quest_examine_q50300002.gmd","\quest\q50300002.arc","q50300002.arc","1"
"0","0","霊体騎士群を討ち払った
引き続き呪われた敵を捜索せよ","霊体騎士群を討ち払った
引き続き呪われた敵を捜索せよ","ui\00_message\examine_message\quest\quest_examine_q50300002.gmd","\quest\q50300002.arc","q50300002.arc","2"
"0","0","呪われた巨鳥を討ち払った
引き続き呪われた敵を捜索せよ","呪われた巨鳥を討ち払った
引き続き呪われた敵を捜索せよ","ui\00_message\examine_message\quest\quest_examine_q50300002.gmd","\quest\q50300002.arc","q50300002.arc","3"
"0","0","ほら、よそ見しない！","ほら、よそ見しない！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","0"
"0","0","はやくやっちゃって！","はやくやっちゃって！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","1"
"0","0","こっちにまわさないで！","こっちにまわさないで！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","2"
"0","0","さぁ、大掃除の開始よ！","さぁ、大掃除の開始よ！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","3"
"0","0","その調子その調子！","その調子その調子！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","4"
"0","0","良い感じ良い感じ！","良い感じ良い感じ！","ui\00_message\quest\q50300002.gmd","\quest\q50300002.arc","q50300002.arc","5"
"0","0","失われた秩序","The Lost Order","ui\00_message\quest_info\q50300003_00.gmd","\quest\q50300003.arc","q50300003.arc","0"
"1","eqenhance_title_sub","アーク目撃の影響を受けてか、レスタニアにて
これまでにない異質な気配が感じられるようになった
騎士団は異質な気配を警戒している
しばらくの間、特別迎撃態勢をとることにした
覚者諸君においては、各自充分な備えをもって
これに対処してほしい","Perhaps as a result of witnessing the Ark, a distinct presence has begun to be felt in Lestania. The knights are on alert for this unusual presence and have decided to assume a special defensive position for a while. For the Arisen, it is requested that each individual be adequately prepared to handle this situation.","ui\00_message\quest_info\q50300003_00.gmd","\quest\q50300003.arc","q50300003.arc","1"
"2","eqrecycle_title","ズールを討伐せよ","ズールを討伐せよ","ui\00_message\quest_info\q50300003_00.gmd","\quest\q50300003.arc","q50300003.arc","2"
"0","0","オマイラ――覚えとけよ！","オマイラ――覚えとけよ！","ui\00_message\quest\q50300003.gmd","\quest\q50300003.arc","q50300003.arc","0"
"0","0","おいおい――調子にのるなって","おいおい――調子にのるなって","ui\00_message\quest\q50300003.gmd","\quest\q50300003.arc","q50300003.arc","1"
"0","0","腐ってもやっぱり覚者か！？","腐ってもやっぱり覚者か！？","ui\00_message\quest\q50300003.gmd","\quest\q50300003.arc","q50300003.arc","2"
"0","0","グリッテン砦攻防戦　戦況：奪回戦","Battle for Gritten Fort: Recapture Battle","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","0"
"1","eqenhance_title_sub","オーク軍も全ての兵力を使って砦へ攻め込んできた
現状、砦のいたる所が魔物で溢れかえっている
この大規模戦闘に勝利する術はあるのか、
覚者の誰もが知る由もないだろう
全員の力を最大限に発揮し、グリッテン砦最大の
危機を突破せよ！","オーク軍も全ての兵力を使って砦へ攻め込んできた
現状、砦のいたる所が魔物で溢れかえっている
この大規模戦闘に勝利する術はあるのか、
覚者の誰もが知る由もないだろう
全員の力を最大限に発揮し、グリッテン砦最大の
危機を突破せよ！","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","1"
"2","eqrecycle_title","目的地の敵を殲滅せよ","Defeat the enemy at the target locations","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","2"
"3","eqrecycle_title_sub","大挙襲来した魔物を全て撃退せよ","大挙襲来した魔物を全て撃退せよ","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","3"
"4","eqenhance_weapon","総大将を撃破し、砦防衛を完遂せよ","総大将を撃破し、砦防衛を完遂せよ","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","4"
"5","eqenhance_armor","新たに現れた魔物を討伐し、戦功ボーナスを得よ","新たに現れた魔物を討伐し、戦功ボーナスを得よ","ui\00_message\quest_info\q50300004_00.gmd","\quest\q50300004.arc","q50300004.arc","5"
"0","0","残る総大将を討伐せよ！","残る総大将を討伐せよ！","ui\00_message\examine_message\quest\quest_examine_q50300004.gmd","\quest\q50300004.arc","q50300004.arc","0"
"0","0","《時番》を殲滅した","《時番》を殲滅した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","0"
"0","0","エルダードラゴン討伐に成功した","エルダードラゴン討伐に成功した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","1"
"0","0","《時番》の気配がする―","《時番》の気配がする―","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","2"
"0","0","《時番》を発見！討伐でタイムボーナス","《時番》を発見！討伐でタイムボーナス","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","3"
"0","0","エルダードラゴンが出現した！","エルダードラゴンが出現した！","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","4"
"0","0","新たな竜族が出現した！","新たな竜族が出現した！","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","5"
"0","0","タイムボーナス《5分》追加！","タイムボーナス《5分》追加！","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","6"
"0","0","3種の宝石が揃った―！","3種の宝石が揃った―！","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","7"
"0","0","3種の宝石に魅かれ
エルダードラゴン・ブレイズが出現した！","3種の宝石に魅かれ
エルダードラゴン・ブレイズが出現した！","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","8"
"0","0","エメラルドアイを討伐した","エメラルドアイを討伐した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","9"
"0","0","ラピスアイを討伐した","ラピスアイを討伐した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","10"
"0","0","ルビーアイを討伐した","ルビーアイを討伐した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","11"
"0","0","クリスタルアイを討伐した","クリスタルアイを討伐した","ui\00_message\examine_message\quest\quest_examine_q50300005.gmd","\quest\q50300005.arc","q50300005.arc","12"
"0","0","3種の宝石を集めると、より強大な竜が現れるという噂だ","3種の宝石を集めると、より強大な竜が現れるという噂だ","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","0"
"0","0","さらなる大物を狙うならば、挑戦するがいい！","さらなる大物を狙うならば、挑戦するがいい！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","1"
"0","0","噂の大物が現れたぞ！","噂の大物が現れたぞ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","2"
"0","0","《エルダードラゴン・ブレイズ》のおでましだ！","《エルダードラゴン・ブレイズ》のおでましだ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","3"
"0","0","勇敢なる覚者よ、竜族を狙うのだ！","勇敢なる覚者よ、竜族を狙うのだ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","4"
"0","0","さすれば大物、エルダードラゴンをおびき出せるはずだ！","さすれば大物、エルダードラゴンをおびき出せるはずだ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","5"
"0","0","《時番》を発見したら優先的に討伐するのだ！","《時番》を発見したら優先的に討伐するのだ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","6"
"0","0","奴らを倒せば残り時間が延長されるぞ","奴らを倒せば残り時間が延長されるぞ","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","7"
"0","0","おお！　ついにエルダードラゴンのお出ましだ！","おお！　ついにエルダードラゴンのお出ましだ！","ui\00_message\quest\q50300005.gmd","\quest\q50300005.arc","q50300005.arc","8"
"0","0","魔物のるつぼ","The Crucible of Demons","ui\00_message\quest_info\q50300005_00.gmd","\quest\q50300005.arc","q50300005.arc","0"
"1","eqenhance_title_sub","誰が名付けたかその名も《竜の巣》――
そこには凶悪なドラゴンや魔物の大群が
巣食うようになっている
さあ死を畏れぬ猛者たちよ、洋撃船の準備ができたら
大船長ゼルキンとともにやつらの寝床に乗り込め！
極上の冒険が待ってるぞ！","Whoever named it, its name is ""Dragon's Nest"" - 
A horde of vicious dragons and enemies have made it their lair. 
Now, brave warriors who fear not death, 
Once the steam-powered ship is ready, 
Board their sleeping place with Captain Zerkin! 
An extraordinary adventure awaits!","ui\00_message\quest_info\q50300005_00.gmd","\quest\q50300005.arc","q50300005.arc","1"
"2","eqrecycle_title","竜族を討伐せよ","竜族を討伐せよ","ui\00_message\quest_info\q50300005_00.gmd","\quest\q50300005.arc","q50300005.arc","2"
"3","eqrecycle_title_sub","《時番》を探し出し、討伐でタイムボーナス","Find and defeat ""Time Bonus"" enemies for a time bonus","ui\00_message\quest_info\q50300005_00.gmd","\quest\q50300005.arc","q50300005.arc","3"
"4","eqenhance_weapon","3種の宝石を探し出し、討伐せよ","3種の宝石を探し出し、討伐せよ","ui\00_message\quest_info\q50300005_00.gmd","\quest\q50300005.arc","q50300005.arc","4"
"0","0","眩き黄金","The Dazzling Gold","ui\00_message\quest_info\q50300006_00.gmd","\quest\q50300006.arc","q50300006.arc","0"
"1","eqenhance_title_sub","黄金竜の脅威が目前に迫っている
その真意はいまだ不明だが、奴の接近を放置すれば
レスタニアの地は災いに沈むだろう
いまこそ神殿に集いし覚者たちの総力を束ねるときだ
その一撃が、その執念が、黄金竜を確実に追い詰める
白竜の座すこの世界をともに護るのだ","The threat of the Golden Dragon is imminent. Although its true intentions are still unknown, if we ignore its approach, the land of Lestania will be doomed. Now is the time for the Arisen to gather at the temple and unite their collective strength. With a single strike and unwavering determination, we will surely corner and overcome the Golden Dragon. Together, we shall protect this world, the seat of the White Dragon.","ui\00_message\quest_info\q50300006_00.gmd","\quest\q50300006.arc","q50300006.arc","1"
"2","eqrecycle_title","錬魔具と溶命石を攻撃し、黄金竜を退せよ","錬魔具と溶命石を攻撃し、黄金竜を退せよ","ui\00_message\quest_info\q50300006_00.gmd","\quest\q50300006.arc","q50300006.arc","2"
"0","0","目覚めし闇の魔物","The Demon of Darkness Awakens","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","0"
"1","eqenhance_title_sub","《ボルド大坑道》に腐死竜の召喚を目論む
魔物の軍勢が集まってきている――
どうやらすでに召喚の儀を終えてしまった後のようだ
脅威はそればかりではなく、腐死竜の召喚をした
魔物たちは更なる軍勢の拡大を狙っているらしい
各召喚士群を全滅させ、最奥に潜む腐死竜へ挑め","Planning to summon the Rotting Dragon in the Volden Large Tunnels,
a horde of enemies has gathered—
It seems they have already completed the summoning ritual.
But the threat doesn't stop there; they've already succeeded in summoning the Rotting Dragon.
The enemies seem to be aiming to expand their forces even further.
Wipe out all groups of summoners and challenge the Rotting Dragon lurking at the deepest part.","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","1"
"2","eqrecycle_title","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り４箇所）","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り４箇所）","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","2"
"3","eqrecycle_title_sub","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り３箇所）","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り３箇所）","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","3"
"4","eqenhance_weapon","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り２箇所）","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り２箇所）","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","4"
"5","eqenhance_armor","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り１箇所）","召喚士の軍勢を全滅させ、勢力拡大を阻止せよ（残り１箇所）","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","5"
"6","eqenhance_pack_set_00","カースドラゴンを討伐せよ","カースドラゴンを討伐せよ","ui\00_message\quest_info\q50300007_00.gmd","\quest\q50300007.arc","q50300007.arc","6"
"0","0","封印の扉が開き
カースドラゴンへの道が開けた――！","封印の扉が開き
カースドラゴンへの道が開けた――！","ui\00_message\examine_message\quest\quest_examine_q50300007.gmd","\quest\q50300007.arc","q50300007.arc","0"
"0","0","更なる魔物が呼び寄せられた――","更なる魔物が呼び寄せられた――","ui\00_message\examine_message\quest\quest_examine_q50300007.gmd","\quest\q50300007.arc","q50300007.arc","1"
"0","0","魔物の群れが全滅！
一帯の増援は止まったようだ――","魔物の群れが全滅！
一帯の増援は止まったようだ――","ui\00_message\examine_message\quest\quest_examine_q50300007.gmd","\quest\q50300007.arc","q50300007.arc","2"
"0","0","脅威的な魔物が呼び寄せられた―！","脅威的な魔物が呼び寄せられた―！","ui\00_message\examine_message\quest\quest_examine_q50300007.gmd","\quest\q50300007.arc","q50300007.arc","3"
"0","0","魔赤島の狂宴","Bloodbane Isle's Feast of Madness","ui\00_message\quest_info\q50300008_00.gmd","\quest\q50300008.arc","q50300008.arc","0"
"1","eqenhance_title_sub","アルタード・ズールによる魔赤島襲撃が
突如始まってしまった――
ズールを守らんとする魔物の存在も確認されている
不死身の存在を排除する手段はあるのだろうか？
幾度となく復活してくる強敵を、完全に滅ぼす
その時まで戦いは終わらない、平穏は訪れない","A sudden attack by Altered Zuhl on Bloodbane Isle has begun.
The presence of enemies trying to protect Zuhl has also been confirmed.
Is there a way to eliminate this invincible existence?
The battle will not end until the formidable enemy, who keeps resurrecting countless times, is completely annihilated.
Peace will not come until that time.","ui\00_message\quest_info\q50300008_00.gmd","\quest\q50300008.arc","q50300008.arc","1"
"2","eqrecycle_title","魔物集団を討伐し、アルタード・ズールの元へ急げ","魔物集団を討伐し、アルタード・ズールの元へ急げ","ui\00_message\quest_info\q50300008_00.gmd","\quest\q50300008.arc","q50300008.arc","2"
"3","eqrecycle_title_sub","アルタード・ズールを討伐し、魔赤島侵略を阻止せよ","アルタード・ズールを討伐し、魔赤島侵略を阻止せよ","ui\00_message\quest_info\q50300008_00.gmd","\quest\q50300008.arc","q50300008.arc","3"
"0","0","敵により封鎖された壁の片方が消えた――！","One of the walls blocked by the enemy has disappeared!","ui\00_message\examine_message\quest\quest_examine_q50300008.gmd","\quest\q50300008.arc","q50300008.arc","0"
"0","0","敵により封鎖された壁が消えた――！","The wall blocked by the enemy has disappeared!","ui\00_message\examine_message\quest\quest_examine_q50300008.gmd","\quest\q50300008.arc","q50300008.arc","1"
"0","0","古代神殿の死闘","The Deathly Battle of the Ancient Temple","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","0"
"1","eqenhance_title_sub","おぞましい数の侵食魔が《シェドレアン大神殿》に
跋扈しはじめた――魔物は神殿全域を蝕んでいるため
討伐隊メンバーを２手に分けて一気に殲滅する作戦を
遂行中とのことだ
侵食が極度に進行した魔物も確認されているようで
侵食魔への対策は怠らぬよう厳命が下っている","A horde of abominable, corrupted creatures has begun to run rampant in the Shadolean Great Temple. The members of the extermination squad have divided into two groups, carrying out a coordinated assault to annihilate them all at once. It has been reported that some of the creatures have been severely corrupted. Urgent orders have been given to ensure that countermeasures against the corruption are not neglected.","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","1"
"2","eqrecycle_title","最奥へ続く道の敵を殲滅","Defeat the enemy on the way to the innermost","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","2"
"3","eqrecycle_title_sub","二手に分かれ、神殿内を捜索する","Split into two groups and search inside the temple","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","3"
"4","eqenhance_weapon","《殲滅区 右方》序盤を進行中","[Extermination Area: Right Side] Opening stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","4"
"5","eqenhance_armor","《殲滅区 左方》序盤を進行中","[Extermination Area: Left Side] Opening stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","5"
"6","eqenhance_pack_set_00","魔物を呼ぶ元凶を討伐し、更なる増援を抑える","Defeat the monster caller, suppress further reinforcements","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","6"
"7","eqenhance_pack_set_01","《殲滅区 右方》中盤を進行中","[Extermination Area: Right Side] Middle stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","7"
"8","eqenhance_pack_set_02","《殲滅区 左方》中盤を進行中","[Extermination Area: Left Side] Middle stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","8"
"9","eqenhance_start_evolution","《殲滅区 右方》終盤を進行中","[Extermination Area: Right Side] Final stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","9"
"10","eqenhance_success_example","《殲滅区 左方》終盤を進行中","[Extermination Area: Left Side] Final stage in progress","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","10"
"11","eqenhance_err_enhance_num","《宝物庫》へ転移し、報酬を獲得","[Treasury] Transfer and acquire reward","ui\00_message\quest_info\q50300009_00.gmd","\quest\q50300009.arc","q50300009.arc","11"
