"0","","お、お前、助ケタ――？
感謝スル――
ファーガル、動けない――置いてイケ","消えた足音に気付く時","ui\00_message\quest\q21015012.gmd","\quest\q21015012.arc","q21015012.arc","21"
"0","","貴君にとっても益のある話だろう
鉱石の採掘に適した時間帯――朝日が昇る頃の
＜5時から10時＞に仲間たちとこの建物内へ
来てもらえるならば、詳しく案内しよう","貴君にとっても益のある話だろう
鉱石の採掘に適した時間帯――朝日が昇る頃の
＜5時から10時＞に仲間たちとこの建物内へ
来てもらえるならば、詳しく案内しよう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","5"
"0","","魔物の巣材となっている《<ITEM 15953>》――
採掘には朝の＜5時から10時＞の間が最も適している
一度に大量に掘ろうとするならば、この時間しかない","魔物の巣材となっている《<ITEM 15953>》――
採掘には朝の＜5時から10時＞の間が最も適している
一度に大量に掘ろうとするならば、この時間しかない","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","6"
"0","","共に行く仲間たちとこの建物内へ
朝日が昇る＜5時から10時＞の間に
来てもらえるならば詳しく案内しよう","共に行く仲間たちとこの建物内へ
朝日が昇る＜5時から10時＞の間に
来てもらえるならば詳しく案内しよう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","7"
"0","","おお、来てくれたか
それでは、《<ITEM 15953>》の
採掘について説明しよう","おお、来てくれたか
それでは、《<ITEM 15953>》の
採掘について説明しよう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","8"
"0","","《<ITEM 15953>》は、魔物が活発に
活動する前である＜5時から10時＞の間、
通常より多くの地点から採掘可能だ
その時間を過ぎてしまうと魔物が掘り尽くしてしまい
採掘地点の数は通常通りとなるだろう","《<ITEM 15953>》は、魔物が活発に
活動する前である＜5時から10時＞の間、
通常より多くの地点から採掘可能だ
その時間を過ぎてしまうと魔物が掘り尽くしてしまい
採掘地点の数は通常通りとなるだろう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","9"
"0","","あぁ――貴君らを信用していない訳ではないが
今回の成果の証として
《<ITEM 15953>》を＜5＞個
このキアランの元に持ってきてくれるよう頼む","あぁ――貴君らを信用していない訳ではないが
今回の成果の証として
《<ITEM 15953>》を＜5＞個
このキアランの元に持ってきてくれるよう頼む","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","10"
"0","","《<ITEM 15953>》は、＜5時から10時＞の
朝の間のみ多くの地点から採掘することができる
魔物に採り尽くされる前に、こちらが
できる限り採掘しておいてほしいのだ","《<ITEM 15953>》は、＜5時から10時＞の
朝の間のみ多くの地点から採掘することができる
魔物に採り尽くされる前に、こちらが
できる限り採掘しておいてほしいのだ","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","11"
"0","","採掘が終わったら
《<ITEM 15953>》を＜5＞個持ってきてくれ
もちろん、それを証として報酬を支払おう","採掘が終わったら
《<ITEM 15953>》を＜5＞個持ってきてくれ
もちろん、それを証として報酬を支払おう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","12"
"0","","ふむ、たくさん採掘してくれたようだな
これでしばらくは村周辺に
魔物が巣食うこともないだろう","ふむ、たくさん採掘してくれたようだな
これでしばらくは村周辺に
魔物が巣食うこともないだろう","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","13"
"0","","先祖から代々受け継いできたキンガルの土地を
異国の者の手に委ねるのは、いささか不安では
あったが――貴君ほどの実績がある者ならば
そう心配することもなかったな","先祖から代々受け継いできたキンガルの土地を
異国の者の手に委ねるのは、いささか不安では
あったが――貴君ほどの実績がある者ならば
そう心配することもなかったな","ui\00_message\quest\q21017005.gmd","\quest\q21017005.arc","q21017005.arc","14"
"0","","《晴天》のため《キンガル峡谷》の《渓谷鉱石》の採取量が増加しました","《晴天》のため《キンガル峡谷》の《渓谷鉱石》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21017005.gmd","\quest\q21017005.arc","q21017005.arc","0"
"0","","《晴天》が終了したため《キンガル峡谷》の《渓谷鉱石》の採取量が通常に戻りました","《晴天》が終了したため《キンガル峡谷》の《渓谷鉱石》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21017005.gmd","\quest\q21017005.arc","q21017005.arc","1"
"0","q21017006_00_562","【時限採取】晴天の採宝道","【時限採取】晴天の採宝道","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","0"
"1","q21017006_00_562","【時限採取クエスト：晴天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：晴天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","1"
"2","q21017006_00_562","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","2"
"3","q21017006_00_562","この土地の宝石は本当に見事だな！
さっき掘ろうとしたら、
それを見て怒ったフィンダム人に
槍で突かれそうになったが――
地元へ戻ってこれを売れば、相当儲かりそうだぜ","この土地の宝石は本当に見事だな！
さっき掘ろうとしたら、
それを見て怒ったフィンダム人に
槍で突かれそうになったが――
地元へ戻ってこれを売れば、相当儲かりそうだぜ","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","3"
"4","q21017006_00_1252","＜晴天＞時にパーティメンバーを拠点内に集める","＜晴天＞時にパーティメンバーを拠点内に集める","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","4"
"5","q21017006_00_1239","＜晴天＞時に依頼者から詳細を聞く","＜晴天＞時に依頼者から詳細を聞く","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","5"
"6","q21017006_00_1246","＜晴天＞の間に<AREA 17>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","＜晴天＞の間に<AREA 17>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","6"
"7","q21017006_00_1233","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","ui\00_message\quest_info\q21017006_00.gmd","\quest\q21017006.arc","q21017006.arc","7"
"0","","<AREA 17>フィールドの《<ITEM 15955>》を採取できる採取ポイントの数が増えました
＜晴天＞の間にたくさん採取し、納品しましょう","<AREA 17>フィールドの《<ITEM 15955>》を採取できる採取ポイントの数が増えました
＜晴天＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","0"
"0","","＜晴天＞が終了したため、<AREA 17>フィールドの
《<ITEM 15955>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜晴天＞が終了したため、<AREA 17>フィールドの
《<ITEM 15955>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","1"
"0","","ついに遺跡の封印は解かれてしまった――
今まで我々は、古代文明に畏敬の念を抱いていたが
もはや、それだけではすまされない状況だ","ついに遺跡の封印は解かれてしまった――
今まで我々は、古代文明に畏敬の念を抱いていたが
もはや、それだけではすまされない状況だ","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","2"
"0","","しかし我々は、貴君らにこの村の命運を
託すと決めたのだ
よって――貴君らの旅路が少しでも
楽になるよう、協力させてもらおう","しかし我々は、貴君らにこの村の命運を
託すと決めたのだ
よって――貴君らの旅路が少しでも
楽になるよう、協力させてもらおう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","3"
"0","","このキンガルには旧文明の頃から
崇められてきた《<ITEM 15955>》という宝石がある
それは非常に美しく、キンガルが誇る
多彩な鉱石の中でも最上の品","このキンガルには旧文明の頃から
崇められてきた《<ITEM 15955>》という宝石がある
それは非常に美しく、キンガルが誇る
多彩な鉱石の中でも最上の品","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","4"
"0","","それを特にたくさん採掘できる条件と
場所をお伝えしよう
興味があるならば＜晴天＞時に
採掘を希望する全員で、この拠点に集まってくれ","それを特にたくさん採掘できる条件と
場所をお伝えしよう
興味があるならば＜晴天＞時に
採掘を希望する全員で、この拠点に集まってくれ","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","5"
"0","","このキンガルには旧文明の頃から
崇められてきた《<ITEM 15955>》という宝石がある
それは非常に美しく、キンガルが誇る
多彩な鉱石の中でも最上の品","このキンガルには旧文明の頃から
崇められてきた《<ITEM 15955>》という宝石がある
それは非常に美しく、キンガルが誇る
多彩な鉱石の中でも最上の品","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","6"
"0","","特にたくさん採掘するための
条件と場所をお伝えしよう――
＜晴天＞になったら採掘を希望する全員を
この拠点内に集めてくれ","特にたくさん採掘するための
条件と場所をお伝えしよう――
＜晴天＞になったら採掘を希望する全員を
この拠点内に集めてくれ","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","7"
"0","","採掘に向かう者はこれで全員だろうか？
――よし、では説明しよう
かの宝石《<ITEM 15955>》は＜晴天＞時にのみ
より多くの地点から採掘できる特性がある","採掘に向かう者はこれで全員だろうか？
――よし、では説明しよう
かの宝石《<ITEM 15955>》は＜晴天＞時にのみ
より多くの地点から採掘できる特性がある","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","8"
"0","","だが、その時を逃せば採掘地点の数は
元に戻ってしまうため
天候には十分気を付けられよ","だが、その時を逃せば採掘地点の数は
元に戻ってしまうため
天候には十分気を付けられよ","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","9"
"0","","かの宝石は村の重要な交易品ともなっている
もし首尾よく大量に採掘できたなら
＜5＞個ほどこの村への納品を頼みたい
当然、その分の礼はさせてもらおう","かの宝石は村の重要な交易品ともなっている
もし首尾よく大量に採掘できたなら
＜5＞個ほどこの村への納品を頼みたい
当然、その分の礼はさせてもらおう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","10"
"0","","もし質の良い《<ITEM 15955>》を
大量採掘するならば、＜晴天＞の間に行くべきだ
その時を逃せば、採取地点数は普段通りに戻ってしまう","もし質の良い《<ITEM 15955>》を
大量採掘するならば、＜晴天＞の間に行くべきだ
その時を逃せば、採取地点数は普段通りに戻ってしまう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","11"
"0","","＜晴天＞の間、採掘に励んだ後は
このグリンデュア・セントラムまで
＜5＞個ほど納品を頼みたい
当然、その分の礼はさせてもらおう","＜晴天＞の間、採掘に励んだ後は
このグリンデュア・セントラムまで
＜5＞個ほど納品を頼みたい
当然、その分の礼はさせてもらおう","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","12"
"0","","おぉ、随分とたくさん採る事ができたようだな
それだけあれば、売って資金とするにせよ
武具の作成に使うにせよ十分なはず
――デーモン討伐の件、心に留め置いてほしい","おぉ、随分とたくさん採る事ができたようだな
それだけあれば、売って資金とするにせよ
武具の作成に使うにせよ十分なはず
――デーモン討伐の件、心に留め置いてほしい","ui\00_message\quest\q21017006.gmd","\quest\q21017006.arc","q21017006.arc","13"
"0","","《朝》のため《キンガル峡谷》の《渓谷宝石》の採取量が増加しました","《朝》のため《キンガル峡谷》の《渓谷宝石》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21017006.gmd","\quest\q21017006.arc","q21017006.arc","0"
"0","","《朝》が終了したため《キンガル峡谷》の《渓谷宝石》の採取量が通常に戻りました","《朝》が終了したため《キンガル峡谷》の《渓谷宝石》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21017006.gmd","\quest\q21017006.arc","q21017006.arc","1"
"0","q21017007_00_563","【宝飾の扉】異形たちの挽歌","【宝飾の扉】異形たちの挽歌","ui\00_message\quest_info\q21017007_00.gmd","\quest\q21017007.arc","q21017007.arc","0"
"1","q21017007_00_563","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","ui\00_message\quest_info\q21017007_00.gmd","\quest\q21017007.arc","q21017007.arc","1"
"2","q21017007_00_563","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","ui\00_message\quest_info\q21017007_00.gmd","\quest\q21017007.arc","q21017007.arc","2"
"3","q21017007_00_563","この世の物とは思えないものを見た！
醜い醜い魔物だ――
誰が見たってそう思うだろうさ
きっと醜いと言われ続けて来たんだろう
そう考えると――なんだか気の毒に思えてきたよ","この世の物とは思えないものを見た！
醜い醜い魔物だ――
誰が見たってそう思うだろうさ
きっと醜いと言われ続けて来たんだろう
そう考えると――なんだか気の毒に思えてきたよ","ui\00_message\quest_info\q21017007_00.gmd","\quest\q21017007.arc","q21017007.arc","3"
"4","q21017007_00_1170","遭遇した凶悪な魔物を討伐する","遭遇した凶悪な魔物を討伐する","ui\00_message\quest_info\q21017007_00.gmd","\quest\q21017007.arc","q21017007.arc","4"
"0","q21017008_00_564","長考の種","長考の種","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","0"
"1","q21017008_00_564","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","1"
"2","q21017008_00_564","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","2"
"3","q21017008_00_564","あぁ、なんてこと――
このキンガルにまで
ついに侵食の魔の手が及ぶなんて！
もう駄目よ、お仕舞だわ――
ここもモローのようになってしまうんだわ","あぁ、なんてこと――
このキンガルにまで
ついに侵食の魔の手が及ぶなんて！
もう駄目よ、お仕舞だわ――
ここもモローのようになってしまうんだわ","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","3"
"4","q21017008_00_1222","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","4"
"5","q21017008_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","5"
"6","q21017008_00_1223","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","6"
"7","q21017008_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","7"
"8","q21017008_00_1224","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","8"
"9","q21017008_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","9"
"10","q21017008_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21017008_00.gmd","\quest\q21017008.arc","q21017008.arc","10"
"0","","あ、覚者さん、この間はありがとう！
初めてお話した他の村の人だったから――
助けてくれて、本当にホッとしたの","あ、覚者さん、この間はありがとう！
初めてお話した他の村の人だったから――
助けてくれて、本当にホッとしたの","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","0"
"0","","だけどね――また族長のキアランさんが
何か考え込んでるみたい
最近開いた《<STG 829>》のことだって","だけどね――また族長のキアランさんが
何か考え込んでるみたい
最近開いた《<STG 829>》のことだって","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","1"
"0","","シェナさんが文句言ってたの――
「考え出すと他の仕事が手につかなくて困る」って
族長が決めなきゃいけないこと、いっぱいあるのに","シェナさんが文句言ってたの――
「考え出すと他の仕事が手につかなくて困る」って
族長が決めなきゃいけないこと、いっぱいあるのに","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","2"
"0","","――ってマヴェイルさんが怒ってたんだけどね
ね、覚者さま――
族長の悩みの種を
解決してあげられない？","――ってマヴェイルさんが怒ってたんだけどね
ね、覚者さま――
族長の悩みの種を
解決してあげられない？","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","3"
"0","","多分、《<STG 829>》の方に
また魔物がいっぱいいるんだと思うの
覚者さま――おねがいしてもいい？","多分、《<STG 829>》の方に
また魔物がいっぱいいるんだと思うの
覚者さま――おねがいしてもいい？","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","4"
"0","","キアランさんの悩みの種を
解決してあげられないかな？
多分、《<STG 829>》の方に
また魔物がいっぱいいるんだと思うの","キアランさんの悩みの種を
解決してあげられないかな？
多分、《<STG 829>》の方に
また魔物がいっぱいいるんだと思うの","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","5"
"0","","あのね――ないしょのおはなしだけど
キアランさん、ときどき考え込みながら
いびきをかいていることがあるの！","あのね――ないしょのおはなしだけど
キアランさん、ときどき考え込みながら
いびきをかいていることがあるの！","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","6"
"0","","疲れてるのかな――
一番えらい人って、やっぱり大変なんだね","疲れてるのかな――
一番えらい人って、やっぱり大変なんだね","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","7"
"0","","あ、覚者さん！
本当に魔物をやっつけてきてくれたんだね
ありがとう","あ、覚者さん！
本当に魔物をやっつけてきてくれたんだね
ありがとう","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","8"
"0","","これでそのうち、キアランさんも
考え込むのをやめると思うの
シェナさんも文句を言わなくなるし
マヴェイルさんも怒らなくなると思う！","これでそのうち、キアランさんも
考え込むのをやめると思うの
シェナさんも文句を言わなくなるし
マヴェイルさんも怒らなくなると思う！","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","9"
"0","","わたしも覚者さんみたいに、
村の役に立ちたいけれど――
なにかできることはないかなぁ","わたしも覚者さんみたいに、
村の役に立ちたいけれど――
なにかできることはないかなぁ","ui\00_message\quest\q21017008.gmd","\quest\q21017008.arc","q21017008.arc","10"
"0","q21017009_00_565","明日を担う瞳","明日を担う瞳","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","0"
"1","q21017009_00_565","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","1"
"2","q21017009_00_565","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","2"
"3","q21017009_00_565","羽の生えた魔物の美しい歌声に
聞き惚れていると――
いつのまにか背後に立っていた
巨大な魔物に――ズドン！
とやられるって噂だ――気ぃ付けろよ","羽の生えた魔物の美しい歌声に
聞き惚れていると――
いつのまにか背後に立っていた
巨大な魔物に――ズドン！
とやられるって噂だ――気ぃ付けろよ","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","3"
"4","q21017009_00_1222","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","4"
"5","q21017009_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","5"
"6","q21017009_00_1223","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","6"
"7","q21017009_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","7"
"8","q21017009_00_1224","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","8"
"9","q21017009_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","9"
"10","q21017009_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21017009_00.gmd","\quest\q21017009.arc","q21017009.arc","10"
"0","","あ、覚者さま！
つい最近、<NPC 4758>さんが寄ってくれてね
村の外のお話をしてくれたの！","あ、覚者さま！
つい最近、<NPC 4758>さんが寄ってくれてね
村の外のお話をしてくれたの！","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","0"
"0","","なんだか――とっても怖いことになってるのね
地震を起こす大きな竜や、侵食された人の話――
全部、本当なの？
村のすぐ周りにも、いっぱい悪魔がいるって","なんだか――とっても怖いことになってるのね
地震を起こす大きな竜や、侵食された人の話――
全部、本当なの？
村のすぐ周りにも、いっぱい悪魔がいるって","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","1"
"0","","わたし、村の外に出られないのがイヤだったの
だけど、村の中に居さえすれば安全なのは
本当はしあわせなことだったのね","わたし、村の外に出られないのがイヤだったの
だけど、村の中に居さえすれば安全なのは
本当はしあわせなことだったのね","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","2"
"0","","でもね、もう知っちゃったの
キンガルに悪魔がいるって――
覚者さま――<NPC 4758>さんの言う
怖い悪魔たちをやっつけてきてくれない？","でもね、もう知っちゃったの
キンガルに悪魔がいるって――
覚者さま――<NPC 4758>さんの言う
怖い悪魔たちをやっつけてきてくれない？","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","3"
"0","","確か《<STG 866>》までの道に
たくさんいたんだって
覚者さん――おねがい――","確か《<STG 866>》までの道に
たくさんいたんだって
覚者さん――おねがい――","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","4"
"0","","<NPC 4758>さんの言う怖い悪魔たちを
やっつけてきてほしいの
確か、《<STG 866>》までの道に
たくさんいたんだって","<NPC 4758>さんの言う怖い悪魔たちを
やっつけてきてほしいの
確か、《<STG 866>》までの道に
たくさんいたんだって","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","5"
"0","","わたし――悪魔が怖い――
外になんて出て大丈夫なのかな
大人になったら色々できるようになるのかなぁ
ねぇ覚者さんの子供のころは、どうだった？","わたし――悪魔が怖い――
外になんて出て大丈夫なのかな
大人になったら色々できるようになるのかなぁ
ねぇ覚者さんの子供のころは、どうだった？","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","6"
"0","","すごい、覚者さん
本当にやっつけてきてくれるなんて！
これでちょっとだけ、安心できたよ！","すごい、覚者さん
本当にやっつけてきてくれるなんて！
これでちょっとだけ、安心できたよ！","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","7"
"0","","わたし、やっぱり外のことをもっと知ったほうが
いいなって思ったの！
だって――外のことを知ったから、こうやって
覚者さんにお願いできたでしょ？","わたし、やっぱり外のことをもっと知ったほうが
いいなって思ったの！
だって――外のことを知ったから、こうやって
覚者さんにお願いできたでしょ？","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","8"
"0","","わたし、グリンデュアの村が好きだから――
もっと村の役に立つために
もっと外のことを知りたいな","わたし、グリンデュアの村が好きだから――
もっと村の役に立つために
もっと外のことを知りたいな","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","9"
"0","","――こんなこと言ってたら、
ナーヴさんに怒られちゃうかな？","――こんなこと言ってたら、
ナーヴさんに怒られちゃうかな？","ui\00_message\quest\q21017009.gmd","\quest\q21017009.arc","q21017009.arc","10"
"0","q21017010_00_566","冷徹なる獣道","冷徹なる獣道","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","0"
"1","q21017010_00_566","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","1"
"2","q21017010_00_566","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","2"
"3","q21017010_00_566","若者たちは、村の外の話ばかりするけど
アイツらに見せてやりたいよ
村の外に蔓延る、恐ろしい魔物を――
言葉なんか通じない、冷たくて残忍なあの魔物
きっと、村どころか家からも出たくなくなるはずさ","若者たちは、村の外の話ばかりするけど
アイツらに見せてやりたいよ
村の外に蔓延る、恐ろしい魔物を――
言葉なんか通じない、冷たくて残忍なあの魔物
きっと、村どころか家からも出たくなくなるはずさ","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","3"
"4","q21017010_00_1222","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","4"
"5","q21017010_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","5"
"6","q21017010_00_1223","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","6"
"7","q21017010_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","7"
"8","q21017010_00_1224","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","8"
"9","q21017010_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","9"
"10","q21017010_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21017010_00.gmd","\quest\q21017010.arc","q21017010.arc","10"
"0","","あんた！　マヴェイルの兄貴が言ってた人だろ？
兄貴に手放しで褒められるなんて、すごいよな
ま、当然か
あのデーモンを倒しちゃうんだもんな","あんた！　マヴェイルの兄貴が言ってた人だろ？
兄貴に手放しで褒められるなんて、すごいよな
ま、当然か
あのデーモンを倒しちゃうんだもんな","ui\00_message\quest\q21017010.gmd","\quest\q21017010.arc","q21017010.arc","0"
