"2","q21000083_00_363","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21000083_00.gmd","\quest\q21000083.arc","q21000083.arc","2"
"0","0","《<STG 827>》方面に侵攻してきた魔物と
その本隊を、根城ごと壊滅させてきてほしいんだ
あんたに勝る戦士は、今のダナにはいないから――","《<STG 827>》方面に侵攻してきた魔物と
その本隊を、根城ごと壊滅させてきてほしいんだ
あんたに勝る戦士は、今のダナにはいないから――","ui\00_message\quest\q21015002.gmd","\quest\q21015002.arc","q21015002.arc","5"
"0","0","先日の水路侵攻との関わりを指摘する者もいるけど
真相ははっきりとは分からないのさ","先日の水路侵攻との関わりを指摘する者もいるけど
真相ははっきりとは分からないのさ","ui\00_message\quest\q21015002.gmd","\quest\q21015002.arc","q21015002.arc","6"
"0","0","しかし、だとすれば――
なおさら、あんたに決着をつけてもらうことが
皆の納得のいく幕引きに繋がると思うよ","しかし、だとすれば――
なおさら、あんたに決着をつけてもらうことが
皆の納得のいく幕引きに繋がると思うよ","ui\00_message\quest\q21015002.gmd","\quest\q21015002.arc","q21015002.arc","7"
"0","0","ありがとう――
村の者皆があんたに大きな借りを作ったね","ありがとう――
村の者皆があんたに大きな借りを作ったね","ui\00_message\quest\q21015002.gmd","\quest\q21015002.arc","q21015002.arc","8"
"0","0","未だ認めようとしない者もいるかも知れないけど――
あたしがよっく言い聞かせておくよ
あんたの武勇をさ","未だ認めようとしない者もいるかも知れないけど――
あたしがよっく言い聞かせておくよ
あんたの武勇をさ","ui\00_message\quest\q21015002.gmd","\quest\q21015002.arc","q21015002.arc","9"
"0","0","遠き地の子へ","遠き地の子へ","ui\00_message\quest_info\q21015003_00.gmd","\quest\q21015003.arc","q21015003.arc","0"
"1","1","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","ui\00_message\quest_info\q21015003_00.gmd","\quest\q21015003.arc","q21015003.arc","1"
"2","2","物資を必要としている人物が
<NAME AREA>から協力を求めている","物資を必要としている人物が
<NAME AREA>から協力を求めている","ui\00_message\quest_info\q21015003_00.gmd","\quest\q21015003.arc","q21015003.arc","2"
"3","3","ダナの人々は粗雑で荒々しいばかりと
思われているかもしれないが、
繊細で優しい村人もいる――数は少ないが
彼らのか細い声に、耳を傾けられるのは
おそらく、よそ者くらいのものだろう","ダナの人々は粗雑で荒々しいばかりと
思われているかもしれないが、
繊細で優しい村人もいる――数は少ないが
彼らのか細い声に、耳を傾けられるのは
おそらく、よそ者くらいのものだろう","ui\00_message\quest_info\q21015003_00.gmd","\quest\q21015003.arc","q21015003.arc","3"
"4","4","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q21015003_00.gmd","\quest\q21015003.arc","q21015003.arc","4"
"0","0","あら、覚者さん！
あの――もし良かったら、話を聞いてもらえない？
冒険者の人に依頼をしたいんだけど
やっぱり身分のしっかりしたアナタがいいかな、って","あら、覚者さん！
あの――もし良かったら、話を聞いてもらえない？
冒険者の人に依頼をしたいんだけど
やっぱり身分のしっかりしたアナタがいいかな、って","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","0"
"0","0","この仕事をしていると、色々な土地の
色々な旅人の話を聞けるんだけど――
そこである子供の話を聞いて、ずっと気になってるの
<AREA 16>の《<NPC 2607>》って子","この仕事をしていると、色々な土地の
色々な旅人の話を聞けるんだけど――
そこである子供の話を聞いて、ずっと気になってるの
<AREA 16>の《<NPC 2607>》って子","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","1"
"0","0","その子、とても寂しい状況にいるらしくて
魔物の仔といつも遊んでいるんだって！
危ないし、気の毒だし――
私、なんとか力になりたいって思ったわ","その子、とても寂しい状況にいるらしくて
魔物の仔といつも遊んでいるんだって！
危ないし、気の毒だし――
私、なんとか力になりたいって思ったわ","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","2"
"0","0","ねえ覚者さん、その子にプレゼントをあげたいの
心配している人がいる、ってことだけ伝えたくて！
プレゼントの調達と配達をお願いできる？","ねえ覚者さん、その子にプレゼントをあげたいの
心配している人がいる、ってことだけ伝えたくて！
プレゼントの調達と配達をお願いできる？","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","3"
"0","0","会ったことも無い人にプレゼント、なんて変かしら？
でも、どうしても気になるの――
仕事柄、人を放っておけない性分なのかも","会ったことも無い人にプレゼント、なんて変かしら？
でも、どうしても気になるの――
仕事柄、人を放っておけない性分なのかも","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","4"
"0","0","覚者さんならどこへでも行けるし
なんでもできるでしょ？
ね、お願い――
<AREA 16>の《<NPC 2607>》のためを思って！","覚者さんならどこへでも行けるし
なんでもできるでしょ？
ね、お願い――
<AREA 16>の《<NPC 2607>》のためを思って！","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","5"
"0","0","――はい
父なら、仕事で留守にしていますが――","――はい
父なら、仕事で留守にしていますが――","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","6"
"0","0","えぇっ！　僕にプレゼントですか？
ダナに知り合いはいないのに――","えぇっ！　僕にプレゼントですか？
ダナに知り合いはいないのに――","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","7"
"0","0","わ――こ、これくれるんですか？
嬉しいけど――一体、誰がこれを？","わ――こ、これくれるんですか？
嬉しいけど――一体、誰がこれを？","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","8"
"0","0","僕のことを心配してくれる人、ですか
わぁ、嬉しいな――！
トリンでも、ウルタンさんでもないんですよね
一体、誰なんだろう――","僕のことを心配してくれる人、ですか
わぁ、嬉しいな――！
トリンでも、ウルタンさんでもないんですよね
一体、誰なんだろう――","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","9"
"0","0","最近、仲良しだった友達がいなくなっちゃって
ちょっと落ち込んでたんですけど――
これを見たら、元気が出ました
きっとあの子も、元気にどこかで暮らしてますよね","最近、仲良しだった友達がいなくなっちゃって
ちょっと落ち込んでたんですけど――
これを見たら、元気が出ました
きっとあの子も、元気にどこかで暮らしてますよね","ui\00_message\quest\q21015003.gmd","\quest\q21015003.arc","q21015003.arc","10"
"0","0","未来を見据える瞳","未来を見据える瞳","ui\00_message\quest_info\q21015004_00.gmd","\quest\q21015004.arc","q21015004.arc","0"
"1","1","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","ui\00_message\quest_info\q21015004_00.gmd","\quest\q21015004.arc","q21015004.arc","1"
"2","2","物資を必要としている人物が
<NAME AREA>から協力を求めている","物資を必要としている人物が
<NAME AREA>から協力を求めている","ui\00_message\quest_info\q21015004_00.gmd","\quest\q21015004.arc","q21015004.arc","2"
"3","3","戦士なら誰もがアデルドナハさんの弟子に
なりたいと思っているんだ！
しかし、弟子になった者はごく僅か――
ああ、俺だって声がかかれば
いますぐに馳せ参じる覚悟なのになあ","戦士なら誰もがアデルドナハさんの弟子に
なりたいと思っているんだ！
しかし、弟子になった者はごく僅か――
ああ、俺だって声がかかれば
いますぐに馳せ参じる覚悟なのになあ","ui\00_message\quest_info\q21015004_00.gmd","\quest\q21015004.arc","q21015004.arc","3"
"4","4","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q21015004_00.gmd","\quest\q21015004.arc","q21015004.arc","4"
"0","0","ふん、噂は聞いている
タラスクの件について、お前が対応しているようだな
おかげで、俺は技の研鑚に集中できている――","ふん、噂は聞いている
タラスクの件について、お前が対応しているようだな
おかげで、俺は技の研鑚に集中できている――","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","0"
"0","0","何？　お前に頼むようなことなど、今は特に――
――いや、一つあったな
差支えなければ、一つ遣いを頼まれてはくれまいか","何？　お前に頼むようなことなど、今は特に――
――いや、一つあったな
差支えなければ、一つ遣いを頼まれてはくれまいか","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","1"
"0","0","モルフォールにいる青年《<NPC 2604>》――
彼の助けになる物を
俺の代わりに届けてやってほしい
そして、槍術に全てを注ぎ込む気はないか聞いてくれ","モルフォールにいる青年《<NPC 2604>》――
彼の助けになる物を
俺の代わりに届けてやってほしい
そして、槍術に全てを注ぎ込む気はないか聞いてくれ","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","2"
"0","0","日々の暮らしで鍛錬の余裕も無いようなのだ
余計な世話かもしれぬ事は承知の上だが
あの才を腐らせておくのは少々惜しい
――頼めるだろうか","日々の暮らしで鍛錬の余裕も無いようなのだ
余計な世話かもしれぬ事は承知の上だが
あの才を腐らせておくのは少々惜しい
――頼めるだろうか","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","3"
"0","0","モルフォールにいる青年《<NPC 2604>》――
彼に暮らしの助けとなる物を届けてほしい
少しでも、槍術に集中できるようにしてやりたいのだ","モルフォールにいる青年《<NPC 2604>》――
彼に暮らしの助けとなる物を届けてほしい
少しでも、槍術に集中できるようにしてやりたいのだ","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","4"
"0","0","他人の生活に口出しすることは滅多にないが
――野外鍛錬時に、偶然彼の者の動きを目にしてな
その時から気にはかけていたのだが――","他人の生活に口出しすることは滅多にないが
――野外鍛錬時に、偶然彼の者の動きを目にしてな
その時から気にはかけていたのだが――","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","5"
"0","0","ふう――こうも毎日毎日いろんな事があると
槍術の技を磨くのもままならないよね
もう少し、暮らしが落ち着くといいんだけど――","ふう――こうも毎日毎日いろんな事があると
槍術の技を磨くのもままならないよね
もう少し、暮らしが落ち着くといいんだけど――","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","6"
"0","0","わぁ、こんな素晴らしい物もらっていいのかい？
ありがとう、きっとみんな喜ぶよ
一体誰がこんな親切を――","わぁ、こんな素晴らしい物もらっていいのかい？
ありがとう、きっとみんな喜ぶよ
一体誰がこんな親切を――","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","7"
"0","0","えぇっ！
あ、あ、あのアデルドナハさんが！？
フィンダム一の槍士と名高い、あの人が
僕に目をかけてくれているのか？","えぇっ！
あ、あ、あのアデルドナハさんが！？
フィンダム一の槍士と名高い、あの人が
僕に目をかけてくれているのか？","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","8"
"0","0","弟子にしてもらえるかもなんて、夢みたいな話だ
そりゃあ、すっごく嬉しいけど――
村もこんな状態だ、中途半端な気持ちで取り組んでは
失望させてしまう――ううん、少し考えさせてくれ","弟子にしてもらえるかもなんて、夢みたいな話だ
そりゃあ、すっごく嬉しいけど――
村もこんな状態だ、中途半端な気持ちで取り組んでは
失望させてしまう――ううん、少し考えさせてくれ","ui\00_message\quest\q21015004.gmd","\quest\q21015004.arc","q21015004.arc","9"
"0","0","【時限採取】真昼の採草道","Time Restriction: Midday Harvest","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","0"
"1","1","【時限採取クエスト：11時から15時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：11時から15時（GT）】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","1"
"2","2","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","2"
"3","3","この辺りは、フィンダムの中でも実りが豊富な土地
それを力で守るために、ダナでは長い間武を
重んじてきたのだという一説もあるのよ
族長に認められるような武勇と貢献の実績があれば
よそ者でもその恩恵に与れるかもね","この辺りは、フィンダムの中でも実りが豊富な土地
それを力で守るために、ダナでは長い間武を
重んじてきたのだという一説もあるのよ
族長に認められるような武勇と貢献の実績があれば
よそ者でもその恩恵に与れるかもね","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","3"
"4","4","＜11時から15時＞の間にパーティメンバーを拠点内に集める","Gather party members in the camp from ""11 to 15 GT""","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","4"
"5","5","＜11時から15時＞の間に依頼者から詳細を聞く","Inquire details from the requester from ""11 to 15 GT""","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","5"
"6","6","＜11時から15時＞の間に<AREA 15>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞納品する","Obtain <SQDI NAME> x<SQDI NUM> at <AREA 15> from ""11 to 15 GT""","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","6"
"7","7","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","Deliver <SQDI NAME> x<SQDI NUM> to the Area Master","ui\00_message\quest_info\q21015005_00.gmd","\quest\q21015005.arc","q21015005.arc","7"
"0","0","<AREA 15>フィールドの《<ITEM 15944>》を採取できる採取ポイントの数が増えました
＜11時から15時＞の間にたくさん採取し、納品しましょう","<AREA 15>フィールドの《<ITEM 15944>》を採取できる採取ポイントの数が増えました
＜11時から15時＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","0"
"0","0","＜11時から15時＞の時間が終了したため、<AREA 15>フィールドの《<ITEM 15944>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜11時から15時＞の時間が終了したため、<AREA 15>フィールドの《<ITEM 15944>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","1"
"0","0","今年も《<ITEM 15944>》の季節が来たね！
あんたも採りに行きたいのかい？
――ふふ、よそ者だからって拒んだりしないさ
フィンダムの大地で、実りは全ての者に平等だからね","今年も《<ITEM 15944>》の季節が来たね！
あんたも採りに行きたいのかい？
――ふふ、よそ者だからって拒んだりしないさ
フィンダムの大地で、実りは全ての者に平等だからね","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","2"
"0","0","それじゃ、採集を許可するよ！
――ただし、いろいろ注意点があるんだ","それじゃ、採集を許可するよ！
――ただし、いろいろ注意点があるんだ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","3"
"0","0","太陽が最も高くなる＜11時から15時＞の間に
一度、採集に行く人を
この拠点内に全員集めてもらえる？","太陽が最も高くなる＜11時から15時＞の間に
一度、採集に行く人を
この拠点内に全員集めてもらえる？","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","4"
"0","0","《<ITEM 15944>》の採集に行く前に
注意点を話しておかなきゃいけないんだ","《<ITEM 15944>》の採集に行く前に
注意点を話しておかなきゃいけないんだ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","5"
"0","0","太陽が最も高くなる＜11時から15時＞の間に
一度、採集に行く人をこの拠点内に
全員集めてもらえる？","太陽が最も高くなる＜11時から15時＞の間に
一度、採集に行く人をこの拠点内に
全員集めてもらえる？","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","6"
"0","0","全員集まったようだね！　いい？
《<ITEM 15944>》は強い日差しが大好きだから
＜11時から15時＞が一番、良いのがたくさん採れる
採取地点の数も、その間はいつもより増えるのさ","全員集まったようだね！　いい？
《<ITEM 15944>》は強い日差しが大好きだから
＜11時から15時＞が一番、良いのがたくさん採れる
採取地点の数も、その間はいつもより増えるのさ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","7"
"0","0","ただし、その時間が終わると
採取地点の数は元に戻ってしまうから
気を付けるんだよ","ただし、その時間が終わると
採取地点の数は元に戻ってしまうから
気を付けるんだよ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","8"
"0","0","あぁ――そうそう、たくさん採ったら
＜５＞個ほど分けてもらえるとありがたいね
日用品の素材として、村で重宝されてるんだ
分けてくれたら少しだけど、お礼もするよ","あぁ――そうそう、たくさん採ったら
＜５＞個ほど分けてもらえるとありがたいね
日用品の素材として、村で重宝されてるんだ
分けてくれたら少しだけど、お礼もするよ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","9"
"0","0","《<ITEM 15944>》は＜11時から15時＞の間
いつもよりたくさんの場所から採集できるの
採る時に、大地に感謝するのを忘れないで","《<ITEM 15944>》は＜11時から15時＞の間
いつもよりたくさんの場所から採集できるの
採る時に、大地に感謝するのを忘れないで","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","10"
"0","0","たくさん採れたら、＜５＞個ほど
分けてもらえると助かるよ","たくさん採れたら、＜５＞個ほど
分けてもらえると助かるよ","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","11"
"0","0","あら、今年は特に大きく育ったんだねぇ
こんな良いの、分けてくれてありがとうね","あら、今年は特に大きく育ったんだねぇ
こんな良いの、分けてくれてありがとうね","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","12"
"0","0","近くのモルフォール村は侵食に
脅かされているそうだけど、ここはまだ
豊かな実りがある――感謝しないとね","近くのモルフォール村は侵食に
脅かされているそうだけど、ここはまだ
豊かな実りがある――感謝しないとね","ui\00_message\quest\q21015005.gmd","\quest\q21015005.arc","q21015005.arc","13"
"0","0","《曇天》のため《カルスト台地》の《カルスト草》の採取量が増加しました","《曇天》のため《カルスト台地》の《カルスト草》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21015005.gmd","\quest\q21015005.arc","q21015005.arc","0"
"0","0","《曇天》が終了したため《カルスト台地》の《カルスト草》の採取量が通常に戻りました","《曇天》が終了したため《カルスト台地》の《カルスト草》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21015005.gmd","\quest\q21015005.arc","q21015005.arc","1"
"0","0","【時限採取】曇天の採石道","Time Restriction: Cloudy Mining","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","0"
"1","1","【時限採取クエスト：曇天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","【時限採取クエスト：曇天】
エリアマスターから話を聞き
特定条件の間に採取を行い納品する","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","1"
"2","2","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","2"
"3","3","キンガルほどではないが
このファーラナでも鉱石の採掘量は多い
なのに、交易が盛んではない理由は
採れた鉱石のほとんどを、武具の精製に
使用してしまうからだとか――","キンガルほどではないが
このファーラナでも鉱石の採掘量は多い
なのに、交易が盛んではない理由は
採れた鉱石のほとんどを、武具の精製に
使用してしまうからだとか――","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","3"
"4","4","＜曇天＞時にパーティメンバーを拠点内に集める","Gather party members in the camp during ""Cloudy"" weather","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","4"
"5","5","＜曇天＞時に依頼者から詳細を聞く","Inquire details from the requester during ""Cloudy"" weather","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","5"
"6","6","＜曇天＞の間に<AREA 15>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する","Obtain <SQDI NAME> x<SQDI NUM> at <AREA 15> during ""Cloudy"" weather","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","6"
"7","7","エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する","Deliver <SQDI NAME> x<SQDI NUM> to the Area Master","ui\00_message\quest_info\q21015006_00.gmd","\quest\q21015006.arc","q21015006.arc","7"
"0","0","<AREA 15>フィールドの《<ITEM 15946>》を採取できる採取ポイントの数が増えました
＜曇天＞の間にたくさん採取し、納品しましょう","<AREA 15>フィールドの《<ITEM 15946>》を採取できる採取ポイントの数が増えました
＜曇天＞の間にたくさん採取し、納品しましょう","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","0"
"0","0","＜曇天＞が終了したため、<AREA 15>フィールドの
《<ITEM 15946>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","＜曇天＞が終了したため、<AREA 15>フィールドの
《<ITEM 15946>》の採取ポイント数が通常に戻りました
納品し、クエストを終了しましょう","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","1"
"0","0","ああ、覚者さん！　いつも世話になってるね
やれ遺跡に行け、やれ水路に行けと忙しく働かせて――
今日は、あんたにお礼がてら
良い話を聞かせてやろうと思ってね","ああ、覚者さん！　いつも世話になってるね
やれ遺跡に行け、やれ水路に行けと忙しく働かせて――
今日は、あんたにお礼がてら
良い話を聞かせてやろうと思ってね","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","2"
"0","0","《<ITEM 15946>》は知っているかい？
この平原でのみ採れる貴重な鉱石なんだけど――
もっとたくさん掘れるように手配しておいてあげたよ","《<ITEM 15946>》は知っているかい？
この平原でのみ採れる貴重な鉱石なんだけど――
もっとたくさん掘れるように手配しておいてあげたよ","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","3"
"0","0","ただ、悪いんだけど――枯渇させる訳にはいかないから
採掘にあたって、縛りを設けさせてもらった
それでもひとたび掘れば、両手に持ちきれないほど
採掘できるはずだよ","ただ、悪いんだけど――枯渇させる訳にはいかないから
採掘にあたって、縛りを設けさせてもらった
それでもひとたび掘れば、両手に持ちきれないほど
採掘できるはずだよ","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","4"
"0","0","興味は――あるようだね
詳しい話が聞きたいなら、天気が＜曇天＞の間に
採掘に行くお仲間を全員
一度、この拠点内に集めてもらえる？","興味は――あるようだね
詳しい話が聞きたいなら、天気が＜曇天＞の間に
採掘に行くお仲間を全員
一度、この拠点内に集めてもらえる？","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","5"
"0","0","《<ITEM 15946>》の採集に行く前に、
注意点をよく聞いておくんだよ！","《<ITEM 15946>》の採集に行く前に、
注意点をよく聞いておくんだよ！","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","6"
"0","0","その前に――＜曇天＞の間に一度、
採集に行くお仲間を全員
この拠点内に集めてもらえる？","その前に――＜曇天＞の間に一度、
採集に行くお仲間を全員
この拠点内に集めてもらえる？","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","7"
"0","0","全員集まったようだね！　いい？
《<ITEM 15946>》は＜曇天＞の間だけ
より多くの地点から採れるようになっているんだ
縛り、っていうのはこのことさ","全員集まったようだね！　いい？
《<ITEM 15946>》は＜曇天＞の間だけ
より多くの地点から採れるようになっているんだ
縛り、っていうのはこのことさ","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","8"
"0","0","それが終わったら、元に戻ってしまうのさ
だからたくさん採掘したけりゃ、
＜曇天＞の間に済ませておくことだね","それが終わったら、元に戻ってしまうのさ
だからたくさん採掘したけりゃ、
＜曇天＞の間に済ませておくことだね","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","9"
"0","0","あぁ――そうそう、たくさん採ったら
＜５＞個ほど分けてもらえるかい？
あの鉱石を採りに行くのはなかなか危険でね――
分けてくれたら少しだけど、お礼をするよ","あぁ――そうそう、たくさん採ったら
＜５＞個ほど分けてもらえるかい？
あの鉱石を採りに行くのはなかなか危険でね――
分けてくれたら少しだけど、お礼をするよ","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","10"
"0","0","＜曇天＞の間は《<ITEM 15946>》が
いつもより多くの地点から採集できるよ
採る時には、大地に感謝するのを忘れないで
そうすれば、きっとまた豊富な恵みが与えられるはず","＜曇天＞の間は《<ITEM 15946>》が
いつもより多くの地点から採集できるよ
採る時には、大地に感謝するのを忘れないで
そうすれば、きっとまた豊富な恵みが与えられるはず","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","11"
"0","0","もしたくさん採れたら、＜５＞つほど
分けておくれよ
ちゃんとその分、お礼はするからね","もしたくさん採れたら、＜５＞つほど
分けておくれよ
ちゃんとその分、お礼はするからね","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","12"
"0","0","あら、分けてくれてありがとう
――今まで教えてあげられなくて、悪かったね
このファーラナ平原でしか採れないものだから、
際限なく採られるとすぐに枯渇しちまうからさ","あら、分けてくれてありがとう
――今まで教えてあげられなくて、悪かったね
このファーラナ平原でしか採れないものだから、
際限なく採られるとすぐに枯渇しちまうからさ","ui\00_message\quest\q21015006.gmd","\quest\q21015006.arc","q21015006.arc","13"
"0","0","《夜》のため《カルスト台地》の《カルスト鉱石》の採取量が増加しました","《夜》のため《カルスト台地》の《カルスト鉱石》の採取量が増加しました","ui\00_message\examine_message\quest\quest_examine_q21015006.gmd","\quest\q21015006.arc","q21015006.arc","0"
"0","0","《夜》が終了したため《カルスト台地》の《カルスト鉱石》の採取量が通常に戻りました","《夜》が終了したため《カルスト台地》の《カルスト鉱石》の採取量が通常に戻りました","ui\00_message\examine_message\quest\quest_examine_q21015006.gmd","\quest\q21015006.arc","q21015006.arc","1"
"0","0","【昌石の扉】無慈悲なる鋼爪","Door of Gemstones: Cruel Steel Claws","ui\00_message\quest_info\q21015007_00.gmd","\quest\q21015007.arc","q21015007.arc","0"
"1","1","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","ui\00_message\quest_info\q21015007_00.gmd","\quest\q21015007.arc","q21015007.arc","1"
"2","2","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","ui\00_message\quest_info\q21015007_00.gmd","\quest\q21015007.arc","q21015007.arc","2"
"3","3","ファーラナにはダナの戦士のように
猛々しく強靭な魔物が多いのです
魔物に追われるから戦士が強くなったのか
戦士に追われるから魔物が強くなったのか
それは、誰にも分かりません――","ファーラナにはダナの戦士のように
猛々しく強靭な魔物が多いのです
魔物に追われるから戦士が強くなったのか
戦士に追われるから魔物が強くなったのか
それは、誰にも分かりません――","ui\00_message\quest_info\q21015007_00.gmd","\quest\q21015007.arc","q21015007.arc","3"
"4","4","遭遇した凶悪な魔物を討伐する","Defeat the encountered fiendish demons","ui\00_message\quest_info\q21015007_00.gmd","\quest\q21015007.arc","q21015007.arc","4"
"0","0","弱腰の矜持","Pride of the Weak","ui\00_message\quest_info\q21015008_00.gmd","\quest\q21015008.arc","q21015008.arc","0"
