"0","","異質なる大石塊、アーク
おそらくこれは、この地にあってはならぬもの","異質なる大石塊、アーク
おそらくこれは、この地にあってはならぬもの","ui\00_message\pawn\talk\stage\feature3014\persona04.gmd","\pw_talk\pt_feature3014_persona04.arc","pt_feature3014_persona04.arc","4"
"0","0","有用なものがあれば、入手を","有用なものがあれば、入手を","ui\00_message\pawn\talk\stage\feature3033\persona04.gmd","\pw_talk\pt_feature3033_persona04.arc","pt_feature3033_persona04.arc","4"
"0","0","十分周囲に警戒を
錬魔の気配を複数確認","十分周囲に警戒を
錬魔の気配を複数確認","ui\00_message\pawn\talk\stage\feature3033\persona04.gmd","\pw_talk\pt_feature3033_persona04.arc","pt_feature3033_persona04.arc","5"
"0","0","禁忌の伝承に謳われし黄金郷――！
覚者殿と共に、この景色を目の当たりに
できること、従者として身に余る光栄","禁忌の伝承に謳われし黄金郷――！
覚者殿と共に、この景色を目の当たりに
できること、従者として身に余る光栄","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","0"
"0","0","この地には、現在のレスタニアから失われた
力と技術が遺されているようです
もっともそれをどうするかは、貴方さま次第かと","この地には、現在のレスタニアから失われた
力と技術が遺されているようです
もっともそれをどうするかは、貴方さま次第かと","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","1"
"0","0","いたるところに金細工
豪華絢爛そのものですが
いささか落ち着きませんね","いたるところに金細工
豪華絢爛そのものですが
いささか落ち着きませんね","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","2"
"0","0","まだ使えそうな遺物や宝箱も
探せばそれなりにありそうですね","まだ使えそうな遺物や宝箱も
探せばそれなりにありそうですね","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","3"
"0","0","ご注意を、覚者さま
ここは錬魔の温床です
どこから飛び出すやら知れたものではありません","ご注意を、覚者さま
ここは錬魔の温床です
どこから飛び出すやら知れたものではありません","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","4"
"0","0","こういった探索は、冒険譚には必要な一幕
さぁ行く手の魔物を倒し、進みましょう","こういった探索は、冒険譚には必要な一幕
さぁ行く手の魔物を倒し、進みましょう","ui\00_message\pawn\talk\stage\feature3033\persona05.gmd","\pw_talk\pt_feature3033_persona05.arc","pt_feature3033_persona05.arc","5"
"0","0","すごいですよ、覚者さま！
あちこちが金でできてます
きらきらしすぎて眩しいです――！","すごいですよ、覚者さま！
あちこちが金でできてます
きらきらしすぎて眩しいです――！","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","0"
"0","0","この土地、浮いてるんですよね――？
もし飛び降りたら、あのメルゴダの大穴まで
落ちちゃうんでしょうか","この土地、浮いてるんですよね――？
もし飛び降りたら、あのメルゴダの大穴まで
落ちちゃうんでしょうか","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","1"
"0","0","錬金術、きちんと使えば
すごく役立ちそうなのになぁ！
クラフトにも便利そうだし","錬金術、きちんと使えば
すごく役立ちそうなのになぁ！
クラフトにも便利そうだし","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","2"
"0","0","宝箱とか道具とかいい素材とか
あったら全部持って帰りましょう！","宝箱とか道具とかいい素材とか
あったら全部持って帰りましょう！","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","3"
"0","0","どこから何が襲ってきても
きっとぼくがお守りしますね！","どこから何が襲ってきても
きっとぼくがお守りしますね！","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","4"
"0","0","気を付けてくださいね！
また改造された怪物が飛び掛かって
くるかもしれません","気を付けてくださいね！
また改造された怪物が飛び掛かって
くるかもしれません","ui\00_message\pawn\talk\stage\feature3033\persona06.gmd","\pw_talk\pt_feature3033_persona06.arc","pt_feature3033_persona06.arc","5"
"0","0","なるほど、黄金郷と言われるだけありますよ
どこを見てもピカピカしてやがる
どれだけの金を使ってんでしょう","なるほど、黄金郷と言われるだけありますよ
どこを見てもピカピカしてやがる
どれだけの金を使ってんでしょう","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","0"
"0","0","あんまり端っこにゃ行かない方が
よさそうですね
こんな高さから墜落したら洒落になりません","あんまり端っこにゃ行かない方が
よさそうですね
こんな高さから墜落したら洒落になりません","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","1"
"0","0","改造魔獣どもがうようよしていやがる
昔は兵士代わりだったのかもしれませんが
メルゴダの連中は気味悪かぁないんでしょうか","改造魔獣どもがうようよしていやがる
昔は兵士代わりだったのかもしれませんが
メルゴダの連中は気味悪かぁないんでしょうか","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","2"
"0","0","覚者さま、気ぃ付けてくださいよ
他所見して、出会いがしらに攻撃されちゃ
たまりません","覚者さま、気ぃ付けてくださいよ
他所見して、出会いがしらに攻撃されちゃ
たまりません","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","3"
"0","0","使えそうなものは持って行きましょう
上等なアイテムや宝なんかもありそうですぜ","使えそうなものは持って行きましょう
上等なアイテムや宝なんかもありそうですぜ","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","4"
"0","0","まずは内部をきっちり検めましょう
なんと言っても、ここぁ災厄の地メルゴダですから","まずは内部をきっちり検めましょう
なんと言っても、ここぁ災厄の地メルゴダですから","ui\00_message\pawn\talk\stage\feature3033\persona07.gmd","\pw_talk\pt_feature3033_persona07.arc","pt_feature3033_persona07.arc","5"
"0","0","すごい高さ――
この真下は、あの《メルゴダの深淵》、
大地の傷跡ですね","すごい高さ――
この真下は、あの《メルゴダの深淵》、
大地の傷跡ですね","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","0"
"0","0","黄金郷――本当に煌びやかね。マスター
でもこの黄金、本物なのかしら？
それとも錬金術で造った別物なのかしら","黄金郷――本当に煌びやかね。マスター
でもこの黄金、本物なのかしら？
それとも錬金術で造った別物なのかしら","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","1"
"0","0","メルゴダが再び顕現したけれど
ここはもう一度レスタニアに戻るのかしら
ねぇマスター、どう思われます？","メルゴダが再び顕現したけれど
ここはもう一度レスタニアに戻るのかしら
ねぇマスター、どう思われます？","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","2"
"0","0","マスター、注意してね
錬金術の魔物がどこから来るか分からないし","マスター、注意してね
錬金術の魔物がどこから来るか分からないし","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","3"
"0","0","せっかくだし、見つけたアイテムは
もらっておきましょう
高価な品が手に入るかも","せっかくだし、見つけたアイテムは
もらっておきましょう
高価な品が手に入るかも","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","4"
"0","0","マスター、広くて迷いやすいから
目的の場所は地図で確認しながら
行きましょう","マスター、広くて迷いやすいから
目的の場所は地図で確認しながら
行きましょう","ui\00_message\pawn\talk\stage\feature3033\persona08.gmd","\pw_talk\pt_feature3033_persona08.arc","pt_feature3033_persona08.arc","5"
"0","0","覚者さま、足元にお気をつけください！
一体どれほど深さがあるものか見当もつきません","覚者さま、足元にお気をつけください！
一体どれほど深さがあるものか見当もつきません","ui\00_message\pawn\talk\stage\feature3034\persona01.gmd","\pw_talk\pt_feature3034_persona01.arc","pt_feature3034_persona01.arc","0"
"0","0","ここは《芯なる樹》に抱かれた塔の
最上部のようです","ここは《芯なる樹》に抱かれた塔の
最上部のようです","ui\00_message\pawn\talk\stage\feature3034\persona01.gmd","\pw_talk\pt_feature3034_persona01.arc","pt_feature3034_persona01.arc","1"
"0","0","この舞い上がっているものは
一体何なのでしょう――","この舞い上がっているものは
一体何なのでしょう――","ui\00_message\pawn\talk\stage\feature3034\persona01.gmd","\pw_talk\pt_feature3034_persona01.arc","pt_feature3034_persona01.arc","2"
"0","0","か、覚者さま！　
ここ、すごく深い穴に囲まれてます
落ちないようにしないと――！","か、覚者さま！　
ここ、すごく深い穴に囲まれてます
落ちないようにしないと――！","ui\00_message\pawn\talk\stage\feature3034\persona02.gmd","\pw_talk\pt_feature3034_persona02.arc","pt_feature3034_persona02.arc","0"
"0","0","《芯なる樹》の中の塔
その一番高いところなんですね――","《芯なる樹》の中の塔
その一番高いところなんですね――","ui\00_message\pawn\talk\stage\feature3034\persona02.gmd","\pw_talk\pt_feature3034_persona02.arc","pt_feature3034_persona02.arc","1"
"0","0","ゴホッ、ここ――
ちょっと息苦しいですね
この黒いもののせいでしょうか","ゴホッ、ここ――
ちょっと息苦しいですね
この黒いもののせいでしょうか","ui\00_message\pawn\talk\stage\feature3034\persona02.gmd","\pw_talk\pt_feature3034_persona02.arc","pt_feature3034_persona02.arc","2"
"0","0","マスター！　くれぐれも足元にご注意を
周囲は足場がありません
底も見えないほどの深さです","マスター！　くれぐれも足元にご注意を
周囲は足場がありません
底も見えないほどの深さです","ui\00_message\pawn\talk\stage\feature3034\persona03.gmd","\pw_talk\pt_feature3034_persona03.arc","pt_feature3034_persona03.arc","0"
"0","0","天井が抜けているおかげで
《芯なる樹》の葉がよく見えますね、マスター","天井が抜けているおかげで
《芯なる樹》の葉がよく見えますね、マスター","ui\00_message\pawn\talk\stage\feature3034\persona03.gmd","\pw_talk\pt_feature3034_persona03.arc","pt_feature3034_persona03.arc","1"
"0","0","この黒いものは一体――
何かが崩壊した残骸でしょうか？","この黒いものは一体――
何かが崩壊した残骸でしょうか？","ui\00_message\pawn\talk\stage\feature3034\persona03.gmd","\pw_talk\pt_feature3034_persona03.arc","pt_feature3034_persona03.arc","2"
"0","0","主、足元には重々注意を
縁部は足場が崩落している","主、足元には重々注意を
縁部は足場が崩落している","ui\00_message\pawn\talk\stage\feature3034\persona04.gmd","\pw_talk\pt_feature3034_persona04.arc","pt_feature3034_persona04.arc","0"
"0","0","現在立っている場所は
《芯なる樹》の根によって支えられている様子","現在立っている場所は
《芯なる樹》の根によって支えられている様子","ui\00_message\pawn\talk\stage\feature3034\persona04.gmd","\pw_talk\pt_feature3034_persona04.arc","pt_feature3034_persona04.arc","1"
"0","0","散っているのは
何らかの欠片、もしくは残骸か――","散っているのは
何らかの欠片、もしくは残骸か――","ui\00_message\pawn\talk\stage\feature3034\persona04.gmd","\pw_talk\pt_feature3034_persona04.arc","pt_feature3034_persona04.arc","2"
"0","0","覚者殿、足元をよく見て移動するのが良いかと
どうやら深い溝にぐるりと囲まれているようです","覚者殿、足元をよく見て移動するのが良いかと
どうやら深い溝にぐるりと囲まれているようです","ui\00_message\pawn\talk\stage\feature3034\persona05.gmd","\pw_talk\pt_feature3034_persona05.arc","pt_feature3034_persona05.arc","0"
"0","0","天井が抜けていますが、生い茂る葉によって
雨粒もここまでは落ちてこないでしょう","天井が抜けていますが、生い茂る葉によって
雨粒もここまでは落ちてこないでしょう","ui\00_message\pawn\talk\stage\feature3034\persona05.gmd","\pw_talk\pt_feature3034_persona05.arc","pt_feature3034_persona05.arc","1"
"0","0","この――しきりに舞い散っているものは
何だと思われますか、主殿？","この――しきりに舞い散っているものは
何だと思われますか、主殿？","ui\00_message\pawn\talk\stage\feature3034\persona05.gmd","\pw_talk\pt_feature3034_persona05.arc","pt_feature3034_persona05.arc","2"
"0","0","覚者さま、周りは足場が無くなってます
落っこちちゃったら大変ですよ！
気を付けてくださいね","覚者さま、周りは足場が無くなってます
落っこちちゃったら大変ですよ！
気を付けてくださいね","ui\00_message\pawn\talk\stage\feature3034\persona06.gmd","\pw_talk\pt_feature3034_persona06.arc","pt_feature3034_persona06.arc","0"
"0","0","あ、見てください
葉っぱが天井の代わりになってます！","あ、見てください
葉っぱが天井の代わりになってます！","ui\00_message\pawn\talk\stage\feature3034\persona06.gmd","\pw_talk\pt_feature3034_persona06.arc","pt_feature3034_persona06.arc","1"
"0","0","上にのぼっていく黒いもの、何なんでしょうね？
煤でもないみたいです","上にのぼっていく黒いもの、何なんでしょうね？
煤でもないみたいです","ui\00_message\pawn\talk\stage\feature3034\persona06.gmd","\pw_talk\pt_feature3034_persona06.arc","pt_feature3034_persona06.arc","2"
"0","0","うわっ、周りは足場がありませんぜ！
足元をよく見て歩かねぇと落ちちまいそうです","うわっ、周りは足場がありませんぜ！
足元をよく見て歩かねぇと落ちちまいそうです","ui\00_message\pawn\talk\stage\feature3034\persona07.gmd","\pw_talk\pt_feature3034_persona07.arc","pt_feature3034_persona07.arc","0"
"0","0","天井や壁は崩れてますが
これだけ《芯なる樹》の葉っぱに囲まれてると
全く気にならないもんですね","天井や壁は崩れてますが
これだけ《芯なる樹》の葉っぱに囲まれてると
全く気にならないもんですね","ui\00_message\pawn\talk\stage\feature3034\persona07.gmd","\pw_talk\pt_feature3034_persona07.arc","pt_feature3034_persona07.arc","1"
"0","0","さっきから何なんですかね、この黒いのは――
ちぃっとばかし視界が悪くなっちまうな","さっきから何なんですかね、この黒いのは――
ちぃっとばかし視界が悪くなっちまうな","ui\00_message\pawn\talk\stage\feature3034\persona07.gmd","\pw_talk\pt_feature3034_persona07.arc","pt_feature3034_persona07.arc","2"
"0","0","マスター、周りは足場が無いみたいよ
危ないから、あんまり端にはいかない方が良さそうね","マスター、周りは足場が無いみたいよ
危ないから、あんまり端にはいかない方が良さそうね","ui\00_message\pawn\talk\stage\feature3034\persona08.gmd","\pw_talk\pt_feature3034_persona08.arc","pt_feature3034_persona08.arc","0"
"0","0","《芯なる樹》の木漏れ日が差し込んで
ちょっと幻想的ね、マスター","《芯なる樹》の木漏れ日が差し込んで
ちょっと幻想的ね、マスター","ui\00_message\pawn\talk\stage\feature3034\persona08.gmd","\pw_talk\pt_feature3034_persona08.arc","pt_feature3034_persona08.arc","1"
"0","0","何だか息苦しいわ――
この舞い上がるものは何なのかしら","何だか息苦しいわ――
この舞い上がるものは何なのかしら","ui\00_message\pawn\talk\stage\feature3034\persona08.gmd","\pw_talk\pt_feature3034_persona08.arc","pt_feature3034_persona08.arc","2"
"0","0","覚者さま、何らかの気配を感じます
悪いものではなく、静かで、厳かな雰囲気です","覚者さま、何らかの気配を感じます
悪いものではなく、静かで、厳かな雰囲気です","ui\00_message\pawn\talk\stage\feature3035\persona01.gmd","\pw_talk\pt_feature3035_persona01.arc","pt_feature3035_persona01.arc","0"
"0","0","何層にも深く続いたダンジョンのようです
気を引き締めてまいりましょう","何層にも深く続いたダンジョンのようです
気を引き締めてまいりましょう","ui\00_message\pawn\talk\stage\feature3035\persona01.gmd","\pw_talk\pt_feature3035_persona01.arc","pt_feature3035_persona01.arc","1"
"0","0","あれ――？
ここ、魔物以外にも何かいます
でも、怖くはありません――多分","あれ――？
ここ、魔物以外にも何かいます
でも、怖くはありません――多分","ui\00_message\pawn\talk\stage\feature3035\persona02.gmd","\pw_talk\pt_feature3035_persona02.arc","pt_feature3035_persona02.arc","0"
"0","0","うーん、かなり深く続くみたいです
あ、あの――何かあったら、一度引き返して
また来ることにしませんか？","うーん、かなり深く続くみたいです
あ、あの――何かあったら、一度引き返して
また来ることにしませんか？","ui\00_message\pawn\talk\stage\feature3035\persona02.gmd","\pw_talk\pt_feature3035_persona02.arc","pt_feature3035_persona02.arc","1"
"0","0","マスター、何か――
ここは普通のダンジョンとは空気が違いませんか？
どこからか、我々を見守るような視線を感じます！","マスター、何か――
ここは普通のダンジョンとは空気が違いませんか？
どこからか、我々を見守るような視線を感じます！","ui\00_message\pawn\talk\stage\feature3035\persona03.gmd","\pw_talk\pt_feature3035_persona03.arc","pt_feature3035_persona03.arc","0"
"0","0","このダンジョン、かなり奥が深いようです
アイテムが切れたりした場合は、一度潔く
引き返すのも手ですね！","このダンジョン、かなり奥が深いようです
アイテムが切れたりした場合は、一度潔く
引き返すのも手ですね！","ui\00_message\pawn\talk\stage\feature3035\persona03.gmd","\pw_talk\pt_feature3035_persona03.arc","pt_feature3035_persona03.arc","1"
"0","0","ふむ――
この場が他のダンジョンと違うのは明白
何者かの意志のようなものを感じる","ふむ――
この場が他のダンジョンと違うのは明白
何者かの意志のようなものを感じる","ui\00_message\pawn\talk\stage\feature3035\persona04.gmd","\pw_talk\pt_feature3035_persona04.arc","pt_feature3035_persona04.arc","0"
"0","0","多重階層式のダンジョンであると推測する
主よ、無理はなさらぬよう","多重階層式のダンジョンであると推測する
主よ、無理はなさらぬよう","ui\00_message\pawn\talk\stage\feature3035\persona04.gmd","\pw_talk\pt_feature3035_persona04.arc","pt_feature3035_persona04.arc","1"
"0","0","覚者殿、このダンジョンは一味違いますね
ほら、我々以外にもどなたかいらっしゃるようです","覚者殿、このダンジョンは一味違いますね
ほら、我々以外にもどなたかいらっしゃるようです","ui\00_message\pawn\talk\stage\feature3035\persona05.gmd","\pw_talk\pt_feature3035_persona05.arc","pt_feature3035_persona05.arc","0"
"0","0","奥はかなり深いようですが、だからといって
無理をして倒れては本末転倒です
手持ちのアイテムや体力にも注意して
進むこととしましょう","奥はかなり深いようですが、だからといって
無理をして倒れては本末転倒です
手持ちのアイテムや体力にも注意して
進むこととしましょう","ui\00_message\pawn\talk\stage\feature3035\persona05.gmd","\pw_talk\pt_feature3035_persona05.arc","pt_feature3035_persona05.arc","1"
"0","0","覚者さま？
ここ、ぼくたちや魔物だけじゃない
誰かがいるみたいですよ！
視線というか、気配というか――","覚者さま？
ここ、ぼくたちや魔物だけじゃない
誰かがいるみたいですよ！
視線というか、気配というか――","ui\00_message\pawn\talk\stage\feature3035\persona06.gmd","\pw_talk\pt_feature3035_persona06.arc","pt_feature3035_persona06.arc","0"
"0","0","うーん、がれきさえ何とかなれば――
でも、奥もだいぶ深そうですから
あんまり無理はせずに行きましょうね","うーん、がれきさえ何とかなれば――
でも、奥もだいぶ深そうですから
あんまり無理はせずに行きましょうね","ui\00_message\pawn\talk\stage\feature3035\persona06.gmd","\pw_talk\pt_feature3035_persona06.arc","pt_feature3035_persona06.arc","1"
"0","0","見守るような、試すような――
とにかく気配を感じるんでさ
悪いモンじゃなさそうですがね","見守るような、試すような――
とにかく気配を感じるんでさ
悪いモンじゃなさそうですがね","ui\00_message\pawn\talk\stage\feature3035\persona07.gmd","\pw_talk\pt_feature3035_persona07.arc","pt_feature3035_persona07.arc","0"
"0","0","王家縁のダンジョンというだけあって
かなり奥まで続いてますよ
ま、慎重に進みましょうや","王家縁のダンジョンというだけあって
かなり奥まで続いてますよ
ま、慎重に進みましょうや","ui\00_message\pawn\talk\stage\feature3035\persona07.gmd","\pw_talk\pt_feature3035_persona07.arc","pt_feature3035_persona07.arc","1"
"0","0","あら、マスター
この気配って――そうよね
どちらかというと、歓迎されているようだわ","あら、マスター
この気配って――そうよね
どちらかというと、歓迎されているようだわ","ui\00_message\pawn\talk\stage\feature3035\persona08.gmd","\pw_talk\pt_feature3035_persona08.arc","pt_feature3035_persona08.arc","0"
"0","0","それにしても、かなり奥まで続きそうね
一息で行こうなんて思わず、ゆっくり
進んでいきましょう
がれきの問題もあることですし","それにしても、かなり奥まで続きそうね
一息で行こうなんて思わず、ゆっくり
進んでいきましょう
がれきの問題もあることですし","ui\00_message\pawn\talk\stage\feature3035\persona08.gmd","\pw_talk\pt_feature3035_persona08.arc","pt_feature3035_persona08.arc","1"
"0","0","どっしりとした造りですね
装飾も少なく、堅牢性を重視したのでしょう","どっしりとした造りですね
装飾も少なく、堅牢性を重視したのでしょう","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","0"
"0","0","この佇まい、歴史ある建造物のようです
アッカーシェランの方々の手に戻ればいいのですが――","この佇まい、歴史ある建造物のようです
アッカーシェランの方々の手に戻ればいいのですが――","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","1"
"0","0","オークにかなり荒らされています
臭いも――いろいろ混ざっていますが、ひどいですね","オークにかなり荒らされています
臭いも――いろいろ混ざっていますが、ひどいですね","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","2"
"0","0","どこにオークが潜んでいるか分かりません
覚者さま、周囲にご注意を","どこにオークが潜んでいるか分かりません
覚者さま、周囲にご注意を","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","3"
"0","0","何か使えるものがあるかもしれませんね","何か使えるものがあるかもしれませんね","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","4"
"0","0","通路や扉を見落とさないよう
地図を確認しながら進みましょう","通路や扉を見落とさないよう
地図を確認しながら進みましょう","ui\00_message\pawn\talk\stage\feature3036\persona01.gmd","\pw_talk\pt_feature3036_persona01.arc","pt_feature3036_persona01.arc","5"
"0","0","レスタニアでも、お城や砦に行きましたね
――あ、いえ――
やっぱり、ちょっと違うんだなって思っただけです","レスタニアでも、お城や砦に行きましたね
――あ、いえ――
やっぱり、ちょっと違うんだなって思っただけです","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","0"
"0","0","はやく取り戻してあげたいですね
きっと、アッカーシェランにとって大切な
場所だと思います","はやく取り戻してあげたいですね
きっと、アッカーシェランにとって大切な
場所だと思います","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","1"
"0","0","あちこち汚されてます――
うう、お掃除が大変そうです","あちこち汚されてます――
うう、お掃除が大変そうです","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","2"
"0","0","き、気を付けていきましょう
敵の懐の中です――！","き、気を付けていきましょう
敵の懐の中です――！","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","3"
"0","0","何か役に立ちそうなものがあれば――","何か役に立ちそうなものがあれば――","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","4"
"0","0","大丈夫です
こんなとこ、こ、怖いわけじゃ――","大丈夫です
こんなとこ、こ、怖いわけじゃ――","ui\00_message\pawn\talk\stage\feature3036\persona02.gmd","\pw_talk\pt_feature3036_persona02.arc","pt_feature3036_persona02.arc","5"
"0","0","かなり古いようですが、少しも崩れていないのは
しっかりと石材が積まれているお陰ですね
きっと堅実な職人たちが作ったのでしょう！","かなり古いようですが、少しも崩れていないのは
しっかりと石材が積まれているお陰ですね
きっと堅実な職人たちが作ったのでしょう！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","0"
"0","0","ここを奪還すれば、アッカーシェランの方々の
希望にも繋がるでしょうね、マスター！
そう思うと、士気も高まります！","ここを奪還すれば、アッカーシェランの方々の
希望にも繋がるでしょうね、マスター！
そう思うと、士気も高まります！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","1"
"0","0","元は清掃されていたのでしょうが、ひどい有様です
まったく、オークは清潔さというものを
まるで気にしないのでしょうね！","元は清掃されていたのでしょうが、ひどい有様です
まったく、オークは清潔さというものを
まるで気にしないのでしょうね！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","2"
"0","0","どこからオークが来ようが
ねじ伏せるのみっ！","どこからオークが来ようが
ねじ伏せるのみっ！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","3"
"0","0","周りを探せばアイテムや使えるものが
落ちてるかもしれませんよ！","周りを探せばアイテムや使えるものが
落ちてるかもしれませんよ！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","4"
"0","0","さぁ！！　臆せずガンガン進みましょう！","さぁ！！　臆せずガンガン進みましょう！","ui\00_message\pawn\talk\stage\feature3036\persona03.gmd","\pw_talk\pt_feature3036_persona03.arc","pt_feature3036_persona03.arc","5"
"0","0","長年使われてきた形跡が残っている
この地を守り、支えてきた建築物である証左かと","長年使われてきた形跡が残っている
この地を守り、支えてきた建築物である証左かと","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","0"
"0","0","この要塞を奪還すれば
解放軍の士気向上が見込める","この要塞を奪還すれば
解放軍の士気向上が見込める","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","1"
"0","0","悪臭と汚れが顕著
住処を汚すのはオークの習性か――？","悪臭と汚れが顕著
住処を汚すのはオークの習性か――？","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","2"
"0","0","ここは今やオークの根城
主よ、常に臨戦態勢を","ここは今やオークの根城
主よ、常に臨戦態勢を","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","3"
"0","0","有用なものがあれば、入手を","有用なものがあれば、入手を","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","4"
"0","0","十分周囲に警戒を――","十分周囲に警戒を――","ui\00_message\pawn\talk\stage\feature3036\persona04.gmd","\pw_talk\pt_feature3036_persona04.arc","pt_feature3036_persona04.arc","5"
"0","0","質実剛健、といった造りですね
レスタニアやフィンダムとは、また違った美意識を
感じます","質実剛健、といった造りですね
レスタニアやフィンダムとは、また違った美意識を
感じます","ui\00_message\pawn\talk\stage\feature3036\persona05.gmd","\pw_talk\pt_feature3036_persona05.arc","pt_feature3036_persona05.arc","0"
"0","0","奪われた要塞を華麗に奪還する――
この地において貴方さまの名を一気に高める
よい機会ではありませんか！","奪われた要塞を華麗に奪還する――
この地において貴方さまの名を一気に高める
よい機会ではありませんか！","ui\00_message\pawn\talk\stage\feature3036\persona05.gmd","\pw_talk\pt_feature3036_persona05.arc","pt_feature3036_persona05.arc","1"
