2,q60200004_00_3139,<STG 202>に向かい<NPC 1026>から詳細を確認する,"Head to <STG 202> and confirm details
from <NPC 1026>",ui\00_message\quest_info\q60200004_00.gmd,\quest\q60200004.arc,q60200004.arc,2,Renton
6,q60200123_00_2311,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,6,Emerada
7,q60200123_00_2312,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,7,Emerada
8,q60200123_00_2313,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200123_00.gmd,\quest\q60200123.arc,q60200123.arc,8,Emerada
0,q60200124_00_101,戦技の継承　エレメントアーチャ―求道試練１,Skill Augmentation: Element Archer Trial I,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,0,Ringdeel
1,q60200124_00_101,"エレメントアーチャーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Element Archer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,1,Ringdeel
2,q60200124_00_1866,＜蒼葉のテラス＞に向かう,"Head to ""Greenleaf Terrace""",ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,2,Ringdeel
7,q60200124_00_1867,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,7,Ringdeel
8,q60200124_00_1868,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,8,Ringdeel
9,q60200124_00_1869,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,9,Ringdeel
3,q60200124_00_2046,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,3,Ringdeel
4,q60200124_00_2047,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,4,Ringdeel
5,q60200124_00_2048,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,5,Ringdeel
6,q60200124_00_2049,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200124_00.gmd,\quest\q60200124.arc,q60200124.arc,6,Ringdeel
0,q60200125_00_102,戦技の継承　エレメントアーチャ―求道試練2,Skill Augmentation: Element Archer Trial II,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,0,Ringdeel
1,q60200125_00_102,"エレメントアーチャーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Element Archer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,1,Ringdeel
2,q60200125_00_1870,＜地下納骨堂＞に向かう,"Head to ""Underground Crypt""",ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,2,Ringdeel
7,q60200125_00_1871,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,7,Ringdeel
8,q60200125_00_1872,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,8,Ringdeel
9,q60200125_00_1873,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,9,Ringdeel
3,q60200125_00_2050,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,3,Ringdeel
4,q60200125_00_2051,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,4,Ringdeel
5,q60200125_00_2052,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,5,Ringdeel
6,q60200125_00_2053,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200125_00.gmd,\quest\q60200125.arc,q60200125.arc,6,Ringdeel
0,q60200126_00_156,戦技の継承　エレメントアーチャ―求道試練３,Skill Augmentation: Element Archer Trial III,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,0,Ringdeel
1,q60200126_00_156,"エレメントアーチャーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Element Archer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,1,Ringdeel
9,q60200126_00_2218,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,9,Ringdeel
2,q60200126_00_2219,＜<STG 825>＞に向かう,"Head to ""<STG 825>""",ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,2,Ringdeel
3,q60200126_00_2220,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,3,Ringdeel
4,q60200126_00_2221,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,4,Ringdeel
5,q60200126_00_2222,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,5,Ringdeel
6,q60200126_00_2223,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,6,Ringdeel
7,q60200126_00_2224,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,7,Ringdeel
8,q60200126_00_2225,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200126_00.gmd,\quest\q60200126.arc,q60200126.arc,8,Ringdeel
0,q60200127_00_169,戦技の継承　エレメントアーチャ―求道試練４,Skill Augmentation: Element Archer Trial IV,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,0,Ringdeel
1,q60200127_00_169,"エレメントアーチャーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Element Archer tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,1,Ringdeel
9,q60200127_00_2314,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,9,Ringdeel
2,q60200127_00_2315,＜<STG 803>＞に向かう,"Head to ""<STG 803>""",ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,2,Ringdeel
3,q60200127_00_2316,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,3,Ringdeel
4,q60200127_00_2317,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,4,Ringdeel
5,q60200127_00_2318,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,5,Ringdeel
6,q60200127_00_2319,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,6,Ringdeel
7,q60200127_00_2320,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,7,Ringdeel
8,q60200127_00_2321,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200127_00.gmd,\quest\q60200127.arc,q60200127.arc,8,Ringdeel
0,q60200128_00_103,戦技の継承　ウォリアー求道試練１,Skill Augmentation: Warrior Trial I,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,0,Oliver
1,q60200128_00_103,"ウォリアーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Warrior tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,1,Oliver
2,q60200128_00_1874,＜棄てられた地下道＞に向かう,"Head to ""Abandoned Underground Passage""",ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,2,Oliver
7,q60200128_00_1875,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,7,Oliver
8,q60200128_00_1876,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,8,Oliver
9,q60200128_00_1877,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,9,Oliver
3,q60200128_00_2054,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,3,Oliver
4,q60200128_00_2055,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,4,Oliver
5,q60200128_00_2056,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,5,Oliver
6,q60200128_00_2057,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200128_00.gmd,\quest\q60200128.arc,q60200128.arc,6,Oliver
0,q60200129_00_104,戦技の継承　ウォリアー求道試練2,Skill Augmentation: Warrior Trial II,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,0,Oliver
1,q60200129_00_104,"ウォリアーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Warrior tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,1,Oliver
2,q60200129_00_1878,＜テゴル治水路＞に向かう,"Head to ""Tegor Floodway""",ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,2,Oliver
7,q60200129_00_1879,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,7,Oliver
8,q60200129_00_1880,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,8,Oliver
9,q60200129_00_1881,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,9,Oliver
3,q60200129_00_2058,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,3,Oliver
4,q60200129_00_2059,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,4,Oliver
5,q60200129_00_2060,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,5,Oliver
6,q60200129_00_2061,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200129_00.gmd,\quest\q60200129.arc,q60200129.arc,6,Oliver
0,q60200130_00_157,戦技の継承　ウォリアー求道試練３,Skill Augmentation: Warrior Trial III,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,0,Oliver
1,q60200130_00_157,"ウォリアーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Warrior tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,1,Oliver
9,q60200130_00_2226,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,9,Oliver
2,q60200130_00_2227,＜<STG 872>＞に向かう,"Head to ""<STG 872>""",ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,2,Oliver
3,q60200130_00_2228,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,3,Oliver
4,q60200130_00_2229,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,4,Oliver
5,q60200130_00_2230,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,5,Oliver
6,q60200130_00_2231,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,6,Oliver
7,q60200130_00_2232,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,7,Oliver
8,q60200130_00_2233,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200130_00.gmd,\quest\q60200130.arc,q60200130.arc,8,Oliver
0,q60200131_00_170,戦技の継承　ウォリアー求道試練４,Skill Augmentation: Warrior Trial IV,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,0,Oliver
1,q60200131_00_170,"ウォリアーの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Warrior tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,1,Oliver
9,q60200131_00_2322,マスターの拠点で教示を受ける,Receive teachings at the home of the master,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,9,Oliver
2,q60200131_00_2323,＜<STG 806>＞に向かう,"Head to ""<STG 806>""",ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,2,Oliver
3,q60200131_00_2324,第一試練の場所へ向かう,Head to the location of the first test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,3,Oliver
4,q60200131_00_2325,第一試練の敵を倒す,Defeat the enemy at the first test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,4,Oliver
5,q60200131_00_2326,第二試練の場所へ向かう,Head to the location of the second test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,5,Oliver
6,q60200131_00_2327,第二試練の敵を倒す,Defeat the enemy at the second test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,6,Oliver
7,q60200131_00_2328,最終試練の場所へ向かう,Head to the location of the final test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,7,Oliver
8,q60200131_00_2329,最終試練の敵を倒す,Defeat the enemy at the final test,ui\00_message\quest_info\q60200131_00.gmd,\quest\q60200131.arc,q60200131.arc,8,Oliver
0,q60200132_00_105,戦技の継承　アルケミスト求道試練１,Skill Augmentation: Alchemist Trial I,ui\00_message\quest_info\q60200132_00.gmd,\quest\q60200132.arc,q60200132.arc,0,Theodor
1,q60200132_00_105,"アルケミストの新たな戦術を学ぶため
マスターの試練に挑む","To learn new Alchemist tactics,
challenge the trial of the Job Master",ui\00_message\quest_info\q60200132_00.gmd,\quest\q60200132.arc,q60200132.arc,1,Theodor
