0,,"でも、いくらあなたが強くても
魔物がいっぱいいるところを木材かついで
歩くわけだから――
気を付けていってきてね","But no matter how strong you are, you're going to 
be walking through a place full of monsters with 
a load of lumber on your back...
So... take care of yourself.",ui\00_message\quest\q10300200.gmd,\quest\q10300200.arc,q10300200.arc,20,Carrie
0,,"うんうん！
その言葉待ってたよ！","Yeah yeah!
I was waiting for those words!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,1,Carrie
0,,"今にも飛び出しちゃうほどの勢いだから
準備できたら声かけてね！","It's practically bursting,
so tell me when you're ready!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,2,Carrie
0,,"今回は無事に運べてよかったね！
食料！","The food!
I'm glad you were able to 
transport it safely this time!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,3,Carrie
0,,"育ち盛りの盗賊さんたち――
まだまだ食料必要みたいだし
また手伝ってね！","Those young bandits—
They need plenty of food still, so
could you help me out again?",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,4,Carrie
0,,"いやー
ほんといつもすまねぇ！","Ah...
I really appreciate it, as always!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,5,Sly
0,,"あっしら日陰者の盗賊に――
ここまでしてくれるお方は
他にはいねぇでさぁ！","For bandits like us, outcasts—
ain't nobody else who'd go this far!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,6,Sly
0,,"<NPC 580>の姐さんに
あっしのこの感謝の気持ち
腹いっぱい伝えておいてくだせぇ！","Please tell Miss <NPC 580>
how grateful I am for this,
with all my heart!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,7,Sly
0,,"お！
いつでも行けるって顔してるね！","Hey!
You've got that ""ready when you are"" look!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,8,Carrie
0,,"よーし行くよ！
行先はどうする？","Alright, let's go!
Where should we head to?",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,9,Carrie
0,,静かな街道（ふつう）,Quiet street (Normal),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,10,Carrie
0,,厳重な関所（難しい）,Strict checkpoint (Hard),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,11,Carrie
0,,"道沿いに行けば
やばい魔物――いないよね？","If we go along the road,
there won't be any dangerous enemies, right?",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,12,Carrie
0,,"やばくない魔物――
なんているのかな？",Is there even a monster that isn't dangerous...?,ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,13,Carrie
0,,"盗賊さんのとこに行くには
関所超えないとね","To go to the bandits place,
we have to get past the checkpoint.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,14,Carrie
0,,"砦からも離れたとこにあるし
人通りも少ないから
注意して行かないとね！","It's far from the fort too,
and there are few people around,
so we'll have to be wary!",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,15,Carrie
0,,"まぁーこんなもんかなー
よし！次だね","Yeah, that's about it...
Alright! What's next?",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,16,Carrie
0,,"ふぅー
なんとか盗賊さんとこまでたどり着いたねー","Whew...
We finally made it to the bandit's place.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,17,Carrie
0,,"運んできた食料は渡しておくから
""あっしさん""に一声かけてきてね！","I've left the supplies here for you.
Please inform Ser Ash of our arrival.",ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,18,Carrie
0,,ティネス砦に帰りましょう（仮）,Let's return to Fort Thines (Temp),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,19,Carrie
0,,林に行きます（仮）,I'm going to the forest (tentative),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,20,Carrie
0,,風車に行きます（仮）,I'm going to the windmill (tentative),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,21,Carrie
0,,盗賊団のアジトに行きます（仮）,I'm going to the bandit group's hideout (tentative),ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,22,Carrie
0,,林に行きます（仮）,unused,ui\00_message\quest\q10300400.gmd,\quest\q10300400.arc,q10300400.arc,23,Carrie
