0,q40200005_00_305,物資運搬路の安全確保,Securing Transport Routes,ui\00_message\quest_info\q40200005_00.gmd,\quest\q40200005.arc,q40200005.arc,0,
1,q40200154_00_492,"最近よく行く辺りでは<LQIM>が採れないんだ
多めに持っている人がいたら少し分けてもらえないか？
<LQVA>個あればいいんだ
あれが無いと外に出ている時に不安でね","Recently, <LQIM> 
cannot be found in the areas I frequent. If anyone has a surplus, could you share a little?
<LQVA> would be fine. 
Without it, I feel uneasy when I'm out.",ui\00_message\quest_info\q40200154_00.gmd,\quest\q40200154.arc,q40200154.arc,1,
0,q40200155_00_493,取引上の戦略,Transaction Strategies,ui\00_message\quest_info\q40200155_00.gmd,\quest\q40200155.arc,q40200155.arc,0,
1,q40200155_00_493,"他の村に行く時の手土産に<LQIM>が欲しいんだ
<LQVA>個くらい無いかな？
やっぱり、時々は土産物でも持っていって
印象を良くしておきたいんだよね","I need <LQIM> 
for a gift when visiting other villages. 
Is there around <LQVA>? 
I want to bring some souvenirs to 
improve impressions.",ui\00_message\quest_info\q40200155_00.gmd,\quest\q40200155.arc,q40200155.arc,1,
0,q40200156_00_494,磨かれしタイル,Scrubbed Tiles,ui\00_message\quest_info\q40200156_00.gmd,\quest\q40200156.arc,q40200156.arc,0,
1,q40200156_00_494,"<LQIM>を混ぜた水は、床を磨くのにぴったりなんです
<LQVA>個ほどあるとお掃除の時に助かります","Water mixed with <LQIM> 
is perfect for polishing floors. 
Having around <LQVA> of them 
would be helpful for cleaning.",ui\00_message\quest_info\q40200156_00.gmd,\quest\q40200156.arc,q40200156.arc,1,
0,q40200157_00_495,楽天家の提案,An Optimist's Proposal,ui\00_message\quest_info\q40200157_00.gmd,\quest\q40200157.arc,q40200157.arc,0,
1,q40200157_00_495,"難しい顔はもう見飽きてきたわ
何か面白いことしましょう？
たとえば――<LQIM>を<LQVA>個くらい集めて
みんなで何か作り上げてみるとか、どう？","I'm tired of seeing serious faces. 
How about doing something fun? 
For example ― collecting <LQVA> <LQIM> 
and making something with everyone. 
What do you think?",ui\00_message\quest_info\q40200157_00.gmd,\quest\q40200157.arc,q40200157.arc,1,
0,q40200158_00_496,節約を重ねて,Scrimping and Saving,ui\00_message\quest_info\q40200158_00.gmd,\quest\q40200158.arc,q40200158.arc,0,
1,q40200158_00_496,"節約に節約を重ねているつもりだが
<LQIM>が底を尽きそうだ
急ぎ<LQVA>個ほど手配できないか相談させてくれ","I've been trying to save, 
but <LQIM> is running low. 
Could you urgently arrange about 
<LQVA> of them?",ui\00_message\quest_info\q40200158_00.gmd,\quest\q40200158.arc,q40200158.arc,1,
0,q40200159_00_497,心もとない蓄え,Anxious Hoarding,ui\00_message\quest_info\q40200159_00.gmd,\quest\q40200159.arc,q40200159.arc,0,
1,q40200159_00_497,"この塔には、この辺りの物資をかき集めてあるのですが
今後を考えると少し不安で――
いつまでここに篭もり続けるのかはわかりませんが
<LQIM>は、あと<LQVA>つくらいは置いておきたいのです","This tower holds supplies gathered from the area,
but I'm a bit worried about the future.
I don't know how long we'll stay holed up here,
but I'd like to keep at least <LQVA> more 
<LQIM> in stock.",ui\00_message\quest_info\q40200159_00.gmd,\quest\q40200159.arc,q40200159.arc,1,
0,q40200160_00_498,＜エリアオーダー＞イヴァノスの塔補給,Area Order: Tower of Ivanos Resupply,ui\00_message\quest_info\q40200160_00.gmd,\quest\q40200160.arc,q40200160.arc,0,
