127,uGUI_Credits_9853,SEIKA KORI,SEIKA KORI,ui\00_message\ui\uGUI_Credits.gmd,\stage\st0151\st0151.arc,st0151.arc,127
0,,"《活力の泉》のお湯をお分け
いたしますわ","I will share the hot water from the ""Spring of Vitality"" with you.",ui\00_message\npc\base\n1615.gmd,\npc\n1615.arc,n1615.arc,3
0,,"この温泉は《豊穣の泉》と
呼ばれております","This hot spring is called the ""Spring of Abundance"".",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,0
0,,"その昔、白竜様がボルドの頂きに舞い降り
この地を祝福されたとか
本泉はその時に湧きでたという伝承があるのです","Long ago, it is said that the White Dragon descended upon the peak of Volden and blessed this land. 
There is a legend that during that time, the spring of the fountain began to flow.",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,1
0,,貴方様に白竜様とレスタニアの祝福を,May the blessings of The White Dragon and Lestania be upon you.,ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,2
0,,"ハーブと薬花で練った薫りの香を
使用しています
舞う花弁と共に、極上のくつろぎをお楽しみください",We use the scent of herbs and medicinal flowers. Please enjoy the soothing aroma along with the floating petals for an exquisite sense of relaxation.,ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,3
0,,"こちらでは、《豊穣の泉》にぴったりの
お飲み物を用意しています
どうぞお試しくださいませ","Here, we have prepared a perfect drink for the ""Spring of Abundance"". Please feel free to try it.",ui\00_message\npc\base\n1616.gmd,\npc\n1616.arc,n1616.arc,4
0,,"ここは落ちつきますね
心身ともに清められるかのようです","This place is calming, isn't it? It feels like both mind and body are being purified.",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,0
0,,"静かに泉に身をゆだね
花々の薫りを楽しむ――",Quietly relax in the spring and enjoy the fragrance of the flowers--,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,1
0,,"このようなぜいたくが許されるわたくし達は
幸せ者ですね","We, who are allowed such luxury, are fortunate individuals, aren't we?",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,2
0,,"傷だけでなく、心の安息を求めて
ここを訪れる方も多いと聞きます","I hear that many people come to visit this place not only for physical injuries, but also for seeking peace of mind.",ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,3
0,,"前に見かけた女性の覚者の方
少し心配だったのです",I was a little worried about the female Arisen I saw before.,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,4
0,,どこか思いつめた様子だったから――,Because she seemed somewhat troubled...,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,5
0,,こんにちは,Hello,ui\00_message\npc\base\n1617.gmd,\npc\n1617.arc,n1617.arc,6
0,,"うーん、本当に良いお湯！！
あたくしのような女に相応しい高級感ざます","Mmmm, really nice hot water! It has a luxurious feel that a woman like me deserves!",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,0
0,,"ここはあたくし達セレブな人間にとっての
社交場でもあるんざます",This is a social gathering place for us celebrities.,ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,1
0,,"貴重な情報は価値ある者にのみ、ざます
お～ほほほほ","Valuable information is only for the worthy.
Oh-ho-ho!",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,2
0,,"どぉ？　この玉のようなお肌！
毎日通ってぴちぴちざます！",How about this flawless skin? It stays tight and fresh every day!,ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,3
0,,んまっ、ご機嫌あそばせ,"Welcome, please enjoy yourself.",ui\00_message\npc\base\n1618.gmd,\npc\n1618.arc,n1618.arc,4
0,,"豊穣の泉は、健康だけでなく
白竜様のご加護に満ちているという
ふふ、私の商売も成功間違いない","The Spring of Abundance is said to be filled not only with good health but also with the divine protection of the White Dragon. 
Hehe, there's no doubt my business will be a success.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,0
0,,"ここで知り合った縁だ
裸の付き合いというのではないが
いい商売話があれば紹介しようではないか","This is the connection we made here.
It's not a casual relationship.
If there is a good business opportunity, let me introduce it.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,1
0,,"ここあってこそ、キノザを拠点にしている
意味があるというものだ","It is thanks to this place, Kinoza, that it has meaning.",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,2
0,,あぁ、私に何か？,"Ah, what do you need from me?",ui\00_message\npc\base\n1619.gmd,\npc\n1619.arc,n1619.arc,3
0,,白竜様のご加護があらんことを,"May the blessings of The White Dragon
be with you, Arisen.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,0
0,,リムの輝きは常に貴方と共に,"Even now, the Rift's glow shields you.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,1
0,,旅の同伴者をお求めですか？　覚者様,"Are you looking for a travel companion, Lord Arisen?",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,2
0,,"メンバーの再編をお考えでしたら
なんなりと","If you are thinking of reorganizing your 
party members, please do not hesitate 
to ask.",ui\00_message\npc\base\n1620.gmd,\npc\n1620.arc,n1620.arc,3
0,,"当キノザ鉱泉では、効能の異なる３種の
お湯を楽しむことができますの","At Kinoza Mineral Springs, you can enjoy three types of hot springs with different effects.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,0
0,,"ハーブ薫る《癒しの泉》は体力回復に――
森の精力が宿る《活力の泉》はスタミナ上昇効果が、
そして白竜様の加護を受けた《豊穣の泉》は
最大体力上昇の効果がありますの","The spring of healing, fragrant with herbs, is for health recovery—
The spring of vitality, filled with the energy of the forest, grants a stamina boost—
And the spring of abundance, blessed by the White Dragon's divine protection, has the effect of increasing maximum health points.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,1
0,,"特に《活力の泉》と《豊穣の泉》は
入浴後、しばらく効果が続きますので
冒険前のご利用もおすすめですわ","In particular, the Springs of Vitality and Abundance, after bathing, the effects will continue for a while, so it is recommended to use them before embarking on an Adventure as well.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,2
0,,"浴場への入場キーはこちらで販売しております！
ご一緒に軽食やお飲み物もいかがですか？",We sell entrance keys to the bathhouse here! How about enjoying some light snacks and drinks together?,ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,3
0,,"３種ある浴場は、いずれもお客様の自由な
スタイルで入場いただけますわ","There are three types of baths, and all of them can be entered in a style that the customer is free to choose.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,4
0,,"服を脱いで全身でお湯を楽しんでいただくもよし
鎧ごと浸かって汚れと汗を流すもよしです","You can enjoy the hot water by taking off your clothes and immersing your entire body. 
You can also soak in the bath with your armor to wash away dirt and sweat.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,5
0,,"あ、でも他のお客様への迷惑行為は
ご遠慮くださいね","Oh, but please refrain from causing inconvenience to other customers, okay?",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,6
0,,憩いの泉、キノザ鉱泉へようこそ！,"Welcome to Kinoza Mineral Springs, a place of relaxation.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,7
0,,泉のご案内をいたしますね,I will guide you to the fountain right away.,ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,8
0,,"右の浴場が《癒しの泉》
左の浴場が《活力の泉》
そして中央が《豊穣の泉》となっておりますわ","On the right is the Spring of Healing,
On the left is the Spring of Vitality,
And in the center is the Spring of Abundance.",ui\00_message\npc\base\n1621.gmd,\npc\n1621.arc,n1621.arc,9
0,,"ふふふ、僕もちょくちょく鉱泉を利用するのさ
もちろん最高にゴージャスな《豊穣の泉》だよ！","Hehehe, I also make use of the hot springs from time to time, you know. It's, of course, the highest and most luxurious Spring of Abundance!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,0
0,,"ハーブの芳しい爽やかな薫り、エメラルド色の湯！
容姿端麗なる紳士淑女との語らい！","The fragrant aroma of herbs, the refreshing emerald-colored bath!
A conversation with graceful gentlemen and ladies!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,1
0,,"まさに泉のごとく、僕の創作意欲も
湧こうというものさ
君もぜひ行ってみるべきだね！","Indeed, like a spring, my creative drive is welling up, you know.
You should definitely give it a try too!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,2
0,,"さぁさ、飲んで歌って騒いで！
キノザで楽しい思い出を作っていってよ","Come on, let's drink, sing, and make some noise!
Let's create fun memories at Kinoza!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,3
0,,"僕の演奏がそれに一役買えれば本望さ
――あ、チップは宿代に含んでるからね","If my performance can contribute in any way, I would be more than satisfied. 
Oh, and the tip is included in the accommodation fee, so don't worry about it.",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,4
0,,"この泉と宝石のキノザで、僕はそれより
輝き癒される運命のヒトを探してるのさ","In this spring and Kinoza of gems,
I am searching for the person whose destiny is to be healed,
and to be illuminated by its radiance.",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,5
0,,"美しくて懐が暖かな――じゃない、
心が豊かなそんなヒトをね！","Not just beautiful and warm-hearted,
But someone with a rich heart!",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,6
0,,はぁ～い、僕に用かい？,"Hello, can I help you?",ui\00_message\npc\base\n1622.gmd,\npc\n1622.arc,n1622.arc,7
0,,"おお、泊っていくのか、だったら
<VAL PRICE_INN>だ
――だが、こんな場所だから大したもてなしは
期待しないでくれよ、それでもいいか？","Oh, you're planning to stay here? In that case, it will be <VAL PRICE_INN>.
However, don't expect much hospitality in a place like this. Is that still okay?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,0
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,1
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,2
0,,"ああ、《弱化の治療》なら
<VAL PRICE_WEAK>だよ
――言い訳ではないが
足元を見ているわけじゃないんだよ","Ah, if it's ""Treat Weakness,"" it costs <VAL PRICE_WEAK>, you know.
It's not an excuse, but I'm not looking down on you.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,3
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,4
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,5
0,,"君は《弱化》にはなっていないようだ
――うむ、よかったじゃないか
弱ってるのは気のせいだよ","It seems that you haven't weakened after all.
Well, that's good, isn't it?
You're just imagining that you're weak.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,6
0,,――おぉ、これは旅の方、用件を伺うよ,"-Oh, travelers, I have come to inquire about your purpose here.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,7
0,,"はあぁぁ――、日々ぎりぎりの生活だ
１日５回は溜息がでる
今までなんとか持ちこたえているが","Ohhh... I live on the edge every day.
I let out a sigh at least five times a day.
I've managed to hang on until now, but...",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,8
0,,"だが、わたしは移住はしたくないんだよ
だってこんな村でも、たった一つの
故郷だものなぁ――","But, I don't want to move.
Because even in a village like this, it's my one and only home.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,9
0,,"オークにやられきり、村を全部廃墟になんか
させたくないものなぁ――","I don't want the village to become a complete ruin, destroyed by Orcs.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,10
0,,"ゆっくりしていくといい
といっても、我々ができることは知れているがね
ふうぅ――","It would be good to take it easy.
That being said, there are things we know we can do.
Phew--",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,11
0,,はぁぁ――サニーにも苦労をかけてばかりだなぁ,"Sunny, I always seem to be causing you trouble, huh?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,12
0,,"どうか、手が空いてればいいんだが
あれの仕事も手伝ってやってくれないだろうか","I hope you're not too busy, but could you possibly help me with that task?",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,13
0,,"家畜や集落を守るのも、今はゴート頼みだ
我々を助けると思って、一匹でもオークを
減らしていってくれるとありがたい","To protect livestock and settlements, we now rely on Gort. 
It would be appreciated if you could help us could help us by reducing the Orcs numbers even by one.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,14
0,,"本当、どうか一つ頼むよ
これ以上豚がやられたら
我々がワラを喰うはめに――
はぁああああ――","Please, I beg of you.
If any more pigs are harmed, we will be forced to eat straw---
Haaaahhh---",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,15
0,,"ああ、泊っていくのか、そうか！
料金なんてもちろん不要さ！
――はぁああ、本当ならもっともてなしをしたい所
なのに、何もない村ですまないなぁ","Ah, are you going to stay overnight? I see!
Of course, the fee is not necessary!
Ah, if only I could entertain you more, but in this village, there is nothing, I'm sorry.",ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,16
0,,はい,Yes,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,17
0,,いいえ,No,ui\00_message\npc\base\n1700.gmd,\npc\n1700.arc,n1700.arc,18
0,,"あらぁ～、ホントよく来てくれたねぇ！！
あんたみたいな人が来てくれると
エンポリオの意固地にも意味があるってもんだ","Ohh, you've come here again! 
When someone like you comes, it gives meaning to Emporio's stubbornness.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,0
0,,"ああ、エンポリオには会った？
あれ、わたしの夫なんだよね","Oh, have you met Emporio?
That's my husband.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,1
0,,"このあたりはオークに支配されてから
すっかり荒れ地になっちまってね――",This area has become a wasteland since it came under the domination of the Orcs.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,2
0,,"だからハイデルあたりへ移住しようって
いつも言ってるんだけど夫はどうしても
この故郷を守るって意地を張るんだ","That's why I always say let's move to Hidell or somewhere.
But my husband insists on protecting this hometown out of sheer obstinacy.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,3
0,,"あの人、溜息ばっかりでしょ？
それを見てるとなんだかさぁ
仕方ない、支えてやらなくちゃって、ここ――
バートランド北部のエリアマスターをしてるわけ","That person, always sighing, right?
When I see that, somehow,
I can't help but support them, because here--
They are the Area Master of Betland.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,4
0,,"張り切って手伝うから、神殿に戻ったら
ドラワンを見捨てるなって伝えてよね
ほら、神官様とか、えらい人にさ","When we return to the temple, please let them know not to abandon Drawan. 
You know, the priests and important people. I'll help enthusiastically, so don't worry. 
From now on, we will take care of Drawan together.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,5
0,,"もうさ、あんたがさ、ドラワンのために――
ここまで尽くしてくれて――
顔見たら涙が滲んじまったよ","You know, you've done so much for Drawan--
I couldn't help but tear up when I saw your face...",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,6
0,,"ううっ、わたしには大それたことできないけどさ
これでちょっとでもあんたの役に立てるなら――","Ugh, I can't do much, but if this helps you in any way--",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,7
0,,ぐずっ！　あらやだ鼻が――,"*Sniff*! Oh no, my nose—",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,8
0,,"あんたが手伝ってくれて
いつもほんっと助かってるよ！
感謝してるんだから","You always help me out, and I really appreciate it! I'm grateful to you.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,9
0,,"そうだ、これをお礼にと思ってね
使い勝手良さそうでしょ？
これからもお願いね！","Oh yeah, and I thought I'd return the favor with this one:
Looks easy to use, doesn't it?
Keep up the good work, please!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,10
0,,"何かと手伝ってくれてありがとうね！
大したことはできないけど、こいつぁ礼だよ","Thank you so much for helping me out! I may not be able to do much, but this is my way of saying thanks.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,11
0,,"最近あんたが来てくれるのが楽しみでね！
はりきってこんなもん用意しちゃったよ！
さ、持っていっておくれ","I've been looking forward to your visits lately!
I'm so excited to have you here that I prepared this for you!
Go ahead, take it.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,12
0,,"しょーもない村だけどさ
みんなあんたにゃ感謝してるんだ
いつでも来ておくれよ！","It may be a trivial village, but everyone is thankful to you.
Please come visit anytime!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,13
0,,"いつも顔だしてくれて悪いね！
せっかく来てくれて旦那の溜息ばっかりってのも
あれだし、これをあげるよ","I'm sorry for always bothering you! 
It's not good for you to come all the way here and only hear my husband's sighs. 
So, here's something for you.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,14
0,,遠慮せず使っておくれ,Please feel free to use it.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,15
0,,"わざわざこんなヘンピなとこまで
来てもらって悪いね！
そうだ、これあげるよ、使っておくれ","I'm sorry for making you come all the way to this strange place! 
Oh, I know, I'll give you this. Please use it.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,16
0,,"あらぁ、ドラワンによく来たね！
仕事の相談かい？","Oh, you come here to Drawan often, don't you?
Are you here to discuss work?",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,17
0,,よーし、今日も張り切っていくよ！,"Alright, let's go! I'm all pumped up for today!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,18
0,,"あの人、いつも溜息ばっかりでしょ
最初はつられてわたしも溜息出てたんだけど
なんだか最近逆にやる気がでてきてね","That person is always sighing, aren't they? 
At first, I was caught up in it and found myself sighing too, but lately, I've strangely been getting more motivated.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,19
0,,"女房だし、支えてやらなきゃって
思うのかしらね",I wonder if she thinks I have to support her since she's my wife.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,20
0,,"手伝ってくれるならどんなことでも嬉しいよ！
できる範囲でいいからね",I would be glad to help with anything within my abilities!,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,21
0,,"何かと手伝ってくれてありがとうね！
ちょっとでもいいもんを、あんたに
譲ったげるからさ","Thank you for all the help!
I'll give you something, even if it's just a little.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,22
0,,大したことはできないけど、こいつぁ礼だよ,"I can't do much, but here's a token of appreciation.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,23
0,,"あ、あんた！
いいとこに来たね、お知らせだよ","Ah, there you are!
You've come at a good time, I have some news for you.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,24
0,,"《バートランド地下道》って道が、
川を渡って東に行った高台の上にあるのさ",The Betland Underground Passage is a road that is located on a hill east of a river.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,25
0,,"あのあたり、ずっとオーク共が変なイヌを
飼うのに使ってて、おまけに地下道も中から
封鎖されてたのよね","In that area, Orcs have been keeping strange canines as pets, and on top of that, the underground passage has been blocked from the inside.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,26
0,,"だけど、南の平原側から隊士さんが来て
開通できたみたいなのよね
今はオーク達もどっか行ってるみたいだし
せっかくだから通ってみたら？","But it seems like soldiers are coming from the southern plain.
They say it's now open for passage.
The Orcs seem to have gone somewhere else too.
Since we've come this far, why not give it a try?",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,27
0,,"ちょっと嫌な話があるのさ
ガルドノック砦――オーク達の砦前で
出陣準備をしてる連中がいるみたいなのよ","There's something unpleasant I need to tell you. 
It seems that there are some folks preparing for departure outside the Gardnox Fortress, the Orc stronghold.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,28
0,,"《砦前・千本棘の陣》さ
もしそういうオーク達を見たら、邪魔して
やってくれないかい？","Fortress Front: Barbed Line, huh? If you happen to come across those Orcs, could you please intervene and get rid of them for me?",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,29
0,,"オークの部隊なんてのが
ドラワンに来られちゃ、たまったもんじゃないよ！",An orc squad coming to Drawan is no laughing matter!,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,30
0,,"グリッテンだっけ、そっちの方に
行く連中かもしれないしさ","Gritten, right? Maybe they're going to that way.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,31
0,,あんた！　ちょっと聞いてよ！,"Hey, listen up!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,32
0,,"ドラワン教会の《地下納骨堂》
なんだけどさ――","The Drawan Church's ""Underground Crypt"" - you know, I was thinking...",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,33
0,,"すっごく気になる事が分かってさ
どうにか頼りになる人に中の様子を
見て来てほしいのよ",I just found out something that's really bugging me and I need someone I can count on to go take a look at what's going on inside.,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,34
0,,"ねぇ、後生だから！！
お願いできないかい？
今は入れるようになってるからさ","Hey, I'm younger, you know!
Can't you do me a favor?
Because now I can join in.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,35
0,,"あんたが手伝ってくれて、いつも
ほんっと助かってるよ！
感謝してるんだから","You always help me out, and I really appreciate it! I'm grateful to you.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,36
0,,"そうだ、これをお礼にと思ってね
使い勝手良さそうなもの、回したげるよ！","Oh yeah, and I thought I'd return the favor with this one:
Looks easy to use, doesn't it?
Keep up the good work, please!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,37
0,,これからもお願いね！,Keep up the good work!,ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,38
0,,"ちょっとちょっと、ニュースだよ！
《フロックヴァルト大橋》の門が開いたのさ！","Hey, hey, I've got news for you! The gates of the Flocwald Bridge have opened!",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,39
0,,"なんで急に開いたかはわからないんだけど
どうしてかね、禁域で何かあったのかね？","I don't know why it suddenly opened, but I wonder if something happened in the Forbidden Zone.",ui\00_message\npc\base\n1701.gmd,\npc\n1701.arc,n1701.arc,40
