0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
298,syslog_action_fog_sign,異界の霧が吐き零されていく――,Otherworldly fog is spreading out...,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,298
299,syslog_action_alldestroy_rest_num,殲滅まで残り<VAL>体,殲滅まで残り<VAL>体〈syslog_action_alldestroy_rest_num〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,299
300,syslog_reward_box_limit_over_item,"報酬ボックスのアイテム枠がいっぱいです
報酬件数に関わらず古い報酬は失われます","報酬ボックスのアイテム枠がいっぱいです
報酬件数に関わらず古い報酬は失われます〈syslog_reward_box_limit_over_item〉",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,300
301,syslog_reward_box_limit_notion_item,"報酬ボックスのアイテム枠が残り少なくなっています
報酬件数に関わらず古い報酬を失う可能性があります","報酬ボックスのアイテム枠が残り少なくなっています
報酬件数に関わらず古い報酬を失う可能性があります〈syslog_reward_box_limit_notion_item〉",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,301
302,syslog_action_fog_clear,殲滅に成功　異界の霧が晴れてゆく――,Successfully destroyed. The otherworldly fog is clearing up,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,302
303,syslog_bo_get_ex,<VAL> (+<VAL>) <UNIT BO>を入手しました,<VAL> (+<VAL>) <UNIT BO> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,303
304,syslog_money_get_ex,<VAL> (+<VAL>) <UNIT G>を入手しました,<VAL> (+<VAL>) <UNIT G> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,304
305,syslog_rim_get_ex,<VAL> (+<VAL>) <UNIT R>を入手しました,<VAL> (+<VAL>) <UNIT R> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,305
306,syslog_boardquest_sp_allclear_log,"このクエストボードから配信されている
すべてのクエストを一括してクリア状態にしました","All quests posted to this Quest Board
have been cleared.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,306
307,syslog_hardboardquest_reload_log,"スペシャルクエストボードがリロードされました
（本日<VAL>回目）","Special Quest Board has been
reloaded. (<VAL> time today)",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,307
308,syslog_action_summon_enemy01,<NAME TARGET> が魔物を呼び寄せている――,<NAME TARGET> is calling monsters,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,308
309,syslog_action_summon_enemy_clear,召喚された魔物を一掃した――,Summoned monsters have been eliminated,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,309
310,syslog_action_ensa,怨嗟の声が渦巻いている――,Voice of Resentment is whirling,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,310
311,syslog_action_ensa_target_i,"邪悪な怨念に憑りつかれた
祓うには、“怨塊”を破壊せよ――","You have been possessed by evil spirits
Destroy your Grudge Pillar to purify",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,311
312,syslog_action_ensa_target_p,"仲間が怨念に憑りつかれた
祓うには、“怨塊”を破壊せよ――","Comrades have been possessed
Destroy Grudge Pillars to purify them",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,312
313,syslog_action_ensa_clear,“怨塊”を失い、<NAME TARGET> の力が弱まっていく――,"Grudge Pillars have been destroyed, <NAME TARGET> is weakening",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,313
314,syslog_action_summon_enemy02,<NAME TARGET> が魔物を召喚しようとしている――,<NAME TARGET> is summoning monsters,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,314
315,syslog_action_ikai_01,<NAME TARGET> が異界に飛ばされた――,<NAME TARGET> was teleported to a different world,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,315
316,syslog_action_ikai_02,“魔物”を倒し、魂を集めて異界の扉を開け――,Defeat monsters and collect their souls to open Door to the Other World,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,316
317,syslog_action_ikai_03,異界から救い出すには、“怨塊”を破壊せよ――,Destroy Grudge Pillars to rescue comrade from the other world,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,317
318,syslog_action_ikai_04,異界の扉が開かれた――,Door to the Other World has opened,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,318
319,syslog_action_ikai_05,"仲間によって“怨塊”が破壊されたことで
異界の扉が開かれた――","Your comrades have destroyed the Grudge Pillars
and Door to the Other World has opened",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,319
320,syslog_pawn_get_spskill_stack,"<NAME PAWN>が
<VAL>を閃きました",<NAME PAWN> was inspired with <VAL>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,320
321,syslog_action_staff_of_wise,“竜角の杖”の殲滅まで残り<VAL>本,“竜角の杖”の殲滅まで残り<VAL>本〈syslog_action_staff_of_wise〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,321
322,syslog_action_safety_dome,杖から“護身の結界”が展開された,杖から“護身の結界”が展開された〈syslog_action_safety_dome〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,322
323,syslog_gdm_get,<UNTN GDM>を<VAL><UNIT GDM>、入手しました,<UNTN GDM> <UNIT GDM><VAL> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,323
324,syslog_sdm_get,<UNTN SDM>を<VAL><UNIT SDM>、入手しました,<UNTN SDM> <UNIT SDM><VAL> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,324
325,syslog_rdm_get,<UNTN RDM>を<VAL><UNIT RDM>、入手しました,<UNTN RDM> <UNIT RDM><VAL> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,325
326,syslog_gdm_lost,<UNTN GDM>を<VAL><UNIT GDM>、消費しました,<UNTN GDM> <UNIT GDM><VAL> spent.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,326
327,syslog_sdm_lost,<UNTN SDM>を<VAL><UNIT SDM>、消費しました,<UNTN SDM> <UNIT SDM><VAL> spent.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,327
328,syslog_rdm_lost,<UNTN RDM>を<VAL><UNIT RDM>、消費しました,<UNTN RDM> <UNIT RDM><VAL> spent.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,328
329,syslog_kt_get,<UNTN KT>を<VAL><UNIT KT>、入手しました,<UNTN KT> <UNIT KT><VAL> obtained.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,329
330,syslog_kt_lost,<UNTN KT>を<VAL><UNIT KT>、消費しました,<UNTN KT> <UNIT KT><VAL> spent.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,330
331,syslog_action_ikai_06,異界の扉が、より多くの魂を求めている――,Door to the Other World desires more souls,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,331
332,syslog_action_ikai_07,残り半分の魂を捧げれば、扉は開かれる――,The door will open after you offer some more souls,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,332
333,syslog_action_ikai_08,残りわずかな魂で、異界の扉が開く――,The door will open after just a few more souls,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,333
334,syslog_bbi_item_embody,<VAL>に<NAME ITEM>を<VAL>個、持ち帰りました,Brought back into <VAL> is <NAME ITEM> x<VAL>.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,334
335,syslog_kt_possession_max,<UNTN KT>が最大まで補充されました,<UNTN KT> has been replenished to the maximum.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,335
336,syslog_content_buff_get,“<VAL>”の効果が付与されました,"""<VAL>"" effect has been applied.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,336
337,syslog_content_buff_lost,“<VAL>”の効果が解除されました,"""<VAL>"" effect has been removed.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,337
338,syslog_action_ikai_09,異界に飛ばされた――,Teleported to a different world,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,338
339,syslog_action_em_escape,周囲から <NAME TARGET> の気配が消えた,The sign of <NAME TARGET> has disappeared from the surroundings.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,339
340,syslog_action_ikai_10,残っている“怨塊”を、すべて破壊せよ――,"Destroy all of the remaining ""Grudge Pillars""",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,340
341,syslog_item_lockset,アイテムをセーフティ設定しました,Item safety setting enabled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,341
342,syslog_item_lockset_off,アイテムのセーフティ設定を解除しました,Item safety setting disabled.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,342
343,syslog_action_staff_of_wise_break,“竜角の杖”を破壊せよ――,“竜角の杖”を破壊せよ――〈syslog_action_staff_of_wise_break〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,343
344,syslog_action_ikai_11,怨塊 残り“<VAL>個”――,"""<VAL>"" Grudge Pillars left",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,344
345,syslog_action_ikai_12,"<NAME TARGET> が凶骨の祭壇へ運ばれた
助けなければ、全員に厄災が降りかかる――","<NAME TARGET> was taken to the Bone Altar.
If you don't rescue them, everyone will meet with disaster",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,345
346,syslog_action_ikai_13,"生贄として、<NAME TARGET> が祭壇に捧げられ
全員に厄災が降りかかった――","<NAME TARGET> was sacrificed at the Altar.
Everyone has met with disaster",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,346
347,syslog_auto_cancel_navigate,"冒険ガイドにクエストが存在しないため
現在のナビゲート設定を解除しました","冒険ガイドにクエストが存在しないため
現在のナビゲート設定を解除しました〈syslog_auto_cancel_navigate〉",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,347
348,syslog_action_evildra_01,マグマから炎の力を吸収しようとしている――,Trying to absorb the power of flames from magma.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,348
349,syslog_action_evildra_02,悪しき竜は“火焔の竜晶”を召喚しようとしている――,"The Wicked Dragon is about to summon a
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,349
350,syslog_action_evildra_03,"“火焔の竜晶”の出現により
マグマが溜まっていく――","Magma is rising because of the ""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,350
351,syslog_action_evildra_04,"大量のマグマが溜まってきている
悪しき竜が炎の力を吸収する時が近付く――","There is a large amount of magma built up, the time
the Wicked Dragon absorbs the flames power draws near.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,351
352,syslog_action_evildra_05,死力を尽くした咆哮に、火垂れ山が揺れている――,The fire dripping mountain is shaken by the frantic roar.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,352
353,syslog_action_evildra_06,マグマが上昇し始めた――,Magma has begun to rise.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,353
354,syslog_action_evildra_07,ここから、山頂へ脱出せよ――,"From here, escape to the summit.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,354
355,syslog_action_evildra_08,"“火焔の竜晶”の出現により
マグマの滝が流れ出した――","Magma is flowing out from the waterfall because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,355
356,syslog_action_evildra_09,"火口内にある“火焔の竜晶”を破壊したことで
マグマの量が減り、戦闘エリアが広がった――","Destroying the ""Dragon Crystals of Flame"" in the crater
reduces the amount of magma, expanding your foothold.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,356
357,syslog_action_evildra_10,"火口内にある“火焔の竜晶”をすべて破壊したことで
マグマの量が減り、戦闘エリアが大きく広がった――","Destroying all ""Dragon Crystals of Flame"" in the crater has
reduced the amount of magma, greatly expanding the battle area.",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,357
358,syslog_action_evildra_11,"“魔炎の竜晶”の出現により
地表からマグマが噴き上がる――","Magma is flowing out from the surface because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,358
359,syslog_action_evildra_12,"“魔岩の竜晶”の出現により
空から火山弾が降り注ぐ――","Meteors are falling down because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,359
360,syslog_action_evildra_13,"“魔風の竜晶”の出現により
熱風が吹き荒れている――","Hot steam of airs is blowing out because of the
""Dragon Crystal of Flame"".",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,360
361,syslog_action_evildra_14,悪しき竜が最後の命を燃やそうとしている――,The Wicked Dragon is trying to burn its last fragment of life.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,361
362,syslog_gdm_get_ex,<UNTN GDM>を<VAL>(+<VAL>)<UNIT GDM>、入手しました,<UNTN GDM>を<VAL>(+<VAL>)<UNIT GDM>、入手しました〈syslog_gdm_get_ex〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,362
363,syslog_sdm_get_ex,<UNTN SDM>を<VAL>(+<VAL>)<UNIT SDM>、入手しました,<UNTN SDM>を<VAL>(+<VAL>)<UNIT SDM>、入手しました〈syslog_sdm_get_ex〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,363
364,syslog_rdm_get_ex,<UNTN RDM>を<VAL>(+<VAL>)<UNIT RDM>、入手しました,<UNTN RDM>を<VAL>(+<VAL>)<UNIT RDM>、入手しました〈syslog_rdm_get_ex〉,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,364
365,syslog_ds_info_enemy_01,敵が闇の炎をまとった！,The enemy is shrouded in dark flame!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,365
366,syslog_ds_info_enemy_02,敵の魔法攻撃力が上昇した！,Magick attack of the enemy has increased!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,366
367,syslog_ds_info_enemy_03,敵の物理攻撃力が上昇した！,Physical attack of the enemy has increased!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,367
368,syslog_ds_info_enemy_04,敵の鎧が硬化した！,The armor of enemy has hardened!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,368
369,syslog_ds_support_ana_01,竜の祝福により報酬が強化された,Blessing of the Dragons have improved the reward.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,369
370,syslog_ds_support_ana_02,敵の部位を破壊しやすくなった,It is now easier to break destructible parts.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,370
371,syslog_ds_support_ana_03,敵の防御を破り、プレイヤーの攻撃力が強化された,Break through their defense to enhance your offensive power.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,371
372,syslog_pp_possession_max,プレイポイントが最大に達したため、これ以上獲得できません,You have reached the maximum amount of PP and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,372
373,syslog_g_possession_max,<UNTN G>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN G> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,373
374,syslog_r_possession_max,<UNTN R>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN R> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,374
375,syslog_bo_possession_max,<UNTN BO>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN BO> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,375
376,syslog_ho_possession_max,<UNTN HB>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN HB> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,376
377,syslog_rp_possession_max,<UNTN RP>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN RP> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,377
378,syslog_ms_possession_max,<UNTN MS>が最大に達したため、これ以上獲得できません,You have reached the maximum amount of <UNTN MS> and cannot earn any more.,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,378
379,syslog_darkgauge_rise,"“破滅の力”の高まりを感じる――
ゲージが十分に溜まるとすべてが滅びる！","The Power of Destruction is growing...
When it reaches maximum power, all life will perish!",ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,379
380,syslog_darkgauge_growup,“破滅の力”のゲージが徐々に上昇してゆく！,The Power of Destruction is rising!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,380
381,syslog_darkgauge_spdown,“黄金竜の一撃”によって“破滅の力”のゲージが減少した！,The attack of Golden Dragon has reduced the Power of Destruction!,ui\00_message\ui\system_log.gmd,\ui\gui_cmn.arc,gui_cmn.arc,381
0,,地,Earth,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
0,,空,Sky,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
0,,天,Heaven,ui\00_message\common\pawn_sp_skill_level.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
0,NORMAL_SKILL_NAME_03_40,弓構え,Aim,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,NORMAL_SKILL_NAME_03_41,弓射ち,Loose,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,NORMAL_SKILL_NAME_03_42,速弓の型,Quick Bow Style,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,NORMAL_SKILL_NAME_03_46,しじま射ち,Keen Sight,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,NORMAL_SKILL_NAME_03_43,<PADM>爆矢構え<KEYM>構え変更,<PADM>Explosive Stance<KEYM>Change Stance,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,NORMAL_SKILL_NAME_03_44,仕込み爆矢射ち,Prepare Explosive Arrow,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,NORMAL_SKILL_NAME_03_45,<PADM>速仕込みの型<KEYM>速構え変更,<PADM>Quick Charge Style<KEYM>Fast Change Stance,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,NORMAL_SKILL_NAME_03_47,前蹴り,Front Kick,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,NORMAL_SKILL_NAME_03_48,矢の装填,Reload Arrows,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,NORMAL_SKILL_NAME_03_49,達人装填,Adept Reload,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,NORMAL_SKILL_NAME_03_50,矢の切替え,Switch Arrows,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,NORMAL_SKILL_NAME_03_60,矢じり斬り,Arrowhead Strike,ui\00_message\skill\normal_skill_name_03.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
0,,剛化,Harden,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
0,,重化,Heavy,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
0,,癒活,Restoration,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
0,,守護,Protection,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
0,,柔化,Weaken,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
0,,集視,Attraction,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
0,,無恐,Fearless,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
0,,集中,Concentration,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
0,,蘇生,Resurrection,ui\00_message\common\pawn_sp_skill_category.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
0,CHAT_COM_313,炎が弱点だ！,Fire is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,0
1,CHAT_COM_314,弱点は炎！,Its weakness is fire!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,1
2,CHAT_COM_315,氷が弱点だ！,Ice is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
3,CHAT_COM_316,弱点は氷！,Its weakness is ice!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,3
4,CHAT_COM_317,雷が弱点だ！,Lightning is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
5,CHAT_COM_318,弱点は雷！,Its weakness is lightning!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,5
6,CHAT_COM_319,聖が弱点だ！,Holy is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
7,CHAT_COM_320,弱点は聖！,Its weakness is holy!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,7
8,CHAT_COM_321,闇が弱点だ！,Dark is its weakness!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
9,CHAT_COM_322,弱点は闇！,Its weakness is dark!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,9
10,CHAT_COM_323,毒が有効だ！,Poison is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
11,CHAT_COM_324,毒が有効よ！,Poison is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,11
12,CHAT_COM_325,睡眠が有効だ！,Sleep is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
13,CHAT_COM_326,睡眠が有効よ！,Sleep is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,13
14,CHAT_COM_327,遅延が有効だ！,Torpor is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
15,CHAT_COM_328,遅延が有効よ！,Torpor is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,15
16,CHAT_COM_329,気絶が有効だ！,Stun is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,16
17,CHAT_COM_330,気絶が有効よ！,Stun is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,17
18,CHAT_COM_331,封印が有効だ！,Skill seal is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,18
19,CHAT_COM_332,封印が有効よ！,Skill seal is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,19
20,CHAT_COM_333,石化が有効だ！,Petrification is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,20
21,CHAT_COM_334,石化が有効よ！,Petrification is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,21
22,CHAT_COM_335,黄金化が有効だ！,Gilding is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,22
23,CHAT_COM_336,黄金化が有効よ！,Gilding is effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,23
24,CHAT_COM_337,装甲をこわそう！,Let's break the armor!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,24
25,CHAT_COM_338,装甲をこわしましょう！,Let us break the armor!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,25
26,CHAT_COM_339,ブレイクを狙おう！,Let's aim to break!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,26
27,CHAT_COM_340,ブレイクを狙いましょう！,Let us aim to break!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,CHAT_COM_341,吹き飛ばし力の高い技が有効だ！,High blow-power skills are effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
29,CHAT_COM_342,吹き飛ばし力の高い技が有効よ！,High blow-power skills are effective!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
30,CHAT_COM_343,侵食核を潰そう！,Let's destroy the infected growths!,ui\00_message\simple_com\chat_com_text_08.gmd,\ui\gui_cmn.arc,gui_cmn.arc,30
