"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","ソウダ、コレダ！
アンナニ探シタノニ、イトモタヤスク
見ツケテキタナ――","ソウダ、コレダ！
アンナニ探シタノニ、イトモタヤスク
見ツケテキタナ――","ui\00_message\quest\q60310001.gmd","\quest\q60310001.arc","q60310001.arc","25"
"0","","トニカク、ドンナアイテムカハ
チャント分カッテイルヨウダナ","トニカク、ドンナアイテムカハ
チャント分カッテイルヨウダナ","ui\00_message\quest\q60310001.gmd","\quest\q60310001.arc","q60310001.arc","26"
"0","","ダガ、マダ終ワリジャナイゾ
コレヲモットモット、沢山持ッテクルノダ
数ガ集マレバ集マルホド、強大ナチカラニ――
アインズ様ノオチカラトナルハズダ","ダガ、マダ終ワリジャナイゾ
コレヲモットモット、沢山持ッテクルノダ
数ガ集マレバ集マルホド、強大ナチカラニ――
アインズ様ノオチカラトナルハズダ","ui\00_message\quest\q60310001.gmd","\quest\q60310001.arc","q60310001.arc","27"
"0","","誰ヨリモ多ク集メテ来レバ、相応ノ褒美ヲヤロウ
オ前ハ人間ニシテハ、ナカナカ骨太ダ――
期待シテイルゾ！","誰ヨリモ多ク集メテ来レバ、相応ノ褒美ヲヤロウ
オ前ハ人間ニシテハ、ナカナカ骨太ダ――
期待シテイルゾ！","ui\00_message\quest\q60310001.gmd","\quest\q60310001.arc","q60310001.arc","28"
"0","q60310001_00_284","【鬼哭蒐集】クエストオブオーバーロード","【鬼哭蒐集】クエストオブオーバーロード","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","0"
"1","q60310001_00_284","酒場に現れた奇妙なスケルトンの話を聞き
要求に応えて野望に協力する","酒場に現れた奇妙なスケルトンの話を聞き
要求に応えて野望に協力する","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","1"
"2","q60310001_00_3802","フォトモードを使い、三人と記念撮影を行う","フォトモードを使い、三人と記念撮影を行う","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","2"
"3","q60310001_00_3803","スケルトンに報告する","スケルトンに報告する","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","3"
"4","q60310001_00_3804","《禍魂の晶石》を入手する","《禍魂の晶石》を入手する","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","4"
"5","q60310001_00_3805","スケルトンに納品する","スケルトンに納品する","ui\00_message\quest_info\q60310001_00.gmd","\quest\q60310001.arc","q60310001.arc","5"
"0","q60310002_00_289","【鬼哭蒐集】オバロコラボセット用","【鬼哭蒐集】オバロコラボセット用","ui\00_message\quest_info\q60310002_00.gmd","\quest\q60310002.arc","q60310002.arc","0"
"1","q60310002_00_289","","","ui\00_message\quest_info\q60310002_00.gmd","\quest\q60310002.arc","q60310002.arc","1"
"0","","今、解放軍としては
砦奪還への絶好の――
そして最後の機運が巡ってきている、と
俺は思っている","今、解放軍としては
砦奪還への絶好の――
そして最後の機運が巡ってきている、と
俺は思っている","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","0"
"0","","そこでだ、戦力を拡充するために
物資を調達しようとしたんだが――
物資調達を頼んだ戦士たちが
行方不明になった可能性が高い","そこでだ、戦力を拡充するために
物資を調達しようとしたんだが――
物資調達を頼んだ戦士たちが
行方不明になった可能性が高い","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","1"
"0","","後を追わせた者すら、なかなか戻らん
何事かが起こっていることは明白だ","後を追わせた者すら、なかなか戻らん
何事かが起こっていることは明白だ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","2"
"0","","これ以上、調査に向かわせられる者もいない
一から任せてすまないが
行方不明になった戦士たちの情報を集め
――叶うことならば、救出してもらえないか","これ以上、調査に向かわせられる者もいない
一から任せてすまないが
行方不明になった戦士たちの情報を集め
――叶うことならば、救出してもらえないか","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","3"
"0","","一から任せてすまないが
行方不明になった戦士たちの情報を集め
――叶うことならば、救出してもらえないか","一から任せてすまないが
行方不明になった戦士たちの情報を集め
――叶うことならば、救出してもらえないか","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","4"
"0","","頼む
これ以上、解放軍の戦士を
失うわけにはいかんのだ","頼む
これ以上、解放軍の戦士を
失うわけにはいかんのだ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","5"
"0","","ああ、解放軍の戦士の方が
行方知れずになったというお話ですか――","ああ、解放軍の戦士の方が
行方知れずになったというお話ですか――","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","6"
"0","","ええ、聞いております
少し前に、同じことを聞いてきた方々が
いらっしゃいましたからね","ええ、聞いております
少し前に、同じことを聞いてきた方々が
いらっしゃいましたからね","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","7"
"0","","“ゴブリンの群れを見かけた場所”と
“オークどもの声が聞こえてきた場所”を
お伝えしたら、二手に分かれて発たれましたよ
覚者様も後を追われるので？","“ゴブリンの群れを見かけた場所”と
“オークどもの声が聞こえてきた場所”を
お伝えしたら、二手に分かれて発たれましたよ
覚者様も後を追われるので？","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","8"
"0","","ゴブリンの群れを見かけた場所へ","ゴブリンの群れを見かけた場所へ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","9"
"0","","オークの声が聞こえた場所へ","オークの声が聞こえた場所へ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","10"
"0","","――後でもう一度聞かせてほしい","――後でもう一度聞かせてほしい","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","11"
"0","","声の方角から察するに、オークどもがいたのは
地図に印をお付けした辺りです
覚者様も向かわれるのでしたら、お気をつけて――","声の方角から察するに、オークどもがいたのは
地図に印をお付けした辺りです
覚者様も向かわれるのでしたら、お気をつけて――","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","12"
"0","","行方不明になっていた戦士の救出、感謝する！
彼らがいれば物資の調達も叶う
砦奪還へ向けて、軍を整えていくことが
できるだろう","行方不明になっていた戦士の救出、感謝する！
彼らがいれば物資の調達も叶う
砦奪還へ向けて、軍を整えていくことが
できるだろう","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","13"
"0","","声の方角から察するに、オークどもがいたのは
恐らくこの辺りですな
どれ、地図に印をお付けしましょう","声の方角から察するに、オークどもがいたのは
恐らくこの辺りですな
どれ、地図に印をお付けしましょう","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","14"
"0","","ゴブリンの群れを見かけたのは――
この辺りですな
どれ、地図に印をお付けしましょう","ゴブリンの群れを見かけたのは――
この辺りですな
どれ、地図に印をお付けしましょう","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","15"
"0","","ゴブリンの群れを見かけたのは
地図に印をお付けした辺りです
覚者様も向かわれるのでしたら、お気をつけて――","ゴブリンの群れを見かけたのは
地図に印をお付けした辺りです
覚者様も向かわれるのでしたら、お気をつけて――","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","16"
"0","","物資調達係が処刑場の方に
連れて行かれたのを見たんです！
お願いします、助けてやってください！","物資調達係が処刑場の方に
連れて行かれたのを見たんです！
お願いします、助けてやってください！","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","17"
"0","","応援感謝する！
二手に分かれたことが
仇となったか――","応援感謝する！
二手に分かれたことが
仇となったか――","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","18"
"0","","物資調達係は敵陣の処刑場に
連行されたようだ
覚者殿、彼の救出に向かわねば――！","物資調達係は敵陣の処刑場に
連行されたようだ
覚者殿、彼の救出に向かわねば――！","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","19"
"0","","えっ――覚者さま！？
助けにきてくださるなんて――！","えっ――覚者さま！？
助けにきてくださるなんて――！","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","20"
"0","","実は、物資調達係が処刑場の方に
連れて行かれたのを見たんです！
私、足がすくんで――見ていることしかできなくて
お願いします、助けてやってください！","実は、物資調達係が処刑場の方に
連れて行かれたのを見たんです！
私、足がすくんで――見ていることしかできなくて
お願いします、助けてやってください！","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","21"
"0","","物資調達係は敵陣の処刑場に
連行されたようだ
覚者殿、彼の救出に向かわねば――！","物資調達係は敵陣の処刑場に
連行されたようだ
覚者殿、彼の救出に向かわねば――！","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","22"
"0","","おおお、救援感謝しますぞ！
物資調達の際に油断、捕縛されたが運の尽き
あやうく処刑されるところでした","おおお、救援感謝しますぞ！
物資調達の際に油断、捕縛されたが運の尽き
あやうく処刑されるところでした","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","23"
"0","","こうなれば――
<NPC 593>はエイリーンに護衛させ逃がし
我々がその足止めをする――それが最善かと
ご協力いただけますな、覚者殿？","こうなれば――
<NPC 593>はエイリーンに護衛させ逃がし
我々がその足止めをする――それが最善かと
ご協力いただけますな、覚者殿？","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","24"
"0","","む――！
あれは、オーク共――
本隊が到着しおったか","む――！
あれは、オーク共――
本隊が到着しおったか","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","25"
"0","","ふぅ――
ひとまず、危機は脱したようです
救援に来てくださったこと、皆を代表し
心からの礼を言わせていただきたい","ふぅ――
ひとまず、危機は脱したようです
救援に来てくださったこと、皆を代表し
心からの礼を言わせていただきたい","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","26"
"0","","私は歳のせいか、少し疲労が――
少しこの場で息を整えてから
帰還することにします
覚者殿はどうぞ先に戻っていてくだされ","私は歳のせいか、少し疲労が――
少しこの場で息を整えてから
帰還することにします
覚者殿はどうぞ先に戻っていてくだされ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","27"
"0","","ええ、いつでもお話ししますよ","ええ、いつでもお話ししますよ","ui\00_message\quest\q60318000.gmd","\quest\q60318000.arc","q60318000.arc","28"
"0","","――敵本軍が出現！","――敵本軍が出現！","ui\00_message\examine_message\quest\quest_examine_q60318000.gmd","\quest\q60318000.arc","q60318000.arc","0"
"0","","――この周辺にはいないようだ！他を探そう！","――この周辺にはいないようだ！他を探そう！","ui\00_message\examine_message\quest\quest_examine_q60318000.gmd","\quest\q60318000.arc","q60318000.arc","1"
"0","q60318000_00_225","ラスニテ山麓　試練：捕虜奪還","ラスニテ山麓　試練：捕虜奪還","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","0"
"1","q60318000_00_225","エリアマスターから事件の詳細を聞き
問題解決に挑む","エリアマスターから事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","1"
"2","q60318000_00_2937","捕縛された仲間の情報を収集する","捕縛された仲間の情報を収集する","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","2"
"3","q60318000_00_2938","転戦中の仲間を探し捕縛情報を聞く","転戦中の仲間を探し捕縛情報を聞く","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","3"
"4","q60318000_00_3103","仲間を助けに向かう","仲間を助けに向かう","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","4"
"5","q60318000_00_3104","オリを破壊して仲間を助ける（残り３）","オリを破壊して仲間を助ける（残り３）","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","5"
"6","q60318000_00_3105","オリを破壊して仲間を助ける（残り２）","オリを破壊して仲間を助ける（残り２）","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","6"
"7","q60318000_00_3106","残りの仲間を助けた上で敵を掃討する","残りの仲間を助けた上で敵を掃討する","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","7"
"8","q60318000_00_3109","救出した仲間と今後について話す","救出した仲間と今後について話す","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","8"
"9","q60318000_00_3107","敵本軍を掃討する","敵本軍を掃討する","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","9"
"10","q60318000_00_3110","救出した仲間と話す","救出した仲間と話す","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","10"
"11","q60318000_00_3108","<STG 630>の<NPC 2800>に報告する","Report to <NPC 2800> in <STG 630>","ui\00_message\quest_info\q60318000_00.gmd","\quest\q60318000.arc","q60318000.arc","11"
"0","","ああ？　救援要請の手配を俺が――？
あんたが行くってのか？","ああ？　救援要請の手配を俺が――？
あんたが行くってのか？","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","0"
"0","","――まぁ、何かあっちゃ寝覚めが悪い
で、どういう奴らを集めればいいんだ？
あんたが戦いやすい方でいいけどよ","――まぁ、何かあっちゃ寝覚めが悪い
で、どういう奴らを集めればいいんだ？
あんたが戦いやすい方でいいけどよ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","1"
"0","","近接攻撃主体","近接攻撃主体","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","2"
"0","","遠距離攻撃主体","遠距離攻撃主体","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","3"
"0","","――少し考えさせてほしい","...I want to think a bit","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","4"
"0","","なるほどな
すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","なるほどな
すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","5"
"0","","なるほどな
すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","なるほどな
すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","6"
"0","","すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","すぐに近距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","7"
"0","","すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","すぐに遠距離型の友軍を
編成して向かわせる
あんたもさっさと現地に向かえよ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","8"
"0","","おおおおお、さすがは覚者殿！
無事、敵軍を討伐して戻られましたな
これで敵軍の戦意を削ぐことができた","おおおおお、さすがは覚者殿！
無事、敵軍を討伐して戻られましたな
これで敵軍の戦意を削ぐことができた","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","9"
"0","","またヤツらが怪しげな動きをしていた時は
今回のように蹴散らしていただけると
我々としても助かりますな","またヤツらが怪しげな動きをしていた時は
今回のように蹴散らしていただけると
我々としても助かりますな","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","10"
"0","","おお、これは覚者殿
この度敵軍の姿を捉えましてな
しかし、このままでは戦力的に不利ゆえ
戻ってきた次第","おお、これは覚者殿
この度敵軍の姿を捉えましてな
しかし、このままでは戦力的に不利ゆえ
戻ってきた次第","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","11"
"0","","覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず","覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","12"
"0","","覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず","覚者殿、友軍を率いて
敵の討伐に出てはいただけないだろうか
なに、手配はオルハンがしてくれるはず","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","13"
"0","","この場の敵を食い止める大役は
私が引き受けよう！
なに、ご安心めされよ
鍛錬は欠かしたことがない","この場の敵を食い止める大役は
私が引き受けよう！
なに、ご安心めされよ
鍛錬は欠かしたことがない","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","14"
"0","","あんた、優柔不断な性格か？
まぁいい――気がすむまで考えてくれ","あんた、優柔不断な性格か？
まぁいい――気がすむまで考えてくれ","ui\00_message\quest\q60318001.gmd","\quest\q60318001.arc","q60318001.arc","15"
"0","q60318001_00_226","ラスニテ山麓　救援要請","ラスニテ山麓　救援要請","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","0"
"1","q60318001_00_226","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","1"
"2","q60318001_00_3019","仲間の派遣要請に向かう","仲間の派遣要請に向かう","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","2"
"3","q60318001_00_2939","敵軍討伐のため現地に向かう","敵軍討伐のため現地に向かう","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","3"
"4","q60318001_00_2940","敵部隊を討伐する","敵部隊を討伐する","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","4"
"5","q60318001_00_3018","依頼者の<NPC 595>に報告する","依頼者の<NPC 595>に報告する","ui\00_message\quest_info\q60318001_00.gmd","\quest\q60318001.arc","q60318001.arc","5"
"0","","――仲間の救援部隊が到着した！","――仲間の救援部隊が到着した！","ui\00_message\examine_message\quest\quest_examine_q60318001.gmd","\quest\q60318001.arc","q60318001.arc","0"
"0","","――敵軍が増援部隊を招集！","――敵軍が増援部隊を招集！","ui\00_message\examine_message\quest\quest_examine_q60318001.gmd","\quest\q60318001.arc","q60318001.arc","1"
"0","q60318002_00_227","ラスニテ山麓　解放軍支援","ラスニテ山麓　解放軍支援","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","0"
"1","q60318002_00_227","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","1"
"2","q60318002_00_2941","サポート任務を選択する","サポート任務を選択する","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","2"
"3","q60318002_00_2942","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、<NPC 656>に渡す（残り:<SQDI DNUM>）","Deliver <SQDI NAME> x<SQDI NUM> to <NPC 656> (need: <SQDI DNUM>)","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","3"
"4","q60318002_00_3126","<STG 1092>へ偵察に向かう","<STG 1092>へ偵察に向かう","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","4"
"5","q60318002_00_3127","発見した敵を討伐する","Defeat the found enemy","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","5"
"6","q60318002_00_3128","<NPC 656>に調査報告する","<NPC 656>に調査報告する","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","6"
"7","q60318002_00_3129","<SPOT 1037> に出現した敵軍の調査に向かう","<SPOT 1037> に出現した敵軍の調査に向かう","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","7"
"8","q60318002_00_3130","敵を討伐する","Defeat the enemy","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","8"
"9","q60318002_00_3125","依頼者の<NPC 656>に報告する","依頼者の<NPC 656>に報告する","ui\00_message\quest_info\q60318002_00.gmd","\quest\q60318002.arc","q60318002.arc","9"
"0","","これはレスタニアの覚者様――
え？　今の私の任務についてですか？","これはレスタニアの覚者様――
え？　今の私の任務についてですか？","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","0"
"0","","現在、エンデール殿の指示で
各スポットの情報を集めるための
調査を担当しております","現在、エンデール殿の指示で
各スポットの情報を集めるための
調査を担当しております","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","1"
"0","","さらに、魔軍との戦線拡大にともなう
物資の調達も頼まれていましてね
正直にいうと、手一杯ですよ
やれるだけはやってみますが――","さらに、魔軍との戦線拡大にともなう
物資の調達も頼まれていましてね
正直にいうと、手一杯ですよ
やれるだけはやってみますが――","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","2"
"0","","――もしや、私を手伝ってくださるので？
なんとありがたいことでしょう！","――もしや、私を手伝ってくださるので？
なんとありがたいことでしょう！","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","3"
"0","","物資の調達にご協力くださるとは！
地道な作業ですが、フィールドにある
素材を探し、納品していただきたいのです","物資の調達にご協力くださるとは！
地道な作業ですが、フィールドにある
素材を探し、納品していただきたいのです","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","4"
"0","","スポットの調査と
物資の調達――
どちらをご協力いただけるのでしょうか？","スポットの調査と
物資の調達――
どちらをご協力いただけるのでしょうか？","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","5"
"0","","物資の調達（納品）","物資の調達（納品）","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","6"
"0","","スポットの調査（討伐）","スポットの調査（討伐）","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","7"
"0","","――少し考えさせてほしい","...I want to think a bit","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","8"
"0","","スポットの調査にご協力くださるとは！
調査区域内の魔物の情報を集めるため
討伐をお願いします","スポットの調査にご協力くださるとは！
調査区域内の魔物の情報を集めるため
討伐をお願いします","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","9"
"0","","どうやら、敵も戦力強化を図っているようですね
しかし――我々とて負けてはいられません！
覚者様のご協力、かならず活かしてみせますとも","どうやら、敵も戦力強化を図っているようですね
しかし――我々とて負けてはいられません！
覚者様のご協力、かならず活かしてみせますとも","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","10"
"0","","ご協力ありがとうございます
さっそくですが、物資の調達をお願いします
地道な作業ですが、フィールドにある
素材を探し、納品していただきたいのです","ご協力ありがとうございます
さっそくですが、物資の調達をお願いします
地道な作業ですが、フィールドにある
素材を探し、納品していただきたいのです","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","11"
"0","","ご協力ありがとうございます
さっそくですが、調査区域内の
魔物の情報を集めるため、討伐をお願いします","ご協力ありがとうございます
さっそくですが、調査区域内の
魔物の情報を集めるため、討伐をお願いします","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","12"
"0","","物資の調達、ありがとうございます！
これで我が軍の防衛強化が図れることでしょう","物資の調達、ありがとうございます！
これで我が軍の防衛強化が図れることでしょう","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","13"
"0","","あの――覚者様
実は、覚者様が採集に向かわれている間に
ある場所に魔物が出現したとの
報告があったのです","あの――覚者様
実は、覚者様が採集に向かわれている間に
ある場所に魔物が出現したとの
報告があったのです","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","14"
"0","","そちらの討伐も、お願いできないでしょうか","そちらの討伐も、お願いできないでしょうか","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","15"
"0","","スポットにいた魔物の討伐、ありがとうございます！
これで我が軍のもつ情報がまた一つ増えました","スポットにいた魔物の討伐、ありがとうございます！
これで我が軍のもつ情報がまた一つ増えました","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","16"
"0","","あの――覚者様
実は、覚者様が討伐に向かわれている間に
ある場所に魔物が出現したとの
報告があったのです","あの――覚者様
実は、覚者様が討伐に向かわれている間に
ある場所に魔物が出現したとの
報告があったのです","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","17"
"0","","そちらの討伐も、お願いできないでしょうか","そちらの討伐も、お願いできないでしょうか","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","18"
"0","","ここでの任務がまだですので――
調査に向かってもらえないでしょうか？","ここでの任務がまだですので――
調査に向かってもらえないでしょうか？","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","19"
"0","","ええ、お考えがまとまったら
再び私に話しかけてください","ええ、お考えがまとまったら
再び私に話しかけてください","ui\00_message\quest\q60318002.gmd","\quest\q60318002.arc","q60318002.arc","20"
"0","q60318003_00_228","ラスニテ山麓　敵追跡討伐","ラスニテ山麓　敵追跡討伐","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","0"
"1","q60318003_00_228","依頼者から事件の詳細を聞き
問題解決に挑む","依頼者から事件の詳細を聞き
問題解決に挑む","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","1"
"2","q60318003_00_2943","敵の追跡方法を確認する","敵の追跡方法を確認する","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","2"
"3","q60318003_00_2944","時間内に敵の痕跡を調べる","時間内に敵の痕跡を調べる","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","3"
"4","q60318003_00_3140","さらに時間内に敵の痕跡を調べる","さらに時間内に敵の痕跡を調べる","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","4"
"5","q60318003_00_3141","敵の出現場所へ向かう","敵の出現場所へ向かう","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","5"
"6","q60318003_00_3142","敵を討伐する","Defeat the enemy","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","6"
"7","q60318003_00_3143","依頼者の<NPC 596>に報告する","依頼者の<NPC 596>に報告する","ui\00_message\quest_info\q60318003_00.gmd","\quest\q60318003.arc","q60318003.arc","7"
"0","","――敵の痕跡を発見した！","――敵の痕跡を発見した！","ui\00_message\examine_message\quest\quest_examine_q60318003.gmd","\quest\q60318003.arc","q60318003.arc","0"
"0","","――敵の痕跡を見失った！","――敵の痕跡を見失った！","ui\00_message\examine_message\quest\quest_examine_q60318003.gmd","\quest\q60318003.arc","q60318003.arc","1"
"0","","――敵の気配を発見した！出現場所へ！","――敵の気配を発見した！出現場所へ！","ui\00_message\examine_message\quest\quest_examine_q60318003.gmd","\quest\q60318003.arc","q60318003.arc","2"
"0","","――敵の痕跡ではなかった！他を探そう！","――敵の痕跡ではなかった！他を探そう！","ui\00_message\examine_message\quest\quest_examine_q60318003.gmd","\quest\q60318003.arc","q60318003.arc","3"
