4,q90000207_00_1640,3種の宝石を探し出し、討伐せよ,Find and defeat the three types of gems.,ui\00_message\quest_info\q90000207_00.gmd,\quest\q90000207.arc,q90000207.arc,4
27,CHAT_COM_163,行動不能！　助けて！！！,Down! Help me out!!!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,27
28,CHAT_COM_164,待機します,Standing by,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,28
29,CHAT_COM_165,なくなりました,None left,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,29
30,CHAT_COM_166,ありません,Don't have it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,30
31,CHAT_COM_167,準備完了！,Ready!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,31
32,CHAT_COM_168,使ってください,Please use it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,32
33,CHAT_COM_169,休憩しましょう,Let's rest for a while,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,33
34,CHAT_COM_170,しがみつきます,Hang onto it,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,34
35,CHAT_COM_171,敵を引きつけます,Drawing enemy over,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,35
36,CHAT_COM_172,待ってください,"Wait, please",ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,36
37,CHAT_COM_173,現地に集合しましょう,Let's meet there,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,37
38,CHAT_COM_174,そこにいてください,Stay there,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,38
39,CHAT_COM_175,これから向かいます,On my way,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,39
40,CHAT_COM_176,すぐ戻ります,Will be right back,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,40
41,CHAT_COM_177,どんまい！,Don't fret!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,41
42,CHAT_COM_178,気にするな！,Never mind it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,42
44,CHAT_COM_179,大丈夫です！,It's okay!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,44
45,CHAT_COM_180,申し訳ない！,I'm sorry!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,45
46,CHAT_COM_181,すみません！,Pardon me!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,46
47,CHAT_COM_182,俺が！,Me!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,47
49,CHAT_COM_183,状態異常に気を付けましょう！,Let's debilitate it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,49
50,CHAT_COM_184,エンチャントを頼む！,Requesting an enchantment!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,50
52,CHAT_COM_185,ザコは無視しよう！,Ignore it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,52
54,CHAT_COM_186,この敵は倒そう！,Kill this enemy!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,54
56,CHAT_COM_187,先に行ってください,Please go ahead,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,56
57,CHAT_COM_188,急ごう！,Hurry!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,57
59,CHAT_COM_189,焦らずに,Steady...,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,59
60,CHAT_COM_190,助かりました！,Rescued!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,60
61,CHAT_COM_191,う、動けない！,I... I cannot move!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,61
62,CHAT_COM_192,少し準備します,Preparing a bit,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,62
63,CHAT_COM_193,手を出すな,Hand it in,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,63
65,CHAT_COM_194,敵を引きつける,Attract the enemy,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,65
67,CHAT_COM_195,俺に任せろ！,Leave it to me!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,67
69,CHAT_COM_196,俺の背中に隠れて！,I'll hide on the back!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,69
71,CHAT_COM_197,凍らせる！,Can Freeze!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,71
73,CHAT_COM_198,スローにする！,Slowing it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,73
75,CHAT_COM_199,眠らせる！,Can put it to sleep!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,75
77,CHAT_COM_200,状態異常を狙う！,Debilitate it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,77
79,CHAT_COM_201,状態異常にする！,Can debilitate it!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,79
81,CHAT_COM_202,弱点を攻撃してくれ！,Attack its weak spot!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,81
83,CHAT_COM_203,別れて戦おう！,Spread out and attack!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,83
85,CHAT_COM_204,集まってください！,Gather together!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,85
86,CHAT_COM_205,散らばってください！,Please spread out!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,86
87,CHAT_COM_206,弱点を出そう！,Reveal its weak spot!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,87
88,CHAT_COM_207,弱点を狙おう！,Aim for its weak spot!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,88
89,CHAT_COM_208,弱点を攻撃しよう！,Attack its weakspot!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,89
90,CHAT_COM_209,スタミナを減らそう！,Decrease its stamina!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,90
91,CHAT_COM_210,一気に揺さぶろう！,Shake it without stopping!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,91
92,CHAT_COM_211,今助ける！,I'll aid you at once!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,92
94,CHAT_COM_212,こっちだ、跳ね上げる！,"Over here, jump!",ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,94
96,CHAT_COM_213,おきろ！,Get up!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,96
98,CHAT_COM_214,トドメだ！,Take that!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,98
99,CHAT_COM_215,仕切り直そう！,We'll redo that!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,99
101,CHAT_COM_216,こいつは危険です！,You're in danger!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,101
2,CHAT_COM_218,助けて！,Help me out!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,2
4,CHAT_COM_219,回復をお願い,Please heal me,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,4
6,CHAT_COM_220,回復します！,I'll heal!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,6
8,CHAT_COM_221,跳ね上げます！,Jump!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,8
10,CHAT_COM_222,こっちです,This way,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,10
12,CHAT_COM_223,いまこそ、攻撃を！,"Now, attack!",ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,12
14,CHAT_COM_224,退きましょう！,Withdraw!,ui\00_message\simple_com\chat_com_text_06.gmd,\ui\gui_cmn.arc,gui_cmn.arc,14
